Date,Kampala,Busia
2016-01-01,6.003333416449622,5.979717423378281
2016-01-15,6.007031667686231,6.008222853056385
2016-02-01,6.023765894143638,6.030108008323483
2016-02-15,,6.02202722367026
2016-03-01,6.056416972618743,6.076439888493851
2016-03-15,6.062626852386032,6.091773815325784
2016-04-01,6.09072285150714,6.091806862453398
2016-04-15,6.139226924669675,6.173231723467434
2016-05-01,6.144191047856933,6.200579144544911
2016-05-15,6.181575043675408,6.128824478289879
2016-06-01,6.134167266475048,6.145411064028589
2016-06-15,6.131081105653541,6.16172701769957
2016-07-01,6.085522439767753,6.029193081171234
2016-07-15,5.988219344105672,6.038767426445918
2016-08-01,6.011723901415866,6.047635426324382
2016-08-15,6.04544923422998,6.064265506029456
2016-09-01,6.0455047006442335,6.143944773457486
2016-09-15,6.1061937291492265,6.202546118531996
2016-10-01,6.15657674005763,6.180486149306463
2016-10-15,6.135130873309249,6.1277195972409695
2016-11-01,6.122531294927363,6.072012873325774
2016-11-15,6.140075824644642,6.053064447655013
2016-12-01,6.158082002828329,6.040541068613632
2016-12-15,6.19681024654512,6.04250429926937
2017-01-01,6.242566656293172,6.039025098096
2017-01-15,6.336532113449884,6.06590802390268
2017-02-01,6.286929341858527,6.063785790544317
2017-02-15,6.233440409848054,6.100676423779259
2017-03-01,6.303271015773716,6.1362544186927925
2017-03-15,6.367273182820459,6.164756795236539
2017-04-01,6.31628120553039,6.2114316365718665
2017-04-15,,6.197920491212758
2017-05-01,,
2017-05-15,,6.170337898271727
2017-06-01,,6.01459182757544
2017-06-15,,5.852293004104387
2017-07-01,5.939568693678022,5.850179194283425
2017-07-15,5.941103502770316,5.909813344777106
2017-08-01,5.934920514536505,5.9126371474713375
2017-08-15,5.900443646822555,5.93184719355464
2017-09-01,5.930573014720752,5.877032247792721
2017-09-15,5.887946763794555,5.797562702326286
2017-10-01,5.840978656373405,5.822725216064055
2017-10-15,5.767369358556267,5.758281564449163
2017-11-01,5.771640296084297,5.730587114417018
2017-11-15,5.770193600100865,5.67509115495089
2017-12-01,5.7673689040246625,5.719617573288181
2017-12-15,5.771605357997039,
2018-01-01,5.797635573930532,
2018-01-15,5.76750807297175,5.842409381144868
2018-02-01,5.839799265618317,5.844953916206982
2018-02-15,5.837415263340288,5.891374481824263
2018-03-01,5.863064243269277,5.935735433566636
2018-03-15,5.898711691261576,5.9540524735802
2018-04-01,6.011644827736443,6.074426947692899
2018-04-15,6.039038772214684,6.072031455369033
2018-05-01,6.030339835370349,6.065576641469793
2018-05-15,6.112200288881037,6.110252868596641
2018-06-01,6.038338737864384,6.04469993356747
2018-06-15,5.927760984556476,5.97454647047353
2018-07-01,5.877725266834921,5.925581288012556
2018-07-15,5.866086690823091,5.922490361754386
2018-08-01,5.803379821293796,5.914221256944892
2018-08-15,5.78338317796689,5.9058832035014115
2018-09-01,5.771224552883313,5.969943552190448
2018-09-15,6.014703821464067,6.0168068716608465
2018-10-01,6.075711212640304,6.020651435457276
2018-10-15,6.078438463773156,6.084361482076278
2018-11-01,6.135021518959832,6.094901525170407
2018-11-15,6.093868790147582,6.113211752990712
2018-12-01,6.148032634165344,6.102570260088587
2018-12-15,6.154407268815136,6.118856284550818
2019-01-01,6.194812862998959,6.17522185352179
2019-01-15,6.246782991763333,6.250121893028848
2019-02-01,6.253849702009266,6.289684155018482
2019-02-15,6.297009093784002,6.309607685620324
2019-03-01,6.288425456447108,6.3144009428503685
2019-03-15,6.323656981542247,6.289332239001173
2019-04-01,6.357432088559859,6.450456860365343
2019-04-15,6.463373999770067,6.446663549166113
2019-05-01,6.545509948009071,6.442855793948987
2019-05-15,6.559342516862992,
2019-06-01,6.558645794350314,
2019-06-15,6.546114490297316,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
