Date,Kisumu,Nakuru
2016-01-01,6.869532808267993,6.867023396662568
2016-01-15,7.0948717242901775,6.869118515768734
2016-02-01,6.971540755244337,6.876230575440013
2016-02-15,6.985564269076629,6.757608981292415
2016-03-01,6.948897785174569,6.878404018641677
2016-03-15,7.052557650725206,6.748433797828377
2016-04-01,7.029015660711088,6.751992875719974
2016-04-15,7.127171735792931,6.9135430041200605
2016-05-01,7.12976581891581,6.962469649556401
2016-05-15,7.1224147628539,6.9554126545934585
2016-06-01,6.948605509106668,6.852798928200067
2016-06-15,7.029962044808549,6.79765558057282
2016-07-01,6.942049186344503,6.843982503292263
2016-07-15,7.02330041822715,6.737072891486363
2016-08-01,7.024368132666589,6.632309433456915
2016-08-15,6.930038420484859,6.631208641538073
2016-09-01,6.935362813960995,6.9351365952064965
2016-09-15,6.97714818876588,6.731809444368906
2016-10-01,7.015977630384741,6.929380933061017
2016-10-15,6.925373799331172,6.925373799331172
2016-11-01,7.0049326700226935,6.822985808792981
2016-11-15,6.9139463944523865,6.818181772468007
2016-12-01,6.907881999214814,6.905146019395939
2016-12-15,6.901072009491244,6.901984002258514
2017-01-01,6.977555348687858,6.794897318135682
2017-01-15,6.951801807191196,6.776429311677961
2017-02-01,6.864325239480843,6.763327620516473
2017-02-15,6.944582851879534,6.762430772248937
2017-03-01,6.946053900229619,6.7638162677359945
2017-03-15,6.933799958360894,6.75038306506277
2017-04-01,6.920344796109218,6.737261527967021
2017-04-15,6.91492613158999,6.8747218840778626
2017-05-01,6.989626425105552,6.873213654907773
2017-05-15,6.919551459186373,6.897971730635504
2017-06-01,6.624794310580699,6.88174041761792
2017-06-15,6.521788702681593,6.7449322539958025
2017-07-01,6.613417721944589,6.7464751031475
2017-07-15,6.51976849303224,6.692089164268168
2017-08-01,6.448348150423448,6.7370553382904745
2017-08-15,6.525969636655208,6.75114158623081
2017-09-01,6.531391598571084,6.666740957945367
2017-09-15,6.533283900695433,6.754143476901811
2017-10-01,6.53518460689575,6.703019331723461
2017-10-15,6.535069795951418,6.78107579261386
2017-11-01,6.533681631450865,6.851787878926591
2017-11-15,6.529735458374706,6.755935558171465
2017-12-01,6.527071100501934,6.753271200298693
2017-12-15,6.5179429944415945,6.838022931052672
2018-01-01,6.628342258436647,6.572187155606918
2018-01-15,6.513527283479417,6.826550927891677
2018-02-01,6.520622171571741,6.7347249782338015
2018-02-15,6.509924588244713,6.732817167039096
2018-03-01,6.50303189297508,6.820686856435466
2018-03-15,6.499456590757622,6.770585908825588
2018-04-01,6.492168534934097,6.664216387777751
2018-04-15,6.5545011970797775,6.718715587242694
2018-05-01,6.607672225917502,6.738438894635541
2018-05-15,6.490754626020756,6.765889482420448
2018-06-01,6.357777820301539,6.609410112539349
2018-06-15,6.364396705887956,6.498463287179254
2018-07-01,6.365316822954006,6.501709447859561
2018-07-15,6.367348986724408,6.469062603563939
2018-08-01,6.21427134449893,6.449563012649042
2018-08-15,6.205865617187821,6.429675613045191
2018-09-01,6.42328999752151,6.482225794633189
2018-09-15,6.4912217731960355,6.482422219244187
2018-10-01,6.360072958526515,6.4225499004819016
2018-10-15,6.360973165655985,6.42881924802643
2018-11-01,6.479338798908584,6.488216472940602
2018-11-15,6.475432421101839,6.4760695667111605
2018-12-01,6.474084062221822,6.5915843324302585
2018-12-15,6.473614665735585,6.593231399627761
2019-01-01,6.4769465579129,6.593135685400743
2019-01-15,6.342045789938428,6.593039962011633
2019-02-01,6.485114874213098,6.600684295241168
2019-02-15,6.47743350993547,6.5957691844564295
2019-03-01,6.47229517285478,6.589250736391131
2019-03-15,6.462133078500731,6.578111184822959
2019-04-01,6.456960017389824,6.573631324193517
2019-04-15,6.668356660830271,6.670873651839425
2019-05-01,6.724805798822783,7.0113006456810005
2019-05-15,6.672684426990359,7.007158660948899
2019-06-01,6.669688502111016,7.005875269132802
2019-06-15,6.555150291213322,6.917706503642626
2019-07-01,6.600419154865418,6.821005687111406
2019-07-15,6.643727192545296,6.906071818556762
2019-08-01,6.698282486866792,6.923733134447132
2019-08-15,6.750014843419091,6.925668942474727
2019-09-01,6.740048158465007,6.949593661004507
2019-09-15,6.740237913980303,6.920171271958031
2019-10-01,6.73904356075301,6.526457830712988
2019-10-15,6.739406991651777,6.9151348718765995
2019-11-01,,6.8368533069722845
2019-11-15,,6.839945460194186
2019-12-01,,6.838892857333431
2019-12-15,,6.841020216665926
2020-01-01,,6.836579175390533
2020-01-15,,6.309969321138061
2020-02-01,6.7419473163533254,6.308260034758923
2020-02-15,6.73514210205663,
