Date,Kisumu,Nairobi
2016-01-01,6.512857864329261,6.453865457880394
2016-01-15,6.512443571830001,6.453298472352992
2016-02-01,6.47761694228095,6.460715131478347
2016-02-15,6.506454783744106,6.447810895446418
2016-03-01,6.496550014102062,6.429808608959609
2016-03-15,6.493097323341981,6.432925990142166
2016-04-01,6.559350383693245,6.21768879223459
2016-04-15,6.508077896011896,6.1302804606328944
2016-05-01,6.510998268439593,6.068851593696824
2016-05-15,6.503620562411661,6.061394558328427
2016-06-01,6.496974806774373,6.053960160964539
2016-06-15,6.492385998860153,6.049685430661399
2016-07-01,6.489935121849543,6.047629444520308
2016-07-15,6.485283742095189,6.045032517901609
2016-08-01,6.485608908005724,6.042985016444914
2016-08-15,6.483181679561344,6.040715615038211
2016-09-01,6.483248428624609,6.041218161086874
2016-09-15,6.480495016088001,6.038109319365788
2016-10-01,6.440475220703911,6.035010112595748
2016-10-15,6.319690382106504,6.03145536521155
2016-11-01,6.3144884747865815,6.025698368980438
2016-11-15,6.461863907626087,6.019674076250235
2016-12-01,6.456287119379148,6.013659264887592
2016-12-15,6.4491520556788045,6.006442774398269
2017-01-01,7.057921482089496,6.019180261511463
2017-01-15,6.957985855046871,5.992904959003284
2017-02-01,6.86247167083152,6.013006962359227
2017-02-15,6.85787959382625,6.284362171515853
2017-03-01,6.945844058659234,6.286332567224342
2017-03-15,6.846520602884505,6.241073741814742
2017-04-01,6.834486422821635,6.2926874606843874
2017-04-15,6.91407831466765,6.347440474258508
2017-05-01,6.9093061732068275,6.3482033961498265
2017-05-15,6.832597727390591,6.512817315374903
2017-06-01,6.8365656182612184,6.607512774506386
2017-06-15,6.840011086199327,6.570821173612569
2017-07-01,6.843478095859694,6.583520571422768
2017-07-15,6.7431674395719465,6.521044817391844
2017-08-01,6.736286600264148,6.490850783161839
2017-08-15,6.749113187969417,6.526603953200421
2017-09-01,6.7532685252701015,6.591569359577223
2017-09-15,6.754905381700573,6.397758850863217
2017-10-01,6.595510587527346,6.342658879927553
2017-10-15,6.650166748137974,6.369631593449638
2017-11-01,6.6524549763061,6.398875541394341
2017-11-15,6.648651638628258,6.368116483939922
2017-12-01,6.528345797933935,6.495651511948429
2017-12-15,6.636578181832545,6.357377924436673
2018-01-01,6.628342258436647,6.317256086855823
2018-01-15,6.628348607641472,6.332725483816878
2018-02-01,6.636180512206013,6.358103242073966
2018-02-15,6.569589269060722,6.47934895804192
2018-03-01,6.50303189297508,6.429551372752986
2018-03-15,6.615640126785813,
2018-04-01,6.610090623639443,
2018-04-15,6.613575724719038,
2018-05-01,6.806785562545887,6.201102145321219
2018-05-15,6.659581548406583,6.279078734858332
2018-06-01,6.5545392066411035,6.2835597947718185
2018-06-15,6.498463287179254,6.15823870093949
2018-07-01,6.618380754663254,6.499832687846701
2018-07-15,6.618504785563357,6.366634955990751
2018-08-01,6.501122507056624,6.474909100240721
2018-08-15,6.493547689639602,6.49853523115064
2018-09-01,6.42328999752151,6.488495407646785
2018-09-15,6.358941162473165,6.489969424879569
2018-10-01,6.3615045979979525,6.493962453213951
2018-10-15,6.491724910671454,6.425466915017677
2018-11-01,6.479338798908584,6.480611873555382
2018-11-15,6.47479486927916,6.477342641357958
2018-12-01,6.473447727488291,6.408357388521492
2018-12-15,6.473614665735585,6.475518823721275
2019-01-01,6.4769465579129,6.414344634863005
2019-01-15,6.343485674996416,6.535353843673951
2019-02-01,6.352293961192174,6.452242129212523
2019-02-15,6.344612596914546,6.41322660876446
2019-03-01,6.338409233160421,6.47229517285478
2019-03-15,6.325922873666182,6.459633077198647
2019-04-01,6.456960017389824,6.480432373574967
2019-04-15,6.565177903191533,6.446346539522169
2019-05-01,6.676181733814932,6.37428180874592
2019-05-15,6.671186299369337,6.4462920911118236
2019-06-01,6.669688502111016,6.427890515225002
2019-06-15,6.66017518008498,6.436527977286944
2019-07-01,6.6766683126349715,6.414684047901625
2019-07-15,,6.691824166369745
2019-08-01,,6.619727341583642
2019-08-15,,6.607407426637899
2019-09-01,6.740048158465007,6.6045325069712995
2019-09-15,6.73838948461852,6.604461555077824
2019-10-01,6.735808059894862,6.601217905922097
2019-10-15,6.720543114095185,6.599281922458123
2019-11-01,,6.607869104928533
2019-11-15,,6.610584272269105
2019-12-01,,6.609132242999927
2019-12-15,,6.606325381795201
2020-01-01,,6.587843881012934
2020-01-15,,6.566662998538702
2020-02-01,6.606618978052101,6.5858497995202985
2020-02-15,6.600062322025979,6.582344297294791
