Date,Meru,Nakuru
2016-01-01,,5.481733555968683
2016-01-15,,5.483828675074848
2016-02-01,,5.489936214320122
2016-02-15,,5.476114125997964
2016-03-01,,5.466277500130518
2016-03-15,,5.466881610066053
2016-04-01,,5.481495452284838
2016-04-15,,5.496476984333416
2016-05-01,,5.5432655543477125
2016-05-15,,5.538008739888918
2016-06-01,,5.529055015992362
2016-06-15,,5.566109449342783
2016-07-01,,5.600755801257136
2016-07-15,,5.59777702618181
2016-08-01,,5.597390194910255
2016-08-15,,5.636358540284409
2016-09-01,,5.634646246003519
2016-09-15,,5.632367624338421
2016-10-01,,5.587754620875948
2016-10-15,,5.545394299069956
2016-11-01,,5.541852143168398
2016-11-15,,5.534443999673209
2016-12-01,,5.530653883332676
2016-12-15,,5.5611317577429045
2017-01-01,,5.661878554781921
2017-01-15,,5.681887239771205
2017-02-01,,5.743950070141367
2017-02-15,,5.7263850566222505
2017-03-01,,5.760239471327563
2017-03-15,,5.8884789667430075
2017-04-01,,5.974431808203719
2017-04-15,,6.016483642540626
2017-05-01,,6.024153679527171
2017-05-15,5.90073795790374,6.0861772101302805
2017-06-01,6.018563318775577,6.070589328954531
2017-06-15,5.945009930296401,6.048216372222951
2017-07-01,5.937330373950593,5.695959788303839
2017-07-15,5.634288120264093,5.643533178408144
2017-08-01,5.533765360894449,5.604576828017877
2017-08-15,5.5816893021735945,5.580056648749709
2017-09-01,5.586206400697214,5.586206400697214
2017-09-15,5.5885506634405795,5.586102681801939
2017-10-01,5.552661873377691,5.564456449870527
2017-10-15,5.553816903873834,5.5087486184721275
2017-11-01,5.551577681007138,5.473799979964453
2017-11-15,5.517815618292949,5.433670941785395
2017-12-01,5.475790186539596,5.339125632083037
2017-12-15,5.4320373570426,5.332551805827794
2018-01-01,5.498531598912676,5.350815571296197
2018-01-15,5.491735200794748,5.426257271415242
2018-02-01,5.423259102304064,5.410063811885231
2018-02-15,5.385897971154036,5.423781289056337
2018-03-01,5.164511466149675,5.4168885937867035
2018-03-15,5.160193797845806,5.393311309781967
2018-04-01,5.155915119885291,5.289446512509814
2018-04-15,5.158209693010464,5.290854167616759
2018-05-01,5.197347650111786,5.245922320260343
2018-05-15,5.201808719671995,5.246063728676035
2018-06-01,5.178765106195391,5.246206386990925
2018-06-15,5.206229886463256,5.250681649034091
2018-07-01,5.210725266543995,5.2551770291148285
2018-07-15,5.209182167299708,5.253633929870541
2018-08-01,5.112331265738146,5.1110644082748955
2018-08-15,5.001892812861884,4.944734399021936
2018-09-01,4.9968405308690675,4.974367675017009
2018-09-15,5.103675063759679,4.770705457689668
2018-10-01,5.105158680488635,4.774698486024049
2018-10-15,5.201825792710114,4.942652777816686
2018-11-01,5.2582349546524645,4.943553796049248
2018-11-15,5.311644059473479,4.969441148143281
2018-12-01,5.308385480337343,4.966182569007144
2018-12-15,5.3505638617977445,4.964441716532711
2019-01-01,5.29159019089933,4.964400760782645
2019-01-15,5.2289194583860645,4.964359803355138
2019-02-01,5.098820513093208,4.977299155326217
2019-02-15,5.040107668803134,5.029581255816146
2019-03-01,5.032484858394782,5.024600454870633
2019-03-15,5.023296203592858,5.0745894979804085
2019-04-01,5.33110499232784,5.333029920737425
2019-04-15,5.399845335366764,5.650562213585073
2019-05-01,5.472042830327415,5.628563741176636
2019-05-15,5.46671362000175,5.609369920403274
2019-06-01,5.468043987544671,5.633051512271211
2019-06-15,5.456538002545213,5.538790733771096
2019-07-01,5.4817455174944145,5.434711325991516
2019-07-15,5.506333205907609,5.687858267239304
2019-08-01,5.6224229125033105,5.72207068925438
2019-08-15,5.726426697376483,5.718744201204467
2019-09-01,5.696791260962384,5.528957886370207
2019-09-15,5.666250672617582,5.500547027052287
2019-10-01,5.664594745414867,5.461518757151466
2019-10-15,5.665645859122193,5.458524012339249
2019-11-01,5.664005046150279,5.4654229684845435
2019-11-15,5.705149165221846,5.4684175691905965
2019-12-01,5.635194816026122,5.468140731362956
2019-12-15,5.621338118634811,5.470192179309306
2020-01-01,,5.465776359300752
2020-01-15,,5.469123096032345
2020-02-01,,5.466027808045331
2020-02-15,,5.461402532228593
