Date,Ruhengeri,Mulindi
2016-01-01,,6.81738641762939
2016-01-15,6.8135210551647605,6.8135210551647605
2016-02-01,6.810748082922316,6.807770681886676
2016-02-15,6.790431092119046,6.7760978809169945
2016-03-01,6.765571627177055,6.75549879438876
2016-03-15,6.779237455066693,6.752097401946285
2016-04-01,6.792719043066423,6.736256897887701
2016-04-15,6.798544539692396,6.754797815745553
2016-05-01,6.821736316210255,6.767494833372926
2016-05-15,6.7911934211890586,6.750147987945943
2016-06-01,6.805207369387469,6.7611142054171625
2016-06-15,6.792370396876302,6.745774752578109
2016-07-01,6.861092994156332,6.7484220841200795
2016-07-15,6.813201935145533,6.702427529643627
2016-08-01,6.802872318444153,6.688547499490726
2016-08-15,6.78904322653777,6.676085989263267
2016-09-01,6.768226647180095,6.656985645303576
2016-09-15,6.762050781454818,6.710253252164891
2016-10-01,6.736856110620549,6.698471867612233
2016-10-15,6.792533393429326,6.684263425495448
2016-11-01,6.8110443112941885,6.665469807143367
2016-11-15,6.810413684426482,6.659403230216061
2016-12-01,6.809377056711561,6.673209519653741
2016-12-15,6.810479038787743,6.681718944500208
2017-01-01,6.811583308225624,6.68441167711708
2017-01-15,6.805929147388593,6.67550015231221
2017-02-01,6.800242835141403,6.661708758240538
2017-02-15,6.848428079655556,6.652412085236046
2017-03-01,6.847954797375551,6.652013908456621
2017-03-15,6.845384689993779,6.649542006323898
2017-04-01,6.841007786991967,6.645975163348919
2017-04-15,6.843339265348304,6.6477178106060135
2017-05-01,6.846374027923991,6.651141358838321
2017-05-15,6.852737401657419,6.658581387216461
2017-06-01,6.853417162565521,6.665767649019375
2017-06-15,6.854164942208932,6.655323236739954
2017-07-01,6.858107532387714,6.6607232367284945
2017-07-15,6.8576869493303585,6.662003795379246
2017-08-01,6.853863218306122,6.657755920277486
2017-08-15,6.848732973604506,6.673914955157913
2017-09-01,6.836158484034943,6.670388654990838
2017-09-15,6.828856108109329,6.647264212055518
2017-10-01,6.820229900963154,6.630568861681154
2017-10-15,6.8233815623447205,6.637074274733229
2017-11-01,6.833153202340072,6.6510176747532395
2017-11-15,6.847343831622957,6.664975966741286
2017-12-01,6.852580761929317,6.669561124827782
2017-12-15,6.851658411926584,6.668684569781263
2018-01-01,6.805668132517342,6.6689260161183475
2018-01-15,6.805091157745374,6.667517666091672
2018-02-01,6.804516756600616,6.6649977390414215
2018-02-15,6.8359432593471405,6.665818678860372
2018-03-01,6.829728545544641,6.661096265241573
2018-03-15,6.817473276852353,6.674697865768655
2018-04-01,6.807652905583659,6.664262563497018
2018-04-15,6.710613852196878,6.659809276561418
2018-05-01,6.703079531454919,6.653201819598088
2018-05-15,6.730464012647935,6.659005048665789
2018-06-01,6.7737533357147415,6.647588603737463
2018-06-15,6.815897885274675,
2018-07-01,6.820153170268654,
2018-07-15,6.814656500500298,
2018-08-01,6.809158933198022,6.600573046815747
2018-08-15,6.806864602037824,6.617306296845496
2018-09-01,6.796921553933091,6.61440822419771
2018-09-15,6.827230029427219,6.623072924813738
2018-10-01,6.813598416771321,6.628318701419613
2018-10-15,6.810071778101436,6.627558448366056
2018-11-01,6.807959666693398,6.629100317627914
2018-11-15,6.812208833519188,6.636799746645856
2018-12-01,6.817439060212475,6.638192654794407
2018-12-15,6.8355631349145005,6.663210625225972
2019-01-01,6.830828488019258,6.655321267645033
2019-01-15,6.809306459696213,6.630667434440515
2019-02-01,6.787285990253007,6.6404734313287825
2019-02-15,6.776335923355868,6.6191186462889
2019-03-01,6.763516390622766,6.608868074557321
2019-03-15,6.8760581790826185,6.595873385409056
2019-04-01,6.870501498290906,6.583410267806092
2019-04-15,6.862767211617765,6.576270675760085
2019-05-01,6.852355510523528,6.570920669456183
2019-05-15,6.851404835019904,6.573683448504491
2019-06-01,6.851349769330533,6.588178004034094
2019-06-15,6.849216775737552,6.565125371416499
2019-07-01,6.782376834188294,6.555929656478118
2019-07-15,,
2019-08-01,6.633588287510623,
2019-08-15,6.593910587099939,6.527823990363879
2019-09-01,6.579529471221743,6.523308578377271
2019-09-15,6.5716571634839,6.511744944632696
2019-10-01,6.563257642718898,6.49898560044542
2019-10-15,6.544967024644683,6.48619570722927
2019-11-01,6.52531244516117,
2019-11-15,6.520605123980702,
2019-12-01,6.5365525369873305,
2019-12-15,6.528800562976612,
2020-01-01,6.520988026077239,
2020-01-15,6.50794577195153,
2020-02-01,6.5031243093684505,
2020-02-15,6.50014577425938,
