Date,Gitega,Kigali
2016-01-01,6.354530871251242,6.070382203918308
2016-01-15,6.297098706623741,6.036357173261998
2016-02-01,6.3717729861586205,6.056300376498575
2016-02-15,6.086751895065932,6.0050341779078815
2016-03-01,5.825755937221311,5.9455523460825646
2016-03-15,5.712855304404238,5.8929182136723295
2016-04-01,5.5071291734824195,5.854389601226159
2016-04-15,5.650490169791607,5.8814509173696505
2016-05-01,5.7854565610131,5.890037364836552
2016-05-15,5.832381726287005,5.853221623253579
2016-06-01,5.772517979054819,5.890362199234257
2016-06-15,5.705149502657235,5.92439075100964
2016-07-01,5.746000317357191,5.902680216907551
2016-07-15,5.836713144096547,5.951651236247045
2016-08-01,6.0537350198440185,5.954290596024135
2016-08-15,6.051910189615066,5.9042431617549855
2016-09-01,6.049541081609407,5.913236441169735
2016-09-15,6.0549888552480935,5.921032241515324
2016-10-01,6.076705778687638,6.008580251512054
2016-10-15,6.228673161023703,5.9850506073695025
2016-11-01,6.412250773870708,5.928936826906347
2016-11-15,6.400346633812314,5.975777264120205
2016-12-01,6.55199213776749,5.963533037142585
2016-12-15,6.54101188514996,6.015791735174351
2017-01-01,6.362843729400607,5.979062459416928
2017-01-15,6.414818536217622,5.926263505101222
2017-02-01,6.379153823002023,6.022949139096596
2017-02-15,6.37080326022368,6.034641208351415
2017-03-01,6.076862041490409,6.035377742432729
2017-03-15,6.068725692147187,6.02979299071882
2017-04-01,6.078764511948255,6.027803291878598
2017-04-15,6.017716506572133,6.068591596446832
2017-05-01,5.948006410750576,6.061243699318592
2017-05-15,5.967503697684642,6.043174239652624
2017-06-01,6.0766923958046215,6.058110932608352
2017-06-15,6.182923988140843,6.053366294244605
2017-07-01,6.281396934183395,5.998734630366377
2017-07-15,6.36285727122482,5.981490674658081
2017-08-01,6.272235517660425,6.034597241576024
2017-08-15,6.346232526710241,6.034166389744794
2017-09-01,6.151694883502552,6.02454403925959
2017-09-15,6.2384095299604425,5.992748444636009
2017-10-01,6.395981604758033,6.008842541881721
2017-10-15,6.466994209353158,6.001054548740154
2017-11-01,6.468658040802564,6.008996363851821
2017-11-15,6.039452630156931,6.023010932408279
2017-12-01,6.1399830036547165,6.040777869158783
2017-12-15,6.196294511578947,6.039446517702006
2018-01-01,6.153468737943311,6.087828339367025
2018-01-15,5.935142005145361,6.063056437291688
2018-02-01,5.93429631469236,6.056438143849156
2018-02-15,5.93868912606712,6.026183318279003
2018-03-01,5.651762288978788,5.5909322845309815
2018-03-15,5.291575473435621,5.56188544772143
2018-04-01,5.35887052975265,5.527471364087863
2018-04-15,5.399047248822575,5.481561363473918
2018-05-01,5.456825051156964,5.533698171898602
2018-05-15,5.354728609372341,5.542255412020562
2018-06-01,5.363454731556295,5.299068563155487
2018-06-15,5.653091785267965,5.4004775693977205
2018-07-01,5.572823964055831,5.410059494532649
2018-07-15,5.481157148506551,5.401591898315803
2018-08-01,5.581087693098619,5.294859172355196
2018-08-15,5.7580391240371,5.297555326502216
2018-09-01,5.838483185746734,5.293802470598628
2018-09-15,5.805810138980008,5.011338800119288
2018-10-01,5.772910311696586,5.016584576725163
2018-10-15,5.764173885217408,5.019270622315193
2018-11-01,5.760900926597363,5.358025545490209
2018-11-15,5.836556287841273,5.378568351802099
2018-12-01,5.7636072881951055,5.4321067001287755
2018-12-15,5.831975429995446,5.447376625642572
2019-01-01,5.926601172597637,5.404819464612802
2019-01-15,5.961872692839739,5.5279841892923836
2019-02-01,5.966915103113885,5.528546908354297
2019-02-15,5.958820590011928,5.39301627935272
2019-03-01,5.471318054751238,5.392037115288017
2019-03-15,5.35788509881904,5.491974740817798
2019-04-01,5.227366633737478,5.4842071371710155
2019-04-15,5.225120956799933,5.545228445913004
2019-05-01,5.22739499198421,5.484686965020713
2019-05-15,5.3552366962848295,5.465558602968684
2019-06-01,5.471423843348001,5.4659518672576795
2019-06-15,5.72834421700459,5.462922414617662
2019-07-01,5.755406409921075,5.577731186615705
2019-07-15,5.772683685483391,
2019-08-01,5.789667519490088,5.7740598272866634
2019-08-15,5.852928771955945,5.704422129605038
2019-09-01,5.911906400480863,5.600975532047153
2019-09-15,5.965679168365824,5.655936394577584
2019-10-01,6.0205141626656085,5.652093666591089
2019-10-15,6.0128757686412815,5.628961640182937
2019-11-01,6.110183974917225,5.675344356218087
2019-11-15,6.151292360364187,5.9109087142332
2019-12-01,6.23384365901701,5.951268432827086
2019-12-15,6.271469782974216,5.940914398557166
2020-01-01,6.259648676664725,5.872141104413873
2020-01-15,6.253181742210327,5.815964772281768
2020-02-01,6.158475679264323,5.583922367286838
2020-02-15,5.956242561171233,5.514490722865772
