Date,Eldoret,Nakuru
2016-01-01,7.169730221064618,6.867023396662568
2016-01-15,7.169781299693236,6.869118515768734
2016-02-01,7.164037640079945,6.876230575440013
2016-02-15,7.213918601103608,6.757608981292415
2016-03-01,7.131450049086862,6.878404018641677
2016-03-15,7.196708247217881,6.748433797828377
2016-04-01,7.225408645736647,6.751992875719974
2016-04-15,7.222308078134845,6.9135430041200605
2016-05-01,7.130526275226221,6.962469649556401
2016-05-15,7.138484680465788,6.9554126545934585
2016-06-01,7.1147047574517055,6.852798928200067
2016-06-15,7.185533179420099,6.79765558057282
2016-07-01,7.217415203121175,6.843982503292263
2016-07-15,7.104158571442934,6.737072891486363
2016-08-01,7.112745547408739,6.632309433456915
2016-08-15,7.063341996728399,6.631208641538073
2016-09-01,7.0632233282827865,6.9351365952064965
2016-09-15,7.019906024598643,6.731809444368906
2016-10-01,6.974265221590151,6.929380933061017
2016-10-15,6.925373799331172,6.925373799331172
2016-11-01,6.965220476545805,6.822985808792981
2016-11-15,7.041325323782217,6.818181772468007
2016-12-01,7.043914814405723,6.905146019395939
2016-12-15,7.181657794867471,6.901984002258514
2017-01-01,7.196991447154151,6.794897318135682
2017-01-15,7.178063486739246,6.776429311677961
2017-02-01,7.07928726505375,6.763327620516473
2017-02-15,7.070244375107997,6.762430772248937
2017-03-01,7.02606432745058,6.7638162677359945
2017-03-15,6.974234509413568,6.75038306506277
2017-04-01,6.986230759292689,6.737261527967021
2017-04-15,6.97335492459719,6.8747218840778626
2017-05-01,6.9945116326716015,6.873213654907773
2017-05-15,7.058458358826259,6.897971730635504
2017-06-01,7.018964189957595,6.88174041761792
2017-06-15,7.039271507476763,6.7449322539958025
2017-07-01,7.010389588194085,6.7464751031475
2017-07-15,6.993516699015331,6.692089164268168
2017-08-01,6.976459410476465,6.7370553382904745
2017-08-15,6.9963301184651465,6.75114158623081
2017-09-01,6.995046000138161,6.666740957945367
2017-09-15,7.004158506677808,6.754143476901811
2017-10-01,7.0053468530027905,6.703019331723461
2017-10-15,7.0057085474795375,6.78107579261386
2017-11-01,6.955571619226429,6.851787878926591
2017-11-15,6.850505613971238,6.755935558171465
2017-12-01,6.968037953216787,6.753271200298693
2017-12-15,6.974104458361617,6.838022931052672
2018-01-01,7.011954858107188,6.572187155606918
2018-01-15,6.982421298598462,6.826550927891677
2018-02-01,7.0730694700285515,6.7347249782338015
2018-02-15,6.895963409774932,6.732817167039096
2018-03-01,6.853034690300984,6.820686856435466
2018-03-15,6.789481133242815,6.770585908825588
2018-04-01,6.828998297479748,6.664216387777751
2018-04-15,6.899877915621663,6.718715587242694
2018-05-01,6.91882058661167,6.738438894635541
2018-05-15,6.948053198475381,6.765889482420448
2018-06-01,6.86516405976562,6.609410112539349
2018-06-15,6.919208477838197,6.498463287179254
2018-07-01,6.8971242201142235,6.501709447859561
2018-07-15,6.904797775974861,6.469062603563939
2018-08-01,6.838662929643745,6.449563012649042
2018-08-15,6.887277541529345,6.429675613045191
2018-09-01,6.876305580516228,6.482225794633189
2018-09-15,6.853637404309272,6.482422219244187
2018-10-01,6.853702869226978,6.4225499004819016
2018-10-15,6.86633979008729,6.42881924802643
2018-11-01,6.817174982092692,6.488216472940602
2018-11-15,6.794639098883614,6.4760695667111605
2018-12-01,6.792769087431823,6.5915843324302585
2018-12-15,6.834473981467844,6.593231399627761
2019-01-01,6.841554553592427,6.593135685400743
2019-01-15,6.870297936691901,6.593039962011633
2019-02-01,6.848669086705626,6.600684295241168
2019-02-15,6.840555289988827,6.5957691844564295
2019-03-01,6.89335353905524,6.589250736391131
2019-03-15,6.901152889403155,6.578111184822959
2019-04-01,6.92618209130074,6.573631324193517
2019-04-15,6.949464752589954,6.670873651839425
2019-05-01,6.974642576299176,7.0113006456810005
2019-05-15,6.991319596919153,7.007158660948899
2019-06-01,6.994389141417234,7.005875269132802
2019-06-15,7.036000918758519,6.917706503642626
2019-07-01,6.974667010432691,6.821005687111406
2019-07-15,6.906071818556762,6.906071818556762
2019-08-01,6.9755659902614235,6.923733134447132
2019-08-15,6.974806897716756,6.925668942474727
2019-09-01,6.971849772522331,6.949593661004507
2019-09-15,6.971657374598371,6.920171271958031
2019-10-01,6.967801226486054,6.526457830712988
2019-10-15,6.938396168542174,6.9151348718765995
2019-11-01,6.9742250696704335,6.8368533069722845
2019-11-15,6.978269070785958,6.839945460194186
2019-12-01,6.976537789283746,6.838892857333431
2019-12-15,6.978747061850136,6.841020216665926
2020-01-01,6.97722382479848,6.836579175390533
2020-01-15,6.9756982639555725,6.309969321138061
2020-02-01,6.974027477633943,6.308260034758923
2020-02-15,6.970485302343937,
