Date,Mombasa,Makueni
2016-01-01,7.011797880861271,
2016-01-15,6.869118515768734,
2016-02-01,6.770870059782187,
2016-02-15,6.76709830731353,
2016-03-01,6.691068675872469,
2016-03-15,6.79857441915222,6.744210224043156
2016-04-01,6.685070563227127,6.624184869148137
2016-04-15,6.702401008790614,6.641520506286292
2016-05-01,6.867249393766345,6.761998774256769
2016-05-15,6.861002970122384,6.754266370581524
2016-06-01,6.932918021314576,6.747107341524484
2016-06-15,6.903042246516339,6.743936973564398
2016-07-01,6.894927304907512,6.846468211755837
2016-07-15,6.9188405850703685,6.842101126031313
2016-08-01,6.737239616830106,6.842212675034215
2016-08-15,6.734416965742569,6.839999063497468
2016-09-01,6.73436534164682,6.840278801747819
2016-09-15,6.614026408712523,6.837169960026733
2016-10-01,6.756512518910817,6.834070753256692
2016-10-15,6.778436856827605,7.012008031304075
2016-11-01,6.7714821762861295,7.005973144572913
2016-11-15,6.756838142226955,7.000503329261961
2016-12-01,6.813057433114338,6.950451100534571
2016-12-15,6.807402818294747,6.900387468677291
2017-01-01,6.794897318135682,6.892453608301927
2017-01-15,6.7756642982529165,6.868885098307008
2017-02-01,6.60464256152942,6.863398884620713
2017-02-15,6.599941747504524,6.763447032499003
2017-03-01,6.598865617933149,6.76180013802081
2017-03-15,6.589083303411035,6.75391752973697
2017-04-01,6.679490336957013,6.740051637576656
2017-04-15,6.733282311182533,6.8170703415862315
2017-05-01,6.864149814808358,6.733627753374544
2017-05-15,6.85876829595066,6.736595585847204
2017-06-01,6.874203250480176,6.9096167871461756
2017-06-15,6.580765507482219,6.837694661721328
2017-07-01,6.52377822254869,6.7472407022661764
2017-07-15,6.519129719455744,6.7431674395719465
2017-08-01,6.383011590139608,6.737567502194116
2017-08-15,6.46176946774553,6.745553560513844
2017-09-01,6.4653329352608715,6.698553266927505
2017-09-15,6.487909947857514,6.649234530454639
2017-10-01,6.470984437986072,6.738850351250389
2017-10-15,6.469429439723351,6.755414007099377
2017-11-01,6.628412604751884,6.756570373233819
2017-11-15,6.541779977990761,6.753389083660699
2017-12-01,6.5280272758735896,6.749449052697467
2017-12-15,6.5189016141027984,6.742619896426794
2018-01-01,6.57158528980482,6.5428810290214185
2018-01-15,6.482636796460079,6.375822792174269
2018-02-01,6.445359687071194,6.383512957599335
2018-02-15,6.375855320215022,6.375855320215022
2018-03-01,6.369679727880385,6.369679727880385
2018-03-15,6.289360754835888,6.607814485954423
2018-04-01,6.204069187283272,6.636436823670675
2018-04-15,6.209213152554973,6.611919638224058
2018-05-01,6.283820184229285,6.628978686106459
2018-05-15,6.426382342104081,6.568684994934784
2018-06-01,6.171155181608194,6.1162255195772595
2018-06-15,6.123429296273629,6.025208435862414
2018-07-01,6.069001603357522,6.210688474142265
2018-07-15,6.1272894301002605,6.169924661744696
2018-08-01,6.292523541398679,6.212608833725317
2018-08-15,6.246687611708076,6.207530896506882
2018-09-01,6.280856042868541,6.280856042868541
2018-09-15,6.28329354413385,6.20312242554521
2018-10-01,6.119952297273673,6.283612474715751
2018-10-15,6.154875481614765,6.358103723228033
2018-11-01,6.248201599913629,6.35612704163298
2018-11-15,6.29959078025407,6.340585471507749
2018-12-01,6.473447727488291,6.32479854270489
2018-12-15,6.4748845071760615,6.342078014909487
2019-01-01,6.507450012206315,6.44337812268831
2019-01-15,6.4102698741493835,6.535353843673951
2019-02-01,6.485114874213098,6.485736571466569
2019-02-15,6.538350743312149,6.5957691844564295
2019-03-01,6.47229517285478,6.644014821801107
2019-03-15,6.465871400611338,6.608225696998227
2019-04-01,6.516996230833884,6.639262124379034
2019-04-15,6.6723808111299965,6.669364217590571
2019-05-01,6.855009401354631,6.6746858472233495
2019-05-15,6.811751864606289,6.763265605620779
2019-06-01,6.809320131517678,6.669688502111016
2019-06-15,6.754294501872879,6.841993085395108
2019-07-01,6.638341605909239,6.834854370271537
2019-07-15,6.645512679564718,6.827664327259632
2019-08-01,6.440535677798616,6.8284733274976945
2019-08-15,6.788965243418817,6.829281673783383
2019-09-01,6.783493904975461,6.732620083456497
2019-09-15,6.78426805329538,6.857713115249154
2019-10-01,6.782391204850188,6.876463706498625
2019-10-15,6.733739991200571,6.894869174417017
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,6.378314733877888,
2020-02-01,6.343637873840573,
2020-02-15,6.277338121783991,
