Date,Owino,Lira
2016-01-01,6.425219904546283,6.436148975078473
2016-01-15,6.55895576741423,6.457163050239392
2016-02-01,6.502364627366297,6.477744607422322
2016-02-15,6.494874353063846,6.473162368611613
2016-03-01,6.618277430407989,6.523607660487864
2016-03-15,6.605846195190644,6.533219508232758
2016-04-01,6.4525903644475,
2016-04-15,6.552406136343881,
2016-05-01,6.583306706487137,
2016-05-15,6.615933575438553,6.570768831484161
2016-06-01,6.254477586647204,6.447526166306873
2016-06-15,6.477066337580395,6.497048837167734
2016-07-01,6.436759632406356,6.44208891795444
2016-07-15,6.394081671682812,6.39527238426644
2016-08-01,6.457941355652555,6.434640790059747
2016-08-15,6.541643195727906,6.518242265563295
2016-09-01,6.556107830249778,6.428850818889928
2016-09-15,6.589533478879123,6.510267532685133
2016-10-01,6.5743119407576085,6.391014297990599
2016-10-15,6.398114045424532,6.298152694444477
2016-11-01,6.273557312836522,6.223871551232857
2016-11-15,6.300161239991715,6.196020980739118
2016-12-01,6.461141600786897,6.238534386305067
2016-12-15,6.506716735358224,6.340190510855426
2017-01-01,6.503766816133705,6.381477238375431
2017-01-15,6.540788747110095,6.42374508302159
2017-02-01,6.538853054717605,6.463609134745814
2017-02-15,6.638017812616077,6.4792184918078
2017-03-01,6.6359067418606585,6.464056484933999
2017-03-15,6.751808050114444,6.5211481450910345
2017-04-01,6.750390632850896,6.519273661151749
2017-04-15,6.798991123381322,6.568966093550701
2017-05-01,6.795426603304579,6.645468105605275
2017-05-15,6.477932645340147,6.4782764651819384
2017-06-01,6.275183266455148,6.249941284569154
2017-06-15,6.277598763045304,6.228681848131042
2017-07-01,6.37044067943786,6.2659803117222515
2017-07-15,6.451455080544969,6.292194163201874
2017-08-01,6.447769105613445,6.271137464597169
2017-08-15,6.4454039239282785,6.31769990597418
2017-09-01,6.479296931875494,6.357140898896652
2017-09-15,6.513422950125465,6.394318037211166
2017-10-01,6.491903206511004,6.328273782729202
2017-10-15,6.246809878751679,6.210841089075997
2017-11-01,6.200410091507986,6.199958318290453
2017-11-15,6.097921742852849,6.123052407578428
2017-12-01,6.222810650635631,6.147113632420211
2017-12-15,6.341429322524985,6.203423649505542
2018-01-01,6.286661969353938,6.286661969353938
2018-01-15,6.293222309231491,6.293222309231491
2018-02-01,5.9749443426336715,5.9749443426336715
2018-02-15,6.08959064733516,5.972560340355643
2018-03-01,6.09620787791807,6.083188164709767
2018-03-15,6.077799615488465,6.0788112493633095
2018-04-01,6.2691793717656585,6.040385496744466
2018-04-15,6.065927672431015,5.9491645246753775
2018-05-01,6.00311230054583,5.939870241677762
2018-05-15,5.93608511352962,5.87386409053241
2018-06-01,5.737290303909339,5.714366664007403
2018-06-15,5.7954405532111,5.697583406584886
2018-07-01,5.85039437311795,5.758102304256531
2018-07-15,5.864851360215098,5.649097005083259
2018-08-01,5.869226387091382,5.800758587813922
2018-08-15,5.852730596523678,5.784712081816943
2018-09-01,6.023432237141434,5.841110680347479
2018-09-15,6.014703821464067,5.834065058504328
2018-10-01,6.020651435457276,5.839586949853373
2018-10-15,5.84284145138766,5.703204814444655
2018-11-01,5.847339446508051,5.6229466757934095
2018-11-15,5.713477319591533,5.634743279049029
2018-12-01,5.85911523110557,5.71724971807289
2018-12-15,5.8667251963633555,5.721926078892491
2019-01-01,6.040662183171701,5.922879147515317
2019-01-15,6.047597628917374,5.9865902808093505
2019-02-01,6.054468022470003,5.902844511033482
2019-02-15,6.251620427969974,6.155978518190804
2019-03-01,6.170044155741471,6.039841405289059
2019-03-15,6.235529533008196,6.14072173954953
2019-04-01,6.274307334435037,6.228322221193214
2019-04-15,6.389061966805516,6.308781135544713
2019-05-01,6.456945258824288,6.341989667879001
2019-05-15,6.452777907140362,6.304411448111898
2019-06-01,6.344497805944682,6.262089117465058
2019-06-15,6.3903324887379735,6.2361818089107155
2019-07-01,,6.303076376165733
2019-07-15,,6.3657752624009465
2019-08-01,,6.281407734633152
2019-08-15,,6.032433588346935
2019-09-01,,6.322884097347818
2019-09-15,,6.320415923684844
2019-10-01,,6.134103882928899
2019-10-15,,6.262470026735534
2019-11-01,,6.266450263297433
2019-11-15,,6.267630637908428
2019-12-01,,6.221756494410192
2019-12-15,,6.026761147754391
2020-01-01,,6.020383092631721
2020-01-15,,6.022370671925227
2020-02-01,,6.34820162436381
2020-02-15,,6.350812651108987
