Date,Makueni,Nairobi
2016-01-01,,6.976395953810355
2016-01-15,,6.9644286955730585
2016-02-01,,6.969037625026219
2016-02-15,,6.872958698013008
2016-03-01,,6.891196321007663
2016-03-15,6.744210224043156,6.850134914610164
2016-04-01,6.624184869148137,6.849735160492912
2016-04-15,6.641520506286292,6.8645397490665605
2016-05-01,6.761998774256769,6.915992455889184
2016-05-15,6.754266370581524,6.955187404001223
2016-06-01,6.747107341524484,6.948831064537871
2016-06-15,6.743936973564398,6.944306600230055
2016-07-01,6.846468211755837,6.942049186344503
2016-07-15,6.842101126031313,6.946164689344923
2016-08-01,6.842212675034215,6.9462269934952445
2016-08-15,6.839999063497468,6.943163750346061
2016-09-01,6.840278801747819,6.9450421241959
2016-09-15,6.837169960026733,6.941933282474813
2016-10-01,6.834070753256692,6.9386100362728955
2016-10-15,7.012008031304075,6.934382869273539
2016-11-01,7.005973144572913,6.927921658868566
2016-11-15,7.000503329261961,6.92254178779225
2016-12-01,6.950451100534571,6.916948244452567
2016-12-15,6.900387468677291,6.909702542280784
2017-01-01,6.892453608301927,6.912848604823
2017-01-15,6.868885098307008,6.879978348189089
2017-02-01,6.863398884620713,6.813519155821566
2017-02-15,6.763447032499003,6.742404429030368
2017-03-01,6.76180013802081,6.7434696858768275
2017-03-15,6.75391752973697,6.7309748971348045
2017-04-01,6.740051637576656,6.937123713238327
2017-04-15,6.8170703415862315,6.723580933077895
2017-05-01,6.733627753374544,6.862594086080313
2017-05-15,6.736595585847204,6.918917142641159
2017-06-01,6.9096167871461756,6.734997450714313
2017-06-15,6.837694661721328,6.764585191897196
2017-07-01,6.7472407022661764,6.839996602265405
2017-07-15,6.7431674395719465,6.847582666910338
2017-08-01,6.737567502194116,6.7840875178290085
2017-08-15,6.745553560513844,6.826732031130862
2017-09-01,6.698553266927505,6.8919829141380236
2017-09-15,6.649234530454639,6.754143476901811
2017-10-01,6.738850351250389,6.737814618376857
2017-10-15,6.755414007099377,6.736894959332139
2017-11-01,6.756570373233819,6.736492478697291
2017-11-15,6.753389083660699,6.7518580805548085
2017-12-01,6.749449052697467,6.731676530817233
2017-12-15,6.742619896426794,6.73286872857899
2018-01-01,6.5428810290214185,6.713360752204424
2018-01-15,6.375822792174269,6.716442261281928
2018-02-01,6.383512957599335,6.820726764022079
2018-02-15,6.375855320215022,6.8266658924364245
2018-03-01,6.369679727880385,6.795454701147532
2018-03-15,6.607814485954423,
2018-04-01,6.636436823670675,
2018-04-15,6.611919638224058,
2018-05-01,6.628978686106459,6.65984862004232
2018-05-15,6.568684994934784,6.659054816764169
2018-06-01,6.1162255195772595,6.360634965102319
2018-06-15,6.025208435862414,6.365110227145485
2018-07-01,6.210688474142265,6.499832687846701
2018-07-15,6.169924661744696,6.438290944897186
2018-08-01,6.212608833725317,6.436750223139949
2018-08-15,6.207530896506882,6.429675613045191
2018-09-01,6.280856042868541,6.4219548838385405
2018-09-15,6.20312242554521,6.477993233832854
2018-10-01,6.283612474715751,6.493962453213951
2018-10-15,6.358103723228033,6.430157040868091
2018-11-01,6.35612704163298,6.423004324293556
2018-11-15,6.340585471507749,6.389637060938853
2018-12-01,6.32479854270489,6.448309439533206
2018-12-15,6.342078014909487,6.476152738164056
2019-01-01,6.44337812268831,6.4769465579129
2019-01-15,6.535353843673951,6.41964703596198
2019-02-01,6.485736571466569,6.4209079730420875
2019-02-15,6.5957691844564295,6.508657350387003
2019-03-01,6.644014821801107,6.592006318184378
2019-03-15,6.608225696998227,6.553918725067488
2019-04-01,6.639262124379034,6.456960017389824
2019-04-15,6.669364217590571,6.460717296052026
2019-05-01,6.6746858472233495,6.6746858472233495
2019-05-15,6.763265605620779,6.863783054289599
2019-06-01,6.669688502111016,6.8543383486645615
2019-06-15,6.841993085395108,6.921842013395526
2019-07-01,6.834854370271537,6.923450998784079
2019-07-15,6.827664327259632,6.918950045320755
2019-08-01,6.8284733274976945,6.9755659902614235
2019-08-15,6.829281673783383,6.974806897716756
2019-09-01,6.732620083456497,6.921444217738019
2019-09-15,6.857713115249154,6.917661375862936
2019-10-01,6.876463706498625,6.779293171834601
2019-10-15,6.894869174417017,6.779838253727508
2019-11-01,,6.845138358506392
2019-11-15,,6.8481759593307014
2019-12-01,,6.847103084076553
2019-12-15,,6.850003535551118
2020-01-01,,6.846391191969041
2020-01-15,,6.842472292560199
2020-02-01,,6.844251100331429
2020-02-15,,6.841224378842866
