Date,Nakuru,Eldoret
2016-01-01,5.817918889704553,5.791017958218954
2016-01-15,5.952827783894579,5.8041062257760805
2016-02-01,5.8149140715156005,5.834943353391172
2016-02-15,5.81330760318416,5.850807575439375
2016-03-01,5.804490381229515,5.873096704586412
2016-03-15,5.808257938442922,5.962614146993543
2016-04-01,5.809124384947471,5.979918436570358
2016-04-15,5.8149307154519505,6.022037267856343
2016-05-01,5.664759169400631,5.872809972160406
2016-05-15,5.655378637757975,5.83770019455193
2016-06-01,5.648495052856374,5.77287877254411
2016-06-15,5.740032636437907,5.740032636437907
2016-07-01,5.736872287953763,5.76654805609988
2016-07-15,5.792136561535243,5.76249940864602
2016-08-01,5.791749730263689,5.748074666761027
2016-08-15,5.790034499001399,5.761130752819049
2016-09-01,5.79116715685274,5.732670950171132
2016-09-15,5.733320098592375,5.7592378765961625
2016-10-01,5.631754950138386,5.784959108361613
2016-10-15,5.624883450128195,5.8066511437122
2016-11-01,5.713323683938286,5.801029264357392
2016-11-15,5.743774172496715,5.796530524936025
2016-12-01,5.714778867125782,5.844172582227764
2016-12-15,5.706784510899772,5.86522888560173
2017-01-01,5.695780106457602,5.774423233776715
2017-01-15,5.681887239771205,5.757408639722073
2017-02-01,5.718796031024982,5.8534185312318385
2017-02-15,6.018177580755495,5.845122746289084
2017-03-01,6.070669087176049,5.858293137077639
2017-03-15,6.05672993964002,5.887280644250899
2017-04-01,5.991710855812071,5.928171121944518
2017-04-15,6.135999480571325,5.91008200237439
2017-05-01,6.1332110570663225,5.933769618058902
2017-05-15,6.139219946114761,5.9740928864708565
2017-06-01,6.0484778753471,5.989883711081047
2017-06-15,6.051276038046907,6.009690004268804
2017-07-01,5.948733006048405,6.073295728690168
2017-07-15,6.050020259012001,6.029379691364929
2017-08-01,5.938092164952554,6.023203484368838
2017-08-15,5.952296109229553,6.06556446453141
2017-09-01,5.954056454859652,6.059360599142846
2017-09-15,5.838868489147492,6.060996296341867
2017-10-01,5.9547313924847165,6.079294115126479
2017-10-15,5.95588642298086,6.042708817639776
2017-11-01,5.957042789115302,6.022856007684874
2017-11-15,6.063805154516606,5.981218563507332
2017-12-01,5.836471692020788,5.974129419654204
2017-12-15,6.048450743371156,5.997049812150177
2018-01-01,5.936332087663777,5.9807838502346105
2018-01-15,5.9363307326786785,5.959756232188734
2018-02-01,5.879830221345724,6.06155848236434
2018-02-15,5.929388861474562,6.080973792620386
2018-03-01,5.926970446599849,5.993877811595779
2018-03-15,5.894831007497779,5.946696547966754
2018-04-01,5.8002721362758045,5.982593693069759
2018-04-15,5.80167979138275,5.963080083016065
2018-05-01,5.7981215105407165,5.978165869373074
2018-05-15,5.800098106773262,6.0242361882539806
2018-06-01,5.915149965809983,5.958729846514008
2018-06-15,5.921849922875261,5.996751231048378
2018-07-01,5.9263453029559985,5.958059278445527
2018-07-15,5.923690474859021,5.927021960450024
2018-08-01,5.863944341745999,5.947411942186758
2018-08-15,5.800400509079656,5.908133208882538
2018-09-01,5.787819960666048,5.8906584068911645
2018-09-15,5.65718560737662,5.869317746357778
2018-10-01,5.661178635711002,5.896353268839313
2018-10-15,5.66782598509604,5.885798596994018
2018-11-01,5.796331122201078,5.890149877418732
2018-11-15,5.648116296094692,5.734641646343284
2018-12-01,5.647768927166013,5.755162258973262
2018-12-15,5.6489308343495415,5.85511987255014
2019-01-01,5.648914721993819,5.836734811944047
2019-01-15,5.648898609378483,5.854013175700994
2019-02-01,5.654876311508777,5.910303368174112
2019-02-15,5.6514654163546005,5.925561294842738
2019-03-01,5.645262052600476,5.8983086283895005
2019-03-15,5.632775693106237,5.949016025755864
2019-04-01,5.630281444205356,5.946134393623834
2019-04-15,5.753828487639785,5.975209480270325
2019-05-01,6.076667374731454,5.98253617298053
2019-05-15,6.072849423572065,6.016759956921022
2019-06-01,6.1586963643158334,5.979533842487524
2019-06-15,6.101213747012686,6.0074873905482375
2019-07-01,6.04022427061924,6.127858506551461
2019-07-15,6.065038661508886,6.0466557909083525
2019-08-01,6.192074318500116,6.127535797362545
2019-08-15,6.190513622706112,6.125921638498144
2019-09-01,5.882366632522318,6.124307323654025
2019-09-15,5.814204585907329,6.122648649807538
2019-10-01,5.810214935358393,6.120992722604823
2019-10-15,5.809553913892397,6.1197088421962365
2019-11-01,5.669366989291664,6.12692720928323
2019-11-15,5.67381500905141,6.130131227149029
2019-12-01,5.672935144008969,6.128281615454731
2019-12-15,5.6727702922670815,6.1321637424008015
2020-01-01,5.669971287485432,6.130046676134569
2020-01-15,5.723291611159681,6.127925118388319
2020-02-01,5.720196323172665,6.1264923411749175
2020-02-15,5.428612709405602,6.123425169284609
