Date,Kampala,Nakuru
2016-01-01,6.797703299801299,
2016-01-15,6.767859774885163,
2016-02-01,6.777904312992352,6.398194774497013
2016-02-15,6.768072718295499,6.384698472136362
2016-03-01,6.79728365343428,6.438302868526916
2016-03-15,6.801450297836939,6.432925990142166
2016-04-01,6.7803388590375375,6.3716014051639265
2016-04-15,6.804630896958932,6.386648304973945
2016-05-01,6.850090250237013,6.451718963030507
2016-05-15,6.854761481672814,6.4487076584972955
2016-06-01,6.730229919679549,6.436726620121427
2016-06-15,6.691881727850796,6.4436668044931
2016-07-01,6.71369716557516,6.446450009909804
2016-07-15,6.68255771003577,6.485283742095189
2016-08-01,6.6585445086473545,6.554696674159666
2016-08-15,6.673387277778334,6.547987259052753
2016-09-01,6.669579553199765,6.483603857809086
2016-09-15,6.715641890832525,6.536468174366648
2016-10-01,6.711029309676086,6.533368967596608
2016-10-15,6.751729402537795,6.528469230097079
2016-11-01,6.732031854731596,6.509328249937939
2016-11-15,6.5989813912322735,6.517076679684085
2016-12-01,6.6429563529729885,6.506506876358174
2016-12-15,6.6996863311358,6.506947462931485
2017-01-01,6.678983140193819,6.494855823139383
2017-01-15,6.6590830115524895,6.475317329493039
2017-02-01,6.661833739512934,6.412670748903304
2017-02-15,6.695677712426985,6.422393469463228
2017-03-01,6.775205768889622,6.433268040607714
2017-03-15,6.822795777635917,6.422974334594903
2017-04-01,6.81420691896807,6.450679519091376
2017-04-15,6.830170769542119,6.432644039765539
2017-05-01,6.833619739863409,6.8491590429770435
2017-05-15,6.815215125447011,6.482521733841636
2017-06-01,6.792577888072415,6.414559655454889
2017-06-15,6.7891845540846925,6.4437583877859055
2017-07-01,6.802313314191814,6.444824767251019
2017-07-15,6.816522870817105,6.441427189427153
2017-08-01,6.8412752096780824,6.43631017186397
2017-08-15,6.823338291654072,6.450885006547106
2017-09-01,6.828931407134244,6.453087884300771
2017-09-15,6.839175547029991,6.454191311858216
2017-10-01,6.8238649008539705,6.451858171892545
2017-10-15,6.757549329050427,6.453013202388689
2017-11-01,6.746775490723683,6.416217016430829
2017-11-15,6.776112319585729,6.532283230453505
2017-12-01,6.7724008178518655,6.520031071425579
2017-12-15,6.79121031440766,6.503776627459613
2018-01-01,6.779138454451733,6.434348753137186
2018-01-15,6.7579266180726325,6.380900786401212
2018-02-01,6.757639184479301,6.536741553451624
2018-02-15,6.754222657587084,6.529801019002309
2018-03-01,6.747703532595385,6.5278163090448675
2018-03-15,6.744018639932947,6.521109153343616
2018-04-01,6.829033623992183,7.183436604386768
2018-04-15,6.839666860321264,7.1907652847224615
2018-05-01,6.832085953122172,7.183174406572542
2018-05-15,6.868029940388789,7.187014165146625
2018-06-01,6.836374624684397,7.120013242144894
2018-06-15,6.749535613786933,7.123612710625074
2018-07-01,6.7365115042288854,
2018-07-15,6.688202400826429,7.130773010700321
2018-08-01,6.6882933447007735,7.126805802875904
2018-08-15,6.673537436235919,7.1228227936051365
2018-09-01,6.702152937991156,7.116770678167922
2018-09-15,6.708640164237795,7.161237632979397
2018-10-01,6.768362238389773,
2018-10-15,6.784374800449423,7.244645979701413
2018-11-01,6.788292340766275,7.243769219687977
2018-11-15,6.760294935069912,7.035867321711047
2018-12-01,6.7632182732555775,7.072326129377245
2018-12-15,6.795680491078833,
2019-01-01,6.788850769199765,
2019-01-15,6.790991638143216,
2019-02-01,6.611187775945774,7.206165137455979
2019-02-15,6.603141149840569,7.171202387748887
2019-03-01,6.624840730862728,7.166682279178047
2019-03-15,6.641552832590525,7.153405844266326
2019-04-01,6.678166016494928,7.148856416048117
2019-04-15,6.751718982421796,7.141065800267546
2019-05-01,6.748201880990163,7.144564718188092
2019-05-15,6.748460022259219,7.1406900535734215
2019-06-01,6.736943200844543,7.13931743579251
2019-06-15,6.722714740107661,7.131948006281767
2019-07-01,6.6917576709008335,
2019-07-15,,7.117044192988508
2019-08-01,6.626811125527418,7.1096462805303196
2019-08-15,6.607035247510162,7.116222574090482
2019-09-01,6.608860169954498,7.111005451218045
2019-09-15,6.609045953359949,7.105188767222894
2019-10-01,6.635017531270527,
2019-10-15,6.630626519223781,
2019-11-01,6.686167394112799,
2019-11-15,6.684163052656274,
2019-12-01,6.71414069027346,
2019-12-15,6.718898737112983,
2020-01-01,6.713530273191666,
2020-01-15,6.714505194170786,
2020-02-01,6.766719854716554,
2020-02-15,6.68541164334852,
