Date,Lira,Kampala
2016-01-01,5.7855614089373235,5.969865126935269
2016-01-15,5.742540875549595,5.8855170059367845
2016-02-01,5.697586049872747,5.958950814007154
2016-02-15,5.693003811062038,5.955617794596877
2016-03-01,5.830460479927918,5.9640798968472035
2016-03-15,5.832325814498507,5.916258313000828
2016-04-01,,5.984397783085841
2016-04-15,,6.0087147913069865
2016-05-01,,5.992603814703873
2016-05-15,5.839752551549044,5.928847986257203
2016-06-01,5.873044467095621,6.000340059619703
2016-06-15,5.9186424995408276,5.998142305638953
2016-07-01,6.052443348791168,5.986408941062014
2016-07-15,6.120334358693267,6.059513895246804
2016-08-01,6.099991985033262,6.206733056318419
2016-08-15,6.050464569345713,6.178142286718774
2016-09-01,5.861624644147091,5.931330274039128
2016-09-15,5.895743004633436,5.971917235529052
2016-10-01,6.027620403803121,6.038237994467524
2016-10-15,6.043536116767811,6.135130873309249
2016-11-01,6.0394367028911615,6.18503626172917
2016-11-15,6.245436340302469,6.245436340302469
2016-12-01,6.286515678381184,6.303407971945689
2016-12-15,6.350628180886328,6.426360802458954
2017-01-01,6.379927451160935,6.424294917311788
2017-01-15,6.423005711453711,6.46784330130732
2017-02-01,6.337526191252908,6.438182518753147
2017-02-15,6.284467475365949,6.456406483124705
2017-03-01,6.326504178166685,6.433756537325549
2017-03-15,6.403282379341532,6.444134157483775
2017-04-01,6.441571359574252,6.411815898740327
2017-04-15,6.511475288150438,6.6167693122360465
2017-05-01,6.543291845062377,6.609154152421307
2017-05-15,6.551180550355619,6.651157472929973
2017-06-01,6.488903597652056,6.598349920832463
2017-06-15,6.4923421122342475,6.528490626350559
2017-07-01,6.064976322601498,6.122483898456167
2017-07-15,6.0042340426459795,6.177429919199405
2017-08-01,5.999496259519676,6.219172051891497
2017-08-15,5.865483781999095,6.221904564035328
2017-09-01,6.08201182847926,6.21706955057843
2017-09-15,6.0794849756934335,6.260786644586643
2017-10-01,6.018118854425363,6.25757878317172
2017-10-15,6.006939533632155,6.0959569293486515
2017-11-01,5.50906796558977,6.490122621510148
2017-11-15,5.689458131748428,6.202083936018567
2017-12-01,5.909176205953044,6.199259239942363
2017-12-15,6.039056534663201,6.20072944042185
2018-01-01,5.935872857592468,6.085991273891787
2018-01-15,5.97497381156673,6.093007630923488
2018-02-01,6.03517053161397,6.091974649613189
2018-02-15,6.0610754770271384,6.110455785799122
2018-03-01,6.083188164709767,6.083188164709767
2018-03-15,6.0788112493633095,6.079821860869233
2018-04-01,5.966358238098193,6.123893015909692
2018-04-15,6.009249335412577,6.119565155834772
2018-05-01,6.000359003158413,6.085738614760137
2018-05-15,5.970295975445936,6.056185647326365
2018-06-01,5.636013349760888,5.909885772883303
2018-06-15,5.730847500225399,5.899323049235942
2018-07-01,5.647201608223089,5.840267704300021
2018-07-15,5.455050537665471,5.649097005083259
2018-08-01,5.359217423231947,5.467431007872181
2018-08-15,5.342731760733681,5.628345580121404
2018-09-01,5.330285056581489,5.526399935507779
2018-09-15,5.521269940409946,5.689119464595366
2018-10-01,5.529888746837217,5.69957371962666
2018-10-15,5.530633836766078,5.700318809555521
2018-11-01,5.538205447338319,5.778881477414169
2018-11-15,5.604937151016327,5.824251725093439
2018-12-01,5.550195633409724,5.860350561713563
2018-12-15,5.55590159534988,5.798257397085895
2019-01-01,5.638278741600945,5.789347754890795
2019-01-15,5.64008961917941,5.865071969663276
2019-02-01,5.647990256047452,5.870525719778315
2019-02-15,5.72463396209482,5.948900478153654
2019-03-01,5.713946972747484,5.856292101256782
2019-03-15,5.669612526996045,5.783783672336026
2019-04-01,5.70054703911345,5.841175693608735
2019-04-15,5.770226819210122,5.9040897218658595
2019-05-01,5.895328803332569,6.012072877856533
2019-05-15,5.925757597454391,6.016729375660117
2019-06-01,5.869106555166567,6.017236747212243
2019-06-15,5.8529673097373704,6.031614643169441
2019-07-01,5.854203198901352,6.138397671441231
2019-07-15,5.855437562528509,6.033906762562189
2019-08-01,5.446748273117672,5.917209673028302
2019-08-15,5.3392864077869895,5.706072661330042
2019-09-01,5.395164669650041,5.706978502181697
2019-09-15,5.446463486848908,5.780334941770064
2019-10-01,5.623278259162909,5.706477203017882
2019-10-15,5.530903736271644,5.699239051090859
2019-11-01,5.615463893561765,6.04807999073588
2019-11-15,5.616512989592131,5.905718291584433
2019-12-01,5.614512657485514,5.9037179594778175
2019-12-15,5.437964891650919,5.842217143333874
2020-01-01,5.613902240403721,5.9312467090679695
2020-01-15,5.696169394591656,5.840858504086831
2020-02-01,5.431910892489655,5.614840536866957
2020-02-15,5.481438839022584,5.617571013347163
