Date,Ruhengeri,Kabale
2016-01-01,,6.701852140811479
2016-01-15,6.8135210551647605,6.701370265931681
2016-02-01,6.810748082922316,6.700888158736531
2016-02-15,6.790431092119046,6.696305919925822
2016-03-01,6.765571627177055,6.747314433444672
2016-03-15,6.779237455066693,6.743174060860236
2016-04-01,6.792719043066423,
2016-04-15,6.798544539692396,6.734841530009721
2016-05-01,6.821736316210255,6.769371524285239
2016-05-15,6.7911934211890586,6.822492356596554
2016-06-01,6.805207369387469,6.792521356799219
2016-06-15,6.792370396876302,6.761624268926409
2016-07-01,6.861092994156332,6.747550490779322
2016-07-15,6.813201935145533,6.747654111243598
2016-08-01,6.802872318444153,6.676617289707049
2016-08-15,6.78904322653777,6.67576964936374
2016-09-01,6.768226647180095,6.669877482592703
2016-09-15,6.762050781454818,6.698488811606276
2016-10-01,6.736856110620549,6.722171093365387
2016-10-15,6.792533393429326,6.736131877407526
2016-11-01,6.8110443112941885,6.747918247451214
2016-11-15,6.810413684426482,6.650603785065676
2016-12-01,6.809377056711561,6.6454878114017575
2016-12-15,6.810479038787743,6.71367257311054
2017-01-01,6.811583308225624,6.709005219374411
2017-01-15,6.805929147388593,6.646740803749382
2017-02-01,6.800242835141403,6.677944559785632
2017-02-15,6.848428079655556,6.673782636202998
2017-03-01,6.847954797375551,6.635611015110019
2017-03-15,6.845384689993779,6.7219391630175345
2017-04-01,6.841007786991967,6.721086458204746
2017-04-15,6.843339265348304,6.788462071485471
2017-05-01,6.846374027923991,6.794677633103546
2017-05-15,6.852737401657419,6.802743518466312
2017-06-01,6.853417162565521,6.81029955490473
2017-06-15,6.854164942208932,6.81765089567165
2017-07-01,6.858107532387714,6.818594044146769
2017-07-15,6.8576869493303585,6.816275987714999
2017-08-01,6.853863218306122,6.841756325876922
2017-08-15,6.848732973604506,6.837859359975327
2017-09-01,6.836158484034943,6.856297778828265
2017-09-15,6.828856108109329,6.828146904917544
2017-10-01,6.820229900963154,6.824710669043093
2017-10-15,6.8233815623447205,6.78559093189116
2017-11-01,6.833153202340072,6.671429464873556
2017-11-15,6.847343831622957,6.700512893768329
2017-12-01,6.852580761929317,6.72941128792138
2017-12-15,6.851658411926584,6.791459411432239
2018-01-01,6.805668132517342,6.759759979614422
2018-01-15,6.805091157745374,6.7566361287981715
2018-02-01,6.804516756600616,6.756606659865112
2018-02-15,6.8359432593471405,6.754222657587084
2018-03-01,6.829728545544641,6.720362186991064
2018-03-15,6.817473276852353,6.743758663329377
2018-04-01,6.807652905583659,6.789641222281523
2018-04-15,6.710613852196878,6.788237301679952
2018-05-01,6.703079531454919,6.805475249509322
2018-05-15,6.730464012647935,6.80437423335443
2018-06-01,6.7737533357147415,6.785056492055889
2018-06-15,6.815897885274675,6.765332120597391
2018-07-01,6.820153170268654,6.714994011752926
2018-07-15,6.814656500500298,6.7207646585079175
2018-08-01,6.809158933198022,6.716524247478587
2018-08-15,6.806864602037824,6.7007371741623745
2018-09-01,6.796921553933091,6.71657941770138
2018-09-15,6.827230029427219,6.681182754941851
2018-10-01,6.813598416771321,6.714846285049665
2018-10-15,6.810071778101436,6.71768342595075
2018-11-01,6.807959666693398,6.722600088969929
2018-11-15,6.812208833519188,6.676651637364539
2018-12-01,6.817439060212475,6.678660885227514
2018-12-15,6.8355631349145005,6.685251759471619
2019-01-01,6.830828488019258,6.707752652457285
2019-01-15,6.809306459696213,6.736654824225794
2019-02-01,6.787285990253007,6.627869209643369
2019-02-15,6.776335923355868,6.657638174942715
2019-03-01,6.763516390622766,6.644861137314954
2019-03-15,6.8760581790826185,6.641552832590525
2019-04-01,6.870501498290906,6.687766090223947
2019-04-15,6.862767211617765,6.71114546597463
2019-05-01,6.852355510523528,6.710404103204066
2019-05-15,6.851404835019904,6.761325118056105
2019-06-01,6.851349769330533,6.709348194898656
2019-06-15,6.849216775737552,6.710343448305114
2019-07-01,6.782376834188294,6.706572548026639
2019-07-15,,
2019-08-01,6.633588287510623,6.698987818413443
2019-08-15,6.593910587099939,6.696712784906028
2019-09-01,6.579529471221743,6.698618671297639
2019-09-15,6.5716571634839,6.697666798152629
2019-10-01,6.563257642718898,6.6941109837239425
2019-10-15,6.544967024644683,6.6888326020961735
2019-11-01,6.52531244516117,6.686167394112799
2019-11-15,6.520605123980702,6.686257294259389
2019-12-01,6.5365525369873305,6.6853024405543255
2019-12-15,6.528800562976612,6.690208244650055
2020-01-01,6.520988026077239,6.685214353074378
2020-01-15,6.50794577195153,6.686768439199186
2020-02-01,6.5031243093684505,6.685716070563467
2020-02-15,6.50014577425938,6.68645276785693
