Date,Busia,Eldoret
2016-01-01,5.36207779532648,5.40235996842717
2016-01-15,5.28363414666162,5.485834693801714
2016-02-01,5.405565575822368,5.562256875899748
2016-02-15,5.385648973011552,5.563125502987594
2016-03-01,5.463674226384866,5.5472578543800175
2016-03-15,5.477292535162619,5.540989582219774
2016-04-01,5.460621755745066,5.537548771526743
2016-04-15,5.532574725528885,5.591431987433599
2016-05-01,5.50402977358301,5.594001072389111
2016-05-15,5.534768200374164,5.5852044312251925
2016-06-01,5.637730380161156,5.614821837749787
2016-06-15,5.616097471738887,5.6116514697897
2016-07-01,5.6194157628448895,5.736872287953763
2016-07-15,5.634434821290053,5.702791461199394
2016-08-01,5.469654946532747,5.669684032815304
2016-08-15,5.456208999440352,5.5313670964152335
2016-09-01,5.4980504777480865,5.565890650588389
2016-09-15,5.6144753223593185,5.562781808867302
2016-10-01,5.574993019280119,5.559682602097261
2016-10-15,5.571987744855858,5.556127854713065
2016-11-01,5.665746161968274,5.618013504133962
2016-11-15,5.61794312996396,5.58030741646639
2016-12-01,5.6592902186260625,5.573927743219124
2016-12-15,5.657481000326382,5.570668024203145
2017-01-01,5.732630316712065,5.641291921173533
2017-01-15,5.756137415357606,5.635911086661275
2017-02-01,5.714467684831294,5.827643908543224
2017-02-15,5.727483129399476,5.819348123600469
2017-03-01,5.869151850657754,5.769808922343714
2017-03-15,5.998561595793225,5.807437756739882
2017-04-01,5.959988615736292,5.983108652229409
2017-04-15,6.002421144032829,5.959753612171627
2017-05-01,6.0187784503382575,5.998624812023313
2017-05-15,6.03479995022846,5.959846070158149
2017-06-01,6.074183924777686,5.9888055438607015
2017-06-15,5.659705617436055,5.996869315839742
2017-07-01,5.528147641817006,5.85614021922058
2017-07-15,5.460618596056998,5.8020564056480115
2017-08-01,5.439461623410591,5.772486606150529
2017-08-15,5.525192317310887,5.783397572767739
2017-09-01,5.5759271550088,5.718719359584662
2017-09-15,5.540051507507869,5.763783859039392
2017-10-01,5.377670905866268,5.649511699367608
2017-10-15,5.3681477670877875,5.553816903873834
2017-11-01,5.2868257212315735,5.554973270008276
2017-11-15,5.198209393888956,5.521318248844151
2017-12-01,5.28116832756406,5.459230470500578
2017-12-15,5.241253311880692,5.469216360284354
2018-01-01,5.240375499687569,5.46268546713954
2018-01-15,5.223738293486406,5.481115631967288
2018-02-01,5.209250741378117,5.49897092403976
2018-02-15,5.3214082808323,5.49549659756693
2018-03-01,5.237904403694265,5.52262078757555
2018-03-15,5.161002682641719,5.481896746596045
2018-04-01,5.157121502388198,5.478688512148342
2018-04-15,5.17731166271308,5.482449361196043
2018-05-01,5.136990672738601,5.475938750862315
2018-05-15,5.163281848150364,5.473526941134762
2018-06-01,5.123095675022673,5.246206386990925
2018-06-15,5.136495948038006,5.206229886463256
2018-07-01,5.123953464458541,5.206169450008134
2018-07-15,4.710315988315033,5.162662151664815
2018-08-01,4.709989476606838,4.949812336240371
2018-08-15,4.674075600182032,4.822899046160605
2018-09-01,4.677959870541799,4.879057495212685
2018-09-15,4.630512510540956,4.8184961215260165
2018-10-01,4.653049207349539,4.883897777989041
2018-10-15,4.897305151417043,4.820050455724354
2018-11-01,4.981561429792054,4.8108673548902905
2018-11-15,5.031693897681903,4.86663165427706
2018-12-01,5.035434103522495,4.983277002366445
2018-12-15,5.042843827799949,5.088590146056171
2019-01-01,5.111948931298989,5.040090552975195
2019-01-15,5.131306897043219,5.184068892220713
2019-02-01,5.145237330006572,5.191413299921033
2019-02-15,5.326166783174299,4.98633127202233
2019-03-01,5.281200919368427,5.037706802375934
2019-03-15,5.315883093287069,5.077086378178995
2019-04-01,5.49049406921397,5.210427598645093
2019-04-15,5.6431166006786,5.431594033681344
2019-05-01,5.591947821337684,5.438255832750031
2019-05-15,5.533806208512949,5.649035176795705
2019-06-01,5.562437848935936,5.754895150102365
2019-06-15,5.638344808155095,5.743380796726998
2019-07-01,,5.589840001006751
2019-07-15,,5.5438376013660635
2019-08-01,,5.587806427414205
2019-08-15,,5.5870473348695375
2019-09-01,,5.586288818109315
2019-09-15,,5.525745210656986
2019-10-01,,5.522532862906612
2019-10-15,,5.521094538642053
2019-11-01,,5.7214621011750655
2019-11-15,,5.42003448827531
2019-12-01,,5.329027928900238
2019-12-15,,5.33365604618303
2020-01-01,,5.468477821559049
2020-01-15,,5.58726333833657
2020-02-01,,5.587021119331962
2020-02-15,,5.526948610126464
