Date,Nakuru,Eldoret
2016-01-01,,7.2857998494089715
2016-01-15,,7.283754175849106
2016-02-01,6.398194774497013,7.268272663216036
2016-02-15,6.384698472136362,7.234668422408563
2016-03-01,6.438302868526916,7.190784742349406
2016-03-15,6.432925990142166,7.3201385438559
2016-04-01,6.3716014051639265,7.316380423942373
2016-04-15,6.386648304973945,7.34732803813147
2016-05-01,6.451718963030507,7.308340030983496
2016-05-15,6.4487076584972955,7.266137990754371
2016-06-01,6.436726620121427,7.190476283175049
2016-06-15,6.4436668044931,7.220061456829194
2016-07-01,6.446450009909804,7.236925534430312
2016-07-15,6.485283742095189,7.178430922655134
2016-08-01,6.554696674159666,7.1787560885656685
2016-08-15,6.547987259052753,7.17061455885785
2016-09-01,6.483603857809086,7.176751038369032
2016-09-15,6.536468174366648,7.174175103668285
2016-10-01,6.533368967596608,7.142981126328327
2016-10-15,6.528469230097079,7.092497495215696
2016-11-01,6.509328249937939,7.123941040198397
2016-11-15,6.517076679684085,7.167429200577943
2016-12-01,6.506506876358174,7.149434299939093
2016-12-15,6.506947462931485,7.188697054769562
2017-01-01,6.494855823139383,7.226764956153801
2017-01-15,6.475317329493039,7.194643125527804
2017-02-01,6.412670748903304,7.133786765819096
2017-02-15,6.422393469463228,7.119817206790433
2017-03-01,6.433268040607714,7.135657592303315
2017-03-15,6.422974334594903,7.122766057873517
2017-04-01,6.450679519091376,7.129516404338379
2017-04-15,6.432644039765539,7.107086137384232
2017-05-01,6.8491590429770435,7.10337477888063
2017-05-15,6.482521733841636,7.142399046183262
2017-06-01,6.414559655454889,7.133447387611423
2017-06-15,6.4437583877859055,7.143588825164313
2017-07-01,6.444824767251019,7.166051730228647
2017-07-15,6.441427189427153,7.122415109531602
2017-08-01,6.43631017186397,7.073966588601332
2017-08-15,6.450885006547106,7.127827729788931
2017-09-01,6.453087884300771,7.128627152671136
2017-09-15,6.454191311858216,7.133004424352959
2017-10-01,6.451858171892545,7.134606645231592
2017-10-15,6.453013202388689,7.104619739457457
2017-11-01,6.416217016430829,7.127817524031642
2017-11-15,6.532283230453505,7.1366826210159005
2017-12-01,6.520031071425579,7.164484422289458
2017-12-15,6.503776627459613,7.163625857851087
2018-01-01,6.434348753137186,7.125421961298002
2018-01-15,6.380900786401212,7.097292353375164
2018-02-01,6.536741553451624,7.134793783196345
2018-02-15,6.529801019002309,7.098686659062667
2018-03-01,6.5278163090448675,7.083402306156786
2018-03-15,6.521109153343616,7.037305883772062
2018-04-01,7.183436604386768,7.052320563833304
2018-04-15,7.1907652847224615,7.070113474080583
2018-05-01,7.183174406572542,7.049110485312021
2018-05-15,7.187014165146625,7.046443940947998
2018-06-01,7.120013242144894,7.039414082395344
2018-06-15,7.123612710625074,7.076632483010425
2018-07-01,,7.080427337668469
2018-07-15,7.130773010700321,6.987595394574869
2018-08-01,7.126805802875904,6.887283616649819
2018-08-15,7.1228227936051365,6.939034472097251
2018-09-01,7.116770678167922,6.9347825102752045
2018-09-15,7.161237632979397,6.954239228574494
2018-10-01,,6.9570499907613135
2018-10-15,7.244645979701413,7.018760365676765
2018-11-01,7.243769219687977,7.0449420854537905
2018-11-15,7.035867321711047,7.069501977025853
2018-12-01,7.072326129377245,7.09537167081274
2018-12-15,,7.196801651993541
2019-01-01,,7.194447111880922
2019-01-15,,7.219553753093459
2019-02-01,7.206165137455979,7.213096007448676
2019-02-15,7.171202387748887,7.189065505169518
2019-03-01,7.166682279178047,7.185099005964277
2019-03-15,7.153405844266326,7.190242421622816
2019-04-01,7.148856416048117,7.175409380811988
2019-04-15,7.141065800267546,7.166807646515863
2019-05-01,7.144564718188092,7.17829990127378
2019-05-15,7.1406900535734215,7.190075278754165
2019-06-01,7.13931743579251,7.20284045084742
2019-06-15,7.131948006281767,7.212426845505268
2019-07-01,,
2019-07-15,7.117044192988508,
2019-08-01,7.1096462805303196,
2019-08-15,7.116222574090482,
2019-09-01,7.111005451218045,
2019-09-15,7.105188767222894,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
