Date,Kigali,Gitega
2016-01-01,6.846945219870934,6.898146317840224
2016-01-15,6.842570399600188,6.917042483160391
2016-02-01,6.8437122584612915,6.831437879996723
2016-02-15,6.8007769508038365,6.778783626542012
2016-03-01,6.820810357484784,6.8273224367399505
2016-03-15,6.82736972891808,6.834773732705734
2016-04-01,6.814019102862512,6.744493095014702
2016-04-15,6.826507321767071,6.743436720924039
2016-05-01,6.84191811374304,6.663995610880257
2016-05-15,6.8202575541329695,6.6355225278262555
2016-06-01,6.833728877493803,6.589962876292342
2016-06-15,6.800279744726102,6.533687631063145
2016-07-01,6.793554642890417,6.568359229397142
2016-07-15,6.7719535922922365,6.60811252155624
2016-08-01,6.758000564266977,6.6349606654105
2016-08-15,6.7212658919704715,6.660491897517042
2016-09-01,6.703479117785936,6.655126981399024
2016-09-15,6.785334422519099,6.6789081743070815
2016-10-01,6.755766141787966,6.682205652188828
2016-10-15,6.7172483028013215,6.670113371590146
2016-11-01,6.664910991817286,6.656913386272335
2016-11-15,6.707201397306945,6.742976030830255
2016-12-01,6.697095349804479,6.760664027159924
2016-12-15,6.733867281623032,6.748591667600305
2017-01-01,6.700814450558537,6.7376779875536155
2017-01-15,6.689723586846337,6.703878968639525
2017-02-01,6.6743567134837765,6.841777344950136
2017-02-15,6.665923941155781,6.930319767940604
2017-03-01,6.672779681960333,6.87355751165983
2017-03-15,6.655045597540877,6.714906886409717
2017-04-01,6.71684369048589,6.874277464137257
2017-04-15,6.708700849526039,6.8506256295072365
2017-05-01,6.729047404872518,6.78545048110637
2017-05-15,6.740156270879217,6.775646455650118
2017-06-01,6.736950255393017,6.587140589862414
2017-06-15,6.762441001500652,6.712876453576534
2017-07-01,6.738670896924738,6.743103773883894
2017-07-15,6.740386751634418,6.711540164632215
2017-08-01,6.73126419226331,6.707895925712549
2017-08-15,6.726288454889494,6.753720120785308
2017-09-01,6.717691219819535,6.737998330027926
2017-09-15,6.710844944243903,6.70369987475408
2017-10-01,6.700960386272553,6.7486592082641454
2017-10-15,6.708831039316058,6.7620837230828
2017-11-01,6.711642296569674,6.82940882562122
2017-11-15,6.729792304244028,6.839037332402341
2017-12-01,6.733138989151593,6.672227530707877
2017-12-15,6.746142628820267,6.735291012311634
2018-01-01,6.793398039925528,6.794679448644459
2018-01-15,6.733451860868217,6.745345741126324
2018-02-01,6.753683690801384,6.7464414502659995
2018-02-15,6.717750303619431,6.692204024138941
2018-03-01,6.735917475924561,6.7513459230365305
2018-03-15,6.703561440821989,6.72068983173844
2018-04-01,6.689987454735453,6.745164890872541
2018-04-15,6.665763286031526,6.684719951406741
2018-05-01,6.6779209718187635,6.787861700213757
2018-05-15,6.684282006142507,6.625122888591686
2018-06-01,6.678394254959284,6.565681826972208
2018-06-15,6.693929633217189,6.571130260086281
2018-07-01,6.697714440667791,6.639175390505719
2018-07-15,6.69238226240041,6.57976943717466
2018-08-01,6.686515476616472,6.4535046135811545
2018-08-15,6.683849687622107,6.468508523201401
2018-09-01,6.679018664498173,6.5328811482083315
2018-09-15,6.687468087052061,6.533509701046613
2018-10-01,6.692713863657936,6.54045578231039
2018-10-15,6.692168888666519,6.533174408295612
2018-11-01,6.6905378374704165,6.529703468401219
2018-11-15,6.69153143983644,6.632296338563627
2018-12-01,6.699595868752542,6.6613486611581285
2018-12-15,6.695801192539341,6.658968024221904
2019-01-01,6.693082555814008,6.708937864442698
2019-01-15,6.693099850728996,6.686527096645392
2019-02-01,6.692571462208575,6.7059047670059195
2019-02-15,6.680529095912827,6.713244325392688
2019-03-01,6.667509450724559,6.7251082447031365
2019-03-15,6.654462786874487,6.715779985417232
2019-04-01,6.646914586295526,6.674019411427988
2019-04-15,6.641623438772466,6.728695461938755
2019-05-01,6.629659486627841,6.64254818156608
2019-05-15,6.630052596320832,6.622240862457765
2019-06-01,6.628206218016323,6.501948647643971
2019-06-15,6.62539853644093,6.5311721763701645
2019-07-01,6.638285027847643,6.491000280728277
2019-07-15,,6.486899114946158
2019-08-01,6.663570276675353,6.482814700050033
2019-08-15,6.654302151366751,6.478295937454148
2019-09-01,6.640288078433971,6.469893788772947
2019-09-15,6.632482985797308,6.53402195037023
2019-10-01,6.623647077140293,6.53377584122948
2019-10-15,6.602632666494492,6.588686242496685
2019-11-01,6.577633782360149,6.548319865314938
2019-11-15,6.5815348357162815,6.572175955736031
2019-12-01,6.5973111441995576,6.564437254998124
2019-12-15,6.576537734978925,6.669200900482644
2020-01-01,6.581270989480428,6.665630447145529
2020-01-15,6.569050750613709,6.659163512691131
2020-02-01,6.564022491575047,6.704573633641416
2020-02-15,6.560668443687492,6.703783813796977
