Date,Makueni,Mombasa
2016-01-01,,7.011797880861271
2016-01-15,,6.869118515768734
2016-02-01,,6.770870059782187
2016-02-15,,6.76709830731353
2016-03-01,,6.691068675872469
2016-03-15,6.744210224043156,6.79857441915222
2016-04-01,6.624184869148137,6.685070563227127
2016-04-15,6.641520506286292,6.702401008790614
2016-05-01,6.761998774256769,6.867249393766345
2016-05-15,6.754266370581524,6.861002970122384
2016-06-01,6.747107341524484,6.932918021314576
2016-06-15,6.743936973564398,6.903042246516339
2016-07-01,6.846468211755837,6.894927304907512
2016-07-15,6.842101126031313,6.9188405850703685
2016-08-01,6.842212675034215,6.737239616830106
2016-08-15,6.839999063497468,6.734416965742569
2016-09-01,6.840278801747819,6.73436534164682
2016-09-15,6.837169960026733,6.614026408712523
2016-10-01,6.834070753256692,6.756512518910817
2016-10-15,7.012008031304075,6.778436856827605
2016-11-01,7.005973144572913,6.7714821762861295
2016-11-15,7.000503329261961,6.756838142226955
2016-12-01,6.950451100534571,6.813057433114338
2016-12-15,6.900387468677291,6.807402818294747
2017-01-01,6.892453608301927,6.794897318135682
2017-01-15,6.868885098307008,6.7756642982529165
2017-02-01,6.863398884620713,6.60464256152942
2017-02-15,6.763447032499003,6.599941747504524
2017-03-01,6.76180013802081,6.598865617933149
2017-03-15,6.75391752973697,6.589083303411035
2017-04-01,6.740051637576656,6.679490336957013
2017-04-15,6.8170703415862315,6.733282311182533
2017-05-01,6.733627753374544,6.864149814808358
2017-05-15,6.736595585847204,6.85876829595066
2017-06-01,6.9096167871461756,6.874203250480176
2017-06-15,6.837694661721328,6.580765507482219
2017-07-01,6.7472407022661764,6.52377822254869
2017-07-15,6.7431674395719465,6.519129719455744
2017-08-01,6.737567502194116,6.383011590139608
2017-08-15,6.745553560513844,6.46176946774553
2017-09-01,6.698553266927505,6.4653329352608715
2017-09-15,6.649234530454639,6.487909947857514
2017-10-01,6.738850351250389,6.470984437986072
2017-10-15,6.755414007099377,6.469429439723351
2017-11-01,6.756570373233819,6.628412604751884
2017-11-15,6.753389083660699,6.541779977990761
2017-12-01,6.749449052697467,6.5280272758735896
2017-12-15,6.742619896426794,6.5189016141027984
2018-01-01,6.5428810290214185,6.57158528980482
2018-01-15,6.375822792174269,6.482636796460079
2018-02-01,6.383512957599335,6.445359687071194
2018-02-15,6.375855320215022,6.375855320215022
2018-03-01,6.369679727880385,6.369679727880385
2018-03-15,6.607814485954423,6.289360754835888
2018-04-01,6.636436823670675,6.204069187283272
2018-04-15,6.611919638224058,6.209213152554973
2018-05-01,6.628978686106459,6.283820184229285
2018-05-15,6.568684994934784,6.426382342104081
2018-06-01,6.1162255195772595,6.171155181608194
2018-06-15,6.025208435862414,6.123429296273629
2018-07-01,6.210688474142265,6.069001603357522
2018-07-15,6.169924661744696,6.1272894301002605
2018-08-01,6.212608833725317,6.292523541398679
2018-08-15,6.207530896506882,6.246687611708076
2018-09-01,6.280856042868541,6.280856042868541
2018-09-15,6.20312242554521,6.28329354413385
2018-10-01,6.283612474715751,6.119952297273673
2018-10-15,6.358103723228033,6.154875481614765
2018-11-01,6.35612704163298,6.248201599913629
2018-11-15,6.340585471507749,6.29959078025407
2018-12-01,6.32479854270489,6.473447727488291
2018-12-15,6.342078014909487,6.4748845071760615
2019-01-01,6.44337812268831,6.507450012206315
2019-01-15,6.535353843673951,6.4102698741493835
2019-02-01,6.485736571466569,6.485114874213098
2019-02-15,6.5957691844564295,6.538350743312149
2019-03-01,6.644014821801107,6.47229517285478
2019-03-15,6.608225696998227,6.465871400611338
2019-04-01,6.639262124379034,6.516996230833884
2019-04-15,6.669364217590571,6.6723808111299965
2019-05-01,6.6746858472233495,6.855009401354631
2019-05-15,6.763265605620779,6.811751864606289
2019-06-01,6.669688502111016,6.809320131517678
2019-06-15,6.841993085395108,6.754294501872879
2019-07-01,6.834854370271537,6.638341605909239
2019-07-15,6.827664327259632,6.645512679564718
2019-08-01,6.8284733274976945,6.440535677798616
2019-08-15,6.829281673783383,6.788965243418817
2019-09-01,6.732620083456497,6.783493904975461
2019-09-15,6.857713115249154,6.78426805329538
2019-10-01,6.876463706498625,6.782391204850188
2019-10-15,6.894869174417017,6.733739991200571
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,6.378314733877888
2020-02-01,,6.343637873840573
2020-02-15,,6.277338121783991
