Date,Machakos,Makueni
2016-01-01,6.6438798453483585,
2016-01-15,6.645974964454524,
2016-02-01,6.653087024125803,
2016-02-15,6.639896049740655,
2016-03-01,6.631078370601248,
2016-03-15,6.562791194386278,6.626356644137863
2016-04-01,6.558673564716479,6.492915613849857
2016-04-15,6.642141817272417,6.641520506286292
2016-05-01,6.644353091804366,6.644353091804366
2016-05-15,6.636621028557028,6.6375499649916865
2016-06-01,6.628910312900068,6.747107341524484
2016-06-15,6.6244969367003845,6.743936973564398
2016-07-01,6.623821061543903,6.740776625080254
2016-07-15,6.61970505201614,6.736519028276414
2016-08-01,6.618032368987572,6.736132197004858
2016-08-15,6.616356883402047,6.734970828952519
2016-09-01,6.617135250433609,6.735470924954569
2016-09-15,6.614036043663568,6.731809444368906
2016-10-01,6.6109272019424825,6.729262876463442
2016-10-15,6.606127899326081,6.7246025457714955
2016-11-01,6.600716001527368,6.718291072121132
2016-11-15,6.595038221153797,6.655662842970232
2016-12-01,6.588744974595147,6.649517012937241
2016-12-15,6.582190495280729,6.640690267577683
2017-01-01,6.57314099196354,6.635728177591476
2017-01-15,6.620523118161618,6.666327634215451
2017-02-01,6.665761376585466,6.662934119966538
2017-02-15,6.656900779427753,6.656900779427753
2017-03-01,6.656551736270831,6.656551736270831
2017-03-15,6.645415885178283,6.645415885178283
2017-04-01,6.634071769966371,6.7226776696406025
2017-04-15,6.91999799368795,6.735312768732915
2017-05-01,6.91290825359272,6.731601410229312
2017-05-15,6.918917142641159,6.736595585847204
2017-06-01,6.9164661289917495,6.822605410156545
2017-06-15,6.921298880389344,6.791174646086436
2017-07-01,6.840693871323289,6.7472407022661764
2017-07-15,6.637693422977616,6.637977151167915
2017-08-01,6.632377649562559,6.632377649562559
2017-08-15,6.642341637789341,6.640362838557079
2017-09-01,6.632941201237457,6.644808522838236
2017-09-15,,6.649234530454639
2017-10-01,,6.7583281582099595
2017-10-15,,6.75592356125053
2017-11-01,,6.756570373233819
2017-11-15,,6.7518580805548085
2017-12-01,,6.749193722682037
2017-12-15,,6.742619896426794
2018-01-01,,6.68312774154423
2018-01-15,6.544106889292635,6.56899436499229
2018-02-01,6.633950856878744,6.581246793388176
2018-02-15,6.623656490330998,6.619729416560388
2018-03-01,6.642193578858994,6.61955943568563
2018-03-15,6.672984121029003,6.672984121029003
2018-04-01,6.695339231698333,6.695339231698333
2018-04-15,6.7157319947758065,6.716727515017308
2018-05-01,6.6354442258711,6.607672225917502
2018-05-15,6.566953392770506,6.5494704299901585
2018-06-01,6.426866061584948,6.426866061584948
2018-06-15,6.556072424785176,6.49596328587717
2018-07-01,6.475108766062382,6.499206317641442
2018-07-15,6.498915566713621,6.532149394468324
2018-08-01,6.357925744754901,6.499874846258469
2018-08-15,6.352847807536467,6.4947969090400335
2018-09-01,6.488495407646785,6.456746709332204
2018-09-15,6.490604189903722,6.459495904087616
2018-10-01,6.492708534554357,
2018-10-15,6.494862660343422,6.464971722750536
2018-11-01,6.489478302761023,6.486953048893829
2018-11-15,6.4760695667111605,6.49559429914353
2018-12-01,6.534558994643471,6.5041615174591
2018-12-15,6.570425394098724,6.535210487807658
2019-01-01,6.582929713837039,6.563966289890722
2019-01-15,6.595279604605138,6.591918256902433
2019-02-01,6.6012381584511175,6.546032107589777
2019-02-15,6.5957691844564295,6.5957691844564295
2019-03-01,6.589250736391131,6.589250736391131
2019-03-15,6.616283758327989,6.583101491824548
2019-04-01,6.679103068370451,6.679103068370451
2019-04-15,6.670370760201973,6.671376290703991
2019-05-01,6.682706090693324,6.654523873933005
2019-05-15,6.694891113024504,6.670686424327686
2019-06-01,6.669688502111016,6.669688502111016
2019-06-15,6.7561260042163465,6.659167623324681
2019-07-01,6.74937695063103,6.7103795942779705
2019-07-15,6.742582037638564,6.759096174402977
2019-08-01,6.786871164936991,6.7581008527969875
2019-08-15,6.829281673783383,
2019-09-01,6.795380463594158,6.756107232650463
2019-09-15,6.774277960220293,6.729562481892944
2019-10-01,6.7944061888226805,
2019-10-15,6.81413725291223,
2019-11-01,6.736288078998341,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
