Date,Kigali,Mulindi
2016-01-01,6.1758568031995535,5.571088988898663
2016-01-15,6.09073394414007,5.543024706943525
2016-02-01,6.132622644058208,5.589509970123071
2016-02-15,6.195723984372353,5.70648899319873
2016-03-01,6.1679370760627785,5.6857133354822675
2016-03-15,6.174606262183899,5.685585268384761
2016-04-01,6.031654838352989,5.661559098160208
2016-04-15,6.180116624955396,5.687008000043352
2016-05-01,6.193356329019902,5.6982484395091815
2016-05-15,6.156871420733855,5.6834240526446616
2016-06-01,6.178700655037468,5.653666961434248
2016-06-15,6.172196157513219,5.53549628937661
2016-07-01,6.208600841072602,5.540134773629129
2016-07-15,5.864419716163516,5.517323209622073
2016-08-01,5.8467961771826085,5.479961076831278
2016-08-15,5.834357034290819,5.448142437678242
2016-09-01,5.804320609309632,5.482264507025494
2016-09-15,5.8456306081203815,5.716619726907178
2016-10-01,5.839603705507034,5.691209357532352
2016-10-15,5.8259096205406555,5.689966576622054
2016-11-01,5.813412032967254,5.676788578848956
2016-11-15,5.868805144568038,5.7075990297872945
2016-12-01,6.068554512281822,5.69413846817762
2016-12-15,6.115875193731333,5.5987127220482495
2017-01-01,6.070204060158513,5.4726911860003185
2017-01-15,5.979594349313185,5.415826306276996
2017-02-01,5.941639031825922,5.3546479571231815
2017-02-15,5.892688402286606,5.344578863142679
2017-03-01,5.928026044208325,5.392602716028373
2017-03-15,5.927277427193226,5.5632704748482
2017-04-01,5.90822561402794,5.729132097851222
2017-04-15,5.9270485334741485,5.7341933322247485
2017-05-01,5.9172184276019175,5.765184965387797
2017-05-15,5.9154805752237865,6.037523055848596
2017-06-01,5.897768282533173,6.072717084997715
2017-06-15,5.89938549465219,5.910030184163604
2017-07-01,5.915727360489298,5.813610441577315
2017-07-15,5.884104104839399,5.852316587402514
2017-08-01,5.900033324337312,5.8047231445329865
2017-08-15,6.108676798474456,5.805500445920443
2017-09-01,6.1067956465374875,5.784967433928924
2017-09-15,6.083262452176841,5.938681223365733
2017-10-01,6.0973959392231665,5.671958697928087
2017-10-15,6.098276775016104,5.7485363887460394
2017-11-01,6.121226127128531,5.893331973055723
2017-11-15,6.131955303488407,5.91847138671388
2017-12-01,6.137087596869932,5.949232202845484
2017-12-15,6.135424222444101,5.988870920090783
2018-01-01,6.147040198998871,5.8771073080513725
2018-01-15,6.1678032677507515,5.784196953455086
2018-02-01,6.1353745693079285,5.717498800713425
2018-02-15,6.120536102127001,5.736393763487657
2018-03-01,6.070197103384754,5.826298567618601
2018-03-15,6.188511945939813,5.844604730831082
2018-04-01,6.220618544647809,5.804949266365403
2018-04-15,6.121278000307929,5.784991792893838
2018-05-01,6.194666454094312,5.777950686423047
2018-05-15,6.114390555628879,5.828272205153281
2018-06-01,6.107145710389409,5.821366588083714
2018-06-15,6.096527509615628,5.813664723599795
2018-07-01,5.95832567966896,5.645839629851371
2018-07-15,5.948951265414249,5.638592484291439
2018-08-01,5.859684103370586,5.651103916244273
2018-08-15,5.704450027419975,5.825402637837638
2018-09-01,5.699985711592233,5.797707651520045
2018-09-15,5.7073554231071855,5.80162312171207
2018-10-01,5.7126011997130615,5.82110862112908
2018-10-15,5.712417802875138,5.859151885047347
2018-11-01,5.709347378025289,5.934800399188161
2018-11-15,5.712150413001078,5.840967381662614
2018-12-01,5.7685789367499885,5.903311530720146
2018-12-15,5.806321718115843,5.8465085903537135
2019-01-01,5.714974392916642,5.936377299753068
2019-01-15,5.778715697125422,5.8095285835549575
2019-02-01,5.919927276580723,5.836134441152891
2019-02-15,5.70804380569503,5.797821103514809
2019-03-01,5.68850401729553,5.810489418922992
2019-03-15,5.827942054429041,5.784064048256987
2019-04-01,5.95376740573558,5.791639687040213
2019-04-15,5.997213569656061,5.769036228404077
2019-05-01,5.936512306067896,5.815367922708808
2019-05-15,6.052946940839047,5.860212794972632
2019-06-01,6.0493481838585055,5.88682925436073
2019-06-15,6.049909399349216,5.928871070972161
2019-07-01,5.987330973901516,5.885381488671111
2019-07-15,5.920573517390914,
2019-08-01,5.909532339899531,
2019-08-15,5.896794022252494,5.742264482788198
2019-09-01,5.80823603718836,5.780768642487749
2019-09-15,5.877369081488164,5.7878639376201315
2019-10-01,5.831095324675373,5.794815650594725
2019-10-15,5.812233767390674,5.773488000814831
2019-11-01,5.7913432700809695,
2019-11-15,5.851939667113648,
2019-12-01,5.905235201021111,
2019-12-15,5.82235466383261,
2020-01-01,5.826678730337116,
2020-01-15,5.816547353131335,
2020-02-01,5.686363172841329,
2020-02-15,5.65707543746273,
