Date,Nakuru,Kisumu
2016-01-01,6.269643121194631,6.512857864329261
2016-01-15,6.271738240300797,6.512443571830001
2016-02-01,6.1775682141919575,6.47761694228095
2016-02-15,6.065022496009283,6.506454783744106
2016-03-01,6.163987426248881,6.496550014102062
2016-03-15,6.2555229799993395,6.493097323341981
2016-04-01,6.164652539769697,6.559350383693245
2016-04-15,6.266657541376189,6.508077896011896
2016-05-01,6.269322468996456,6.510998268439593
2016-05-15,6.260913208783499,6.503620562411661
2016-06-01,6.255232722228788,6.496974806774373
2016-06-15,6.338471865456233,6.492385998860153
2016-07-01,6.33448335957486,6.489935121849543
2016-07-15,6.408322700959061,6.485283742095189
2016-08-01,6.411774645994671,6.485608908005724
2016-08-15,6.346797217954415,6.483181679561344
2016-09-01,6.409113110531074,6.483248428624609
2016-09-15,6.406004268809988,6.480495016088001
2016-10-01,6.402905062039947,6.440475220703911
2016-10-15,6.39935031465575,6.319690382106504
2016-11-01,6.225965838630675,6.3144884747865815
2016-11-15,6.220344771712386,6.461863907626087
2016-12-01,6.45054822271013,6.456287119379148
2016-12-15,6.4495104143997155,6.4491520556788045
2017-01-01,6.439159412503881,7.057921482089496
2017-01-15,6.491377814802274,6.957985855046871
2017-02-01,6.48015945940407,6.86247167083152
2017-02-15,6.475256959020295,6.85787959382625
2017-03-01,6.492448857128271,6.945844058659234
2017-03-15,6.527492390219751,6.846520602884505
2017-04-01,6.513609846560578,6.834486422821635
2017-04-15,6.733790312209459,6.91407831466765
2017-05-01,6.827280321601237,6.9093061732068275
2017-05-15,6.832367126674707,6.832597727390591
2017-06-01,6.51886252955458,6.8365656182612184
2017-06-15,6.523060158669789,6.840011086199327
2017-07-01,6.523459192397635,6.843478095859694
2017-07-15,6.51976849303224,6.7431674395719465
2017-08-01,6.449373265838694,6.736286600264148
2017-08-15,6.588682253264534,6.749113187969417
2017-09-01,6.647203635419596,6.7532685252701015
2017-09-15,6.649234530454639,6.754905381700573
2017-10-01,6.530095537388278,6.595510587527346
2017-10-15,6.533480223211691,6.650166748137974
2017-11-01,6.651323114272416,6.6524549763061
2017-11-15,6.6509140830322275,6.648651638628258
2017-12-01,6.616683259191621,6.528345797933935
2017-12-15,6.636010161368536,6.636578181832545
2018-01-01,6.5428810290214185,6.628342258436647
2018-01-15,6.6260861632375025,6.628348607641472
2018-02-01,6.571196457534675,6.636180512206013
2018-02-15,6.5048931310893465,6.569589269060722
2018-03-01,6.47051388598808,6.50303189297508
2018-03-15,6.49820502613868,6.615640126785813
2018-04-01,6.427546572685042,6.610090623639443
2018-04-15,6.430702443773156,6.613575724719038
2018-05-01,6.457837637091864,6.806785562545887
2018-05-15,6.493245287333208,6.659581548406583
2018-06-01,6.491488023834004,6.5545392066411035
2018-06-15,6.465465369464242,6.498463287179254
2018-07-01,6.43717092672199,6.618380754663254
2018-07-15,6.436294272020863,6.618504785563357
2018-08-01,6.432990418353861,6.501122507056624
2018-08-15,6.429675613045191,6.493547689639602
2018-09-01,6.417267898358417,6.42328999752151
2018-09-15,6.41855687214752,6.358941162473165
2018-10-01,6.4225499004819016,6.3615045979979525
2018-10-15,6.42881924802643,6.491724910671454
2018-11-01,6.424351125843935,6.479338798908584
2018-11-15,6.411615967657628,6.47479486927916
2018-12-01,6.4090365056953,6.473447727488291
2018-12-15,6.431649536576872,6.473614665735585
2019-01-01,,6.4769465579129
2019-01-15,6.475397051066472,6.343485674996416
2019-02-01,6.418251928983971,6.352293961192174
2019-02-15,6.41322660876446,6.344612596914546
2019-03-01,6.407591212060947,6.338409233160421
2019-03-15,6.395011114949591,6.325922873666182
2019-04-01,6.3234286247653015,6.456960017389824
2019-04-15,6.313983213879818,6.565177903191533
2019-05-01,6.387003774771569,6.676181733814932
2019-05-15,6.383004351875905,6.671186299369337
2019-06-01,6.381673373869312,6.669688502111016
2019-06-15,6.366455302461724,6.66017518008498
2019-07-01,6.351002057865671,6.6766683126349715
2019-07-15,6.252205775936364,
2019-08-01,6.282418809701479,
2019-08-15,6.319020384118148,
2019-09-01,6.2794359986692605,6.740048158465007
2019-09-15,6.296659512544104,6.73838948461852
2019-10-01,6.274654045926108,6.735808059894862
2019-10-15,6.273126652807842,6.720543114095185
2019-11-01,6.12692720928323,
2019-11-15,6.130131227149029,
2019-12-01,6.128281615454731,
2019-12-15,6.1304956853001045,
2020-01-01,6.126025836353637,
2020-01-15,6.127925118388319,
2020-02-01,6.1264923411749175,6.606618978052101
2020-02-15,6.121759889965547,6.600062322025979
