,Chain,Length,ChainAverage,startingChain,startingEdgeWeight,oneLevelDown,oneLevelDownEdgeWeight,marginalAvgIncrease
799,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",5,0.42974036630915674,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",0.4266893059529526,0.003051060356204116
800,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",4,0.3800574196139347,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.3779418289899648,0.0021155906239698763
801,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa')]",3,0.42554089590108934,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Machakos')]",0.35184547543067596,0.07369542047041339
802,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",2,0.3240752673066114,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni')]",0.2617463431273785,0.062328924179232914
803,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa')]",3,0.28364103082603614,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",0.3097641053521326,-0.026123074526096468
804,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa')]",3,0.3833669178466184,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni')]",0.38184828102700547,0.0015186368196129507
805,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa')]",4,0.3382183278511853,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",0.3738261432102992,-0.03560781535911395
806,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa')]",2,0.4473418455809768,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos')]",0.3217519543200375,0.12558989126093928
807,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa')]",4,0.42020194450160786,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.36929201372150505,0.05090993078010281
808,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",3,0.35077854163879535,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.33296571671527087,0.017812824923524484
809,"[('Meru', 'Nairobi'), ('Nairobi', 'Mombasa')]",2,0.26977222381374916,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi')]",0.308149565853655,-0.03837734203990584
810,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa')]",7,0.3670604069882565,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.3327485186793132,0.03431188830894327
811,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",6,0.32349178263795836,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni')]",0.31090930086838114,0.012582481769577214
812,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa')]",5,0.28563190370777247,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi')]",0.2991911591912547,-0.013559255483482247
813,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa')]",5,0.4550177634697655,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.4255392701267278,0.029478493343037704
814,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",4,0.4116541660646955,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.4200708242576459,-0.0084166581929504
815,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa')]",3,0.3779418289899648,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi')]",0.45121530259802556,-0.07327347360806075
816,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",4,0.37700439236927785,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa')]",0.42554089590108934,-0.04853650353181149
817,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",3,0.29318180546235534,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.3240752673066114,-0.030893461844256065
818,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",2,0.3097641053521326,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni')]",0.2617463431273785,0.048017762224754124
819,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",4,0.34537390882842467,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa')]",0.3833669178466184,-0.037993009018193746
820,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",3,0.3738261432102992,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni')]",0.38184828102700547,-0.008022137816706243
821,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",4,0.4097174375561712,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni')]",0.4270292942159326,-0.017311856659761427
822,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",3,0.3753595243119323,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa')]",0.4473418455809768,-0.07198232126904447
823,"[('Meru', 'Nairobi')]",1,0.308149565853655,"('Meru', 'Nairobi')",0.308149565853655,[],0.0,0.308149565853655
824,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi')]",4,0.2991911591912547,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",0.34528071665429616,-0.04608955746304144
825,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi')]",2,0.45121530259802556,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru')]",0.417191554711556,0.03402374788646956
826,"[('Meru', 'Makueni'), ('Makueni', 'Machakos')]",2,0.35184547543067596,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni')]",0.2617463431273785,0.09009913230329747
827,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",3,0.4070274238183796,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.3240752673066114,0.08295215651176818
828,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.35596370733000615,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.28364103082603614,0.07232267650397001
829,"[('Meru', 'Machakos')]",1,0.3217519543200375,"('Meru', 'Machakos')",0.3217519543200375,[],0.0,0.3217519543200375
830,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",3,0.36929201372150505,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.33296571671527087,0.03632629700623419
831,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.4063168404395755,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.35077854163879535,0.05553829880078015
832,"[('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",3,0.37082539482313814,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.26977222381374916,0.10105317100938899
833,"[('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",4,0.34197331171182904,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.30864954637111425,0.033323765340714795
834,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",6,0.3327485186793132,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni')]",0.31090930086838114,0.021839217810932066
835,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",7,0.35912606180995227,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.32349178263795836,0.03563427917199391
836,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.3335152092301297,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.28563190370777247,0.047883305522357256
837,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",7,0.32235833110838286,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3024272850041178,0.01993104610426505
838,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",4,0.4255392701267278,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.4200708242576459,0.005468445869081906
839,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.4439096802201396,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.4116541660646955,0.03225551415544409
840,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.4266893059529526,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.3779418289899648,0.04874747696298781
841,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",5,0.39243485723794247,"('Meru', 'Nakuru')",0.417191554711556,"[('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3800574196139347,0.012377437624007781
842,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.32679866450436773,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.3242352611761952,0.002563403328172509
843,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.39865132399232134,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.37700439236927785,0.021646931623043486
844,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.27651974974008814,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.2633878827934252,0.013131866946662962
845,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.3411961167178903,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.29318180546235534,0.04801431125553496
846,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",5,0.2798202585515456,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.2642305520710813,0.01558970648046426
847,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",3,0.36825575372958674,"('Meru', 'Makueni')",0.2617463431273785,"[('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",0.3097641053521326,0.05849164837745413
848,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.30872410248102305,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.3031482721489598,0.00557583033206327
849,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.3733469371596388,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.34537390882842467,0.027973028331214123
850,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.3168419186140601,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.31177448544219155,0.0050674331718685295
851,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.40167937002884824,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",0.3738261432102992,0.027853226818549015
852,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.3454918331825925,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.34604395796745746,-0.000552124784864938
853,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.424821760141836,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",0.4097174375561712,0.015104322585664798
854,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.3176086091648766,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.3126945141031714,0.004914095061705204
855,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.402829405855073,"('Meru', 'Machakos')",0.3217519543200375,"[('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.3753595243119323,0.027469881543140673
856,"[('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",4,0.27193066197677945,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.2485145211445717,0.02341614083220775
857,"[('Meru', 'Nairobi'), ('Nairobi', 'Nakuru')]",2,0.396694308169075,"('Meru', 'Nairobi')",0.308149565853655,"[('Meru', 'Nairobi')]",0.308149565853655,0.08854474231542003
858,"[('Meru', 'Nakuru')]",1,0.417191554711556,"('Meru', 'Nakuru')",0.417191554711556,[],0.0,0.417191554711556
859,"[('Soroti', 'Lira'), ('Lira', 'Gulu')]",2,0.5184005928647468,"('Soroti', 'Lira')",0.6282896816563464,"[('Soroti', 'Lira')]",0.6282896816563464,-0.10988908879159953
860,"[('Soroti', 'Lira')]",1,0.6282896816563464,"('Soroti', 'Lira')",0.6282896816563464,[],0.0,0.6282896816563464
861,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",6,0.34768860183179956,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.38504182483773347,-0.03735322300593391
862,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",5,0.2915318915801505,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.3241842427746556,-0.03265235119450505
863,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",4,0.2994105630544879,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",0.34557325513860704,-0.04616269208411916
864,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",6,0.3266016128045642,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.3597374380050509,-0.033135825200486746
865,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",5,0.33991849422891685,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",0.38466749608561346,-0.04474900185669661
866,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",6,0.36949729862306185,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",0.41121226098724817,-0.041714962364186314
867,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",5,0.3408385228898967,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.38581753191183826,-0.044979009021941574
868,"[('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu')]",3,0.29542120245578046,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Nairobi')]",0.36267056028260547,-0.06724935782682501
869,"[('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",2,0.30932529762566624,"('Nakuru', 'Eldoret')",0.3421790844734028,"[('Nakuru', 'Eldoret')]",0.3421790844734028,-0.032853786847736544
870,"[('Nakuru', 'Nairobi'), ('Nairobi', 'Kisumu')]",2,0.32308076864331275,"('Nakuru', 'Nairobi')",0.4852390504844951,"[('Nakuru', 'Nairobi')]",0.4852390504844951,-0.16215828184118236
871,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",7,0.33751473168124674,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.34768860183179956,-0.010173870150552822
872,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",6,0.2890218281131137,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.2915318915801505,-0.002510063467036805
873,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",5,0.29482275259917623,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.2994105630544879,-0.004587810455311647
874,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",7,0.3194401696579021,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.3266016128045642,-0.007161443146662061
875,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",6,0.32934399698708566,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.33991849422891685,-0.010574497241831182
876,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",7,0.35620790035947153,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.36949729862306185,-0.013289398263590324
877,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",6,0.3301106875379022,"('Nakuru', 'Meru')",0.417191554711556,"[('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",0.3408385228898967,-0.010727835351994508
