,Chain,Length,ChainAverage,startingChain,startingEdgeWeight,oneLevelDown,oneLevelDownEdgeWeight,marginalAvgIncrease
204,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",5,0.2757348325208726,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.26423055207108137,0.011504280449791238
205,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.3509023586969414,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.2953950141606978,0.05550734453624362
206,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.3104301540489549,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.22292962645130113,0.08750052759765378
207,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",5,0.2994275357147443,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.263798267709937,0.03562926800480731
208,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",6,0.27311522804786065,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.2633878827934253,0.00972734525443536
209,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",5,0.28984690285901343,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni')]",0.2518224766402734,0.038024426218740026
210,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.3277709724814757,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.2787388196093876,0.049032152872088064
211,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",4,0.26682387943843816,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",0.2485145211445717,0.018309358293866457
212,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",6,0.34058592560624384,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.320314189180698,0.02027173642554586
213,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",7,0.36584383917589286,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.33132918956488905,0.03451464961100381
214,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",5,0.33231531141922976,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",0.33495615069402784,-0.002640839274798079
215,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",4,0.3657653975115777,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.3403723274374458,0.02539307007413194
216,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.3960905821280195,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.3518802934495454,0.0442102886784741
217,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.36387091141749733,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.32205874633261355,0.04181216508488378
218,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",3,0.3603741978349988,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",0.3796853195924794,-0.01931112175748062
219,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",5,0.37344933606989483,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.35632551815387514,0.01712381791601969
220,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.3974396668238768,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.36234125282026897,0.03509841400360786
221,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.3743693647308747,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.3247287717031143,0.04964059302776036
222,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",6,0.35454398100537915,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3370638556596603,0.017480125345718855
223,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",4,0.4067861525671896,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.39506666751159497,0.011719485055594614
224,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",5,0.3537396599964402,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.36173658641554085,-0.007996926419100658
225,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.428907186172509,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.3929010485051573,0.03600613766735172
226,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.4079361883934144,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.35293767224391376,0.05499851614950063
227,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",5,0.37743236319031187,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.36130430205439645,0.016128061135915417
228,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",6,0.338119250944167,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.34139271026899287,-0.003273459324825867
229,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",5,0.367851730334581,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni')]",0.3493285109847329,0.01852321934984813
230,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.392774995377782,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.3567436470849552,0.03603134829282678
231,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",4,0.36432991378289764,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru')]",0.37852256693718433,-0.014192653154286694
232,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",5,0.3117744854421916,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.3092801182227301,0.002494367219461502
233,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",4,0.26423055207108137,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni')]",0.2650586217189823,-0.000828069647900942
234,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",6,0.34604395796745746,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",0.3509023586969414,-0.004858400729483958
235,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",6,0.3242352611761953,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",0.3367330447859586,-0.012497783609763335
236,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",5,0.31269451410317145,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",0.3104301540489549,0.002264360054216541
237,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",6,0.30314827214895984,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",0.2994275357147443,0.0037207364342155547
238,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",5,0.2633878827934253,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.263798267709937,-0.00041038491651168574
239,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",3,0.2485145211445717,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi')]",0.21869699879003004,0.02981752235454166
240,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",4,0.33495615069402784,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru')]",0.30754434935485175,0.02741180133917609
241,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",2,0.3796853195924794,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru')]",0.3421790844734028,0.037506235119076636
242,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",5,0.3897793129177592,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.4067861525671896,-0.017006839649430394
243,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",4,0.36173658641554085,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.39506666751159497,-0.03333008109605412
244,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",6,0.41104798086376376,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",0.428907186172509,-0.01785920530874524
245,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",6,0.3892392840725016,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",0.41473787226152614,-0.025498588189024562
246,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",5,0.39069934157873903,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",0.4079361883934144,-0.017236846814675355
247,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",6,0.3681522950452661,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",0.37743236319031187,-0.009280068145045783
248,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",5,0.34139271026899287,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.36130430205439645,-0.019911591785403582
249,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru')]",3,0.37852256693718433,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi')]",0.413709067478949,-0.03518650054176464
250,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",6,0.32934399698708566,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.3117744854421916,0.017569511544894056
251,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",5,0.29482275259917634,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.26423055207108137,0.03059220052809497
252,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",7,0.35620790035947153,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",0.34604395796745746,0.01016394239201407
253,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",7,0.3375147316812468,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",0.3242352611761953,0.013279470505051516
254,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",6,0.33011068753790224,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",0.31269451410317145,0.017416173434730786
255,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",7,0.3194401696579021,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.30314827214895984,0.016291897508942277
256,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",6,0.2890218281131138,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.2633878827934253,0.02563394531968849
257,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",4,0.29068377953631774,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",0.2485145211445717,0.04216925839174604
258,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru')]",3,0.30754434935485175,"('Eldoret', 'Kisumu')",0.2764715107779297,"[('Eldoret', 'Kisumu'), ('Kisumu', 'Nairobi')]",0.21869699879003004,0.08884735056482171
259,"[('Eldoret', 'Nakuru')]",1,0.3421790844734028,"('Eldoret', 'Nakuru')",0.3421790844734028,[],0.0,0.3421790844734028
260,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu')]",4,0.30819215367744907,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi')]",0.35728204263588864,-0.049089888958439576
261,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",6,0.3626226289405822,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.37985285257311274,-0.017230223632530517
262,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",5,0.35990774240337986,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3807668003097424,-0.020859057906362555
263,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Kisumu')]",5,0.3654099308104385,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Nairobi')]",0.41653179181251554,-0.05112186100207705
264,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.3700375631666109,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.38563190523139107,-0.015594342064780164
265,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",4,0.3517984282879658,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.4154237421165776,-0.06362531382861181
266,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",6,0.39169347868092674,"('Makueni', 'Machakos')",0.4419446077339734,"[('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.41473787226152614,-0.023044393580599398
267,"[('Makueni', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",5,0.3097494805730612,"('Makueni', 'Meru')",0.2617463431273785,"[('Makueni', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.34695622901579387,-0.037206748442732696
268,"[('Makueni', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.35595922311414324,"('Makueni', 'Meru')",0.2617463431273785,"[('Makueni', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.36920717517017887,-0.013247952056035628
269,"[('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu')]",3,0.2436061319277213,"('Makueni', 'Meru')",0.2617463431273785,"[('Makueni', 'Meru'), ('Meru', 'Nairobi')]",0.28494795449051674,-0.04134182256279545
270,"[('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",5,0.3347571109433722,"('Makueni', 'Meru')",0.2617463431273785,"[('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.34932851098473283,-0.01457140004136065
