,Chain,Length,ChainAverage,startingChain
0,"[('Kasese', 'Masindi'), ('Masindi', 'Kampala'), ('Kampala', 'Lira')]",3,0.17363659580964244,"('Kasese', 'Masindi')"
1,"[('Kasese', 'Masindi'), ('Masindi', 'Gulu'), ('Gulu', 'Lira')]",3,0.27350221418869036,"('Kasese', 'Masindi')"
2,"[('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Lira')]",4,0.2575515952359467,"('Kasese', 'Masindi')"
3,"[('Kasese', 'Masindi')]",1,0.1771582390458437,"('Kasese', 'Masindi')"
4,"[('Kasese', 'Kabale')]",1,0.277684964711297,"('Kasese', 'Kabale')"
5,"[('Kasese', 'Masindi'), ('Masindi', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Eldoret'), ('Eldoret', 'Kisumu')]",5,0.20769591881069985,"('Kasese', 'Masindi')"
6,"[('Kasese', 'Masindi'), ('Masindi', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Kisumu')]",4,0.22670323669832998,"('Kasese', 'Masindi')"
7,"[('Kasese', 'Masindi'), ('Masindi', 'Gulu'), ('Gulu', 'Lira'), ('Lira', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.2492902965000857,"('Kasese', 'Masindi')"
8,"[('Kasese', 'Masindi'), ('Masindi', 'Gulu'), ('Gulu', 'Lira'), ('Lira', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Kisumu')]",6,0.26889423804007007,"('Kasese', 'Masindi')"
9,"[('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Eldoret'), ('Eldoret', 'Kisumu')]",4,0.22127112005808097,"('Kasese', 'Masindi')"
10,"[('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Kisumu')]",3,0.25113927765738153,"('Kasese', 'Masindi')"
11,"[('Kasese', 'Masindi'), ('Masindi', 'Kampala')]",2,0.15871598713697446,"('Kasese', 'Masindi')"
12,"[('Kasese', 'Masindi'), ('Masindi', 'Gulu'), ('Gulu', 'Lira'), ('Lira', 'Kampala')]",4,0.2559961139302624,"('Kasese', 'Masindi')"
13,"[('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Kampala')]",3,0.2755761892629361,"('Kasese', 'Masindi')"
