,Chain,Length,ChainAverage,startingChain
39,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Gitega')]",5,0.3949634753088599,"('Kigali', 'Kamembe')"
40,"[('Kigali', 'Gitega')]",1,0.1901007628345615,"('Kigali', 'Gitega')"
41,"[('Kigali', 'Ngozi'), ('Ngozi', 'Gitega')]",2,0.31829757132609293,"('Kigali', 'Ngozi')"
42,"[('Kigali', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Gitega')]",3,0.3705139181766797,"('Kigali', 'Ngozi')"
43,"[('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega')]",5,0.3333563260110008,"('Kigali', 'Ngozi')"
44,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega')]",4,0.3944192573243913,"('Kigali', 'Ruhengeri')"
45,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega')]",5,0.3445344267095835,"('Kigali', 'Ruhengeri')"
46,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Gitega')]",3,0.38235701293757957,"('Kigali', 'Ruhengeri')"
47,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Gitega')]",4,0.40550441267264803,"('Kigali', 'Ruhengeri')"
48,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi')]",4,0.3872325718063808,"('Kigali', 'Kamembe')"
49,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi')]",3,0.256414375478568,"('Kigali', 'Kamembe')"
50,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",3,0.3458432107154536,"('Kigali', 'Kamembe')"
51,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",5,0.3365256765514931,"('Kigali', 'Gitega')"
52,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi')]",3,0.3757961690775002,"('Kigali', 'Gitega')"
53,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi')]",2,0.32622094767732357,"('Kigali', 'Gitega')"
54,"[('Kigali', 'Ngozi')]",1,0.1742540101321002,"('Kigali', 'Ngozi')"
55,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi')]",5,0.40800363236353016,"('Kigali', 'Ruhengeri')"
56,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi')]",4,0.315082750256958,"('Kigali', 'Ruhengeri')"
57,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",2,0.34236495314632653,"('Kigali', 'Ruhengeri')"
58,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",5,0.3697441071369038,"('Kigali', 'Kamembe')"
59,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",4,0.26725834372367496,"('Kigali', 'Kamembe')"
60,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",2,0.3688696918436824,"('Kigali', 'Kamembe')"
61,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",4,0.3457095335746174,"('Kigali', 'Gitega')"
62,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",4,0.3567946889228741,"('Kigali', 'Gitega')"
63,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",5,0.3055666477097644,"('Kigali', 'Gitega')"
64,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",3,0.3174107146045477,"('Kigali', 'Gitega')"
65,"[('Kigali', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",5,0.36586650282321875,"('Kigali', 'Ngozi')"
66,"[('Kigali', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",4,0.2624113383315687,"('Kigali', 'Ngozi')"
67,"[('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",2,0.237022129295548,"('Kigali', 'Ngozi')"
68,"[('Kigali', 'Ruhengeri')]",1,0.3849396578336573,"('Kigali', 'Ruhengeri')"
69,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.3270528083693685,"('Kigali', 'Kamembe')"
70,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.23652593788527837,"('Kigali', 'Kamembe')"
71,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",3,0.28377856607301893,"('Kigali', 'Kamembe')"
72,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.29928688976603235,"('Kigali', 'Gitega')"
73,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.3081550140446377,"('Kigali', 'Gitega')"
74,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.27357159218008564,"('Kigali', 'Gitega')"
75,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",4,0.26645711458633375,"('Kigali', 'Gitega')"
76,"[('Kigali', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.32382147144129764,"('Kigali', 'Ngozi')"
77,"[('Kigali', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.23264833357159337,"('Kigali', 'Ngozi')"
78,"[('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",3,0.19588019104092935,"('Kigali', 'Ngozi')"
79,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",2,0.24926798618267465,"('Kigali', 'Ruhengeri')"
80,"[('Kigali', 'Kamembe')]",1,0.3157955834644472,"('Kigali', 'Kamembe')"
81,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",3,0.3202981113585173,"('Kigali', 'Gitega')"
82,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe')]",5,0.3698245111828828,"('Kigali', 'Gitega')"
83,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",4,0.27647235958147603,"('Kigali', 'Gitega')"
84,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe')]",4,0.34354398600914016,"('Kigali', 'Gitega')"
85,"[('Kigali', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",4,0.35184717847329405,"('Kigali', 'Ngozi')"
86,"[('Kigali', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",3,0.20923385103445238,"('Kigali', 'Ngozi')"
87,"[('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe')]",3,0.2986626862713379,"('Kigali', 'Ngozi')"
88,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Kamembe')]",2,0.40344172902828745,"('Kigali', 'Ruhengeri')"
89,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",5,0.38357292201074583,"('Kigali', 'Ruhengeri')"
90,"[('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",4,0.2845443623159775,"('Kigali', 'Ruhengeri')"
91,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali')]",2,0.4087088245841989,"('Bujumbura', 'Gitega')"
92,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kigali')]",3,0.4213040096620074,"('Bujumbura', 'Gitega')"
93,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kigali')]",4,0.44359698128664377,"('Bujumbura', 'Gitega')"
94,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Kigali')]",5,0.42543753020005654,"('Bujumbura', 'Gitega')"
95,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali')]",2,0.2296361341858007,"('Bujumbura', 'Kamembe')"
96,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Kigali')]",3,0.31678671432124306,"('Bujumbura', 'Kamembe')"
97,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Kigali')]",5,0.30353052578874296,"('Bujumbura', 'Kamembe')"
98,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Kigali')]",4,0.259866185930292,"('Bujumbura', 'Kamembe')"
99,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Kigali')]",3,0.3208042511395833,"('Bujumbura', 'Ngozi')"
100,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Kigali')]",2,0.24211243409810146,"('Bujumbura', 'Ngozi')"
101,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kigali')]",3,0.3315669214522519,"('Bujumbura', 'Ngozi')"
102,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Kigali')]",4,0.33687512255261587,"('Bujumbura', 'Ngozi')"
103,"[('Bujumbura', 'Gitega')]",1,0.6273168863338362,"('Bujumbura', 'Gitega')"
104,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Gitega')]",3,0.216457677068721,"('Bujumbura', 'Kamembe')"
105,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Gitega')]",4,0.2739668527559468,"('Bujumbura', 'Kamembe')"
106,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Gitega')]",5,0.32126866143686805,"('Bujumbura', 'Kamembe')"
107,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Kigali'), ('Kigali', 'Gitega')]",4,0.28511522644957266,"('Bujumbura', 'Kamembe')"
108,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Gitega')]",5,0.317391057123183,"('Bujumbura', 'Kamembe')"
109,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Gitega')]",4,0.33188796652728836,"('Bujumbura', 'Kamembe')"
110,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Gitega')]",5,0.24591310131114588,"('Bujumbura', 'Kamembe')"
111,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega')]",2,0.3861559952920942,"('Bujumbura', 'Ngozi')"
112,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Gitega')]",3,0.22477521034358813,"('Bujumbura', 'Ngozi')"
113,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kigali'), ('Kigali', 'Gitega')]",4,0.2962003817978293,"('Bujumbura', 'Ngozi')"
114,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Gitega')]",5,0.307520250609005,"('Bujumbura', 'Ngozi')"
115,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",5,0.3709894562629517,"('Bujumbura', 'Gitega')"
116,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ngozi')]",3,0.33055721976683267,"('Bujumbura', 'Gitega')"
117,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",4,0.3755368888652627,"('Bujumbura', 'Gitega')"
118,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi')]",2,0.544829009426961,"('Bujumbura', 'Gitega')"
119,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Gitega'), ('Gitega', 'Ngozi')]",4,0.27792854093156216,"('Bujumbura', 'Kamembe')"
120,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ngozi')]",3,0.21117542616790053,"('Bujumbura', 'Kamembe')"
121,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",4,0.28600054366606364,"('Bujumbura', 'Kamembe')"
122,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Kigali'), ('Kigali', 'Gitega'), ('Gitega', 'Ngozi')]",5,0.3205604076636753,"('Bujumbura', 'Kamembe')"
123,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Kigali'), ('Kigali', 'Ngozi')]",4,0.28115353827395734,"('Bujumbura', 'Kamembe')"
124,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Ngozi')]",3,0.28840357786302256,"('Bujumbura', 'Kamembe')"
125,"[('Bujumbura', 'Ngozi')]",1,0.3099708580641027,"('Bujumbura', 'Ngozi')"
126,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",4,0.38878925821394067,"('Bujumbura', 'Gitega')"
127,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",4,0.32286547693987344,"('Bujumbura', 'Gitega')"
128,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ruhengeri')]",3,0.400785769000685,"('Bujumbura', 'Gitega')"
129,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",5,0.4003302825346774,"('Bujumbura', 'Gitega')"
130,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Ruhengeri')]",4,0.41221292170491985,"('Bujumbura', 'Gitega')"
131,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",3,0.4631494224376393,"('Bujumbura', 'Gitega')"
132,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",5,0.2823008824370489,"('Bujumbura', 'Kamembe')"
133,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",4,0.23332913174067435,"('Bujumbura', 'Kamembe')"
134,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ruhengeri')]",3,0.28140397540175294,"('Bujumbura', 'Kamembe')"
135,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",2,0.2827102425650359,"('Bujumbura', 'Kamembe')"
136,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",5,0.34003042742122297,"('Bujumbura', 'Ngozi')"
137,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ruhengeri')]",4,0.3368381028131018,"('Bujumbura', 'Ngozi')"
138,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri')]",4,0.30549106297089196,"('Bujumbura', 'Ngozi')"
139,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Ruhengeri')]",3,0.28972150867662005,"('Bujumbura', 'Ngozi')"
140,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Ruhengeri')]",2,0.3048805532615493,"('Bujumbura', 'Ngozi')"
141,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.33375066947749094,"('Bujumbura', 'Gitega')"
142,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.2810116444582372,"('Bujumbura', 'Gitega')"
143,"[('Bujumbura', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",4,0.32898840538343677,"('Bujumbura', 'Gitega')"
144,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.35254128786751315,"('Bujumbura', 'Gitega')"
145,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.3524896002702743,"('Bujumbura', 'Gitega')"
146,"[('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",4,0.37576114546115247,"('Bujumbura', 'Gitega')"
147,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.25418345445282275,"('Bujumbura', 'Kamembe')"
148,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ngozi'), ('Ngozi', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",5,0.20938256829887786,"('Bujumbura', 'Kamembe')"
149,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Kigali'), ('Kigali', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",4,0.2394520601842377,"('Bujumbura', 'Kamembe')"
150,"[('Bujumbura', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",3,0.22633893322058793,"('Bujumbura', 'Kamembe')"
151,"[('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Kigali'), ('Kigali', 'Kamembe'), ('Kamembe', 'Ruhengeri'), ('Ruhengeri', 'Mulindi')]",6,0.30229140860630116,"('Bujumbura', 'Ngozi')"
