,Chain,Length,ChainAverage,startingChain
0,"[('Busia', 'Kampala')]",1,0.589752780933466,"('Busia', 'Kampala')"
1,"[('Busia', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Kasese'), ('Kasese', 'Kampala')]",4,0.33835230718783804,"('Busia', 'Tororo')"
2,"[('Busia', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Kasese'), ('Kasese', 'Masindi'), ('Masindi', 'Kampala')]",5,0.2723146927231232,"('Busia', 'Tororo')"
3,"[('Busia', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Kampala')]",3,0.5065307820137465,"('Busia', 'Tororo')"
4,"[('Busia', 'Tororo'), ('Tororo', 'Kampala')]",2,0.3260793843049686,"('Busia', 'Tororo')"
5,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Kampala')]",4,0.21069597385804958,"('Busia', 'Tororo')"
6,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Kampala')]",5,0.27211127652840644,"('Busia', 'Tororo')"
7,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kampala')]",3,0.19806462044740322,"('Busia', 'Tororo')"
8,"[('Busia', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Lira')]",6,0.31657121632758173,"('Busia', 'Kampala')"
9,"[('Busia', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",4,0.32749617944614856,"('Busia', 'Kampala')"
10,"[('Busia', 'Kampala'), ('Kampala', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",5,0.26362979052977165,"('Busia', 'Kampala')"
11,"[('Busia', 'Kampala'), ('Kampala', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Lira')]",5,0.3301674527751003,"('Busia', 'Kampala')"
12,"[('Busia', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",3,0.4920559450248272,"('Busia', 'Kampala')"
13,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Lira')]",4,0.4272005427858073,"('Busia', 'Kampala')"
14,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",6,0.25829436795733696,"('Busia', 'Kampala')"
15,"[('Busia', 'Tororo'), ('Tororo', 'Soroti'), ('Soroti', 'Lira')]",3,0.437525231427931,"('Busia', 'Tororo')"
16,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",5,0.2744781410922131,"('Busia', 'Tororo')"
17,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",6,0.23009249005422153,"('Busia', 'Tororo')"
18,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",4,0.38464345568773817,"('Busia', 'Tororo')"
19,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",6,0.28819982492886903,"('Busia', 'Tororo')"
20,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",5,0.2307079461769171,"('Busia', 'Tororo')"
21,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Soroti'), ('Soroti', 'Lira')]",6,0.2190709663655563,"('Busia', 'Tororo')"
22,"[('Busia', 'Tororo'), ('Tororo', 'Masindi'), ('Masindi', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",5,0.29612178309664505,"('Busia', 'Tororo')"
23,"[('Busia', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Soroti')]",5,0.3119456193547412,"('Busia', 'Kampala')"
24,"[('Busia', 'Kampala'), ('Kampala', 'Kasese'), ('Kasese', 'Soroti')]",3,0.32342850553093655,"('Busia', 'Kampala')"
25,"[('Busia', 'Kampala'), ('Kampala', 'Masindi'), ('Masindi', 'Kasese'), ('Kasese', 'Soroti')]",4,0.2446124378642684,"('Busia', 'Kampala')"
26,"[('Busia', 'Kampala'), ('Kampala', 'Masindi'), ('Masindi', 'Tororo'), ('Tororo', 'Soroti')]",4,0.32778451567092926,"('Busia', 'Kampala')"
27,"[('Busia', 'Kampala'), ('Kampala', 'Soroti')]",2,0.5682343169413485,"('Busia', 'Kampala')"
28,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Soroti')]",3,0.45636765665048157,"('Busia', 'Kampala')"
