,name,country,lat,long
0,Lira,Uganda,2.258083,32.887407
1,Kisumu,Kenya,-0.091702,34.767957
2,Nakuru,Kenya,-0.28149,36.078419
3,Eldoret,Kenya,0.514277,35.26978
4,Meru,Kenya,0.051472,37.645604
5,Mombasa,Kenya,-4.043477,39.668207
6,Gulu,Uganda,2.772404,32.288073
7,Nairobi,Kenya,-1.292066,36.821945
8,Makueni,Kenya,-1.786495,37.631107
9,Soroti,Uganda,1.71553,33.610088
10,Machakos,Kenya,-1.517684,37.263415
