,EigCentralityValue
Gulu,5.83267279733423e-06
Soroti,8.970636317067665e-06
Lira,1.0700111583243234e-05
Kisumu,0.07204175111649752
Eldoret,0.09644993395870767
Nakuru,0.30822368186483445
Meru,0.39716388186883594
Mombasa,0.4012460035494556
Nairobi,0.41628021568688933
Machakos,0.4317022529546639
Makueni,0.4605561859753293
