,EigCentralityValue
Busia,4.110208110518913e-27
Nairobi,4.110208110518913e-27
Eldoret,3.168960790797943e-06
Mombasa,1.5252028953518035e-05
Meru,1.7440974199762675e-05
Machakos,3.567006984754384e-05
Makueni,3.65816142411001e-05
Mulindi,0.0357469126055695
Kamembe,0.28787565266073434
Ruhengeri,0.35668846321355
Kigali,0.35694143602416983
Bujumbura,0.43964606129519235
Ngozi,0.47156671403292144
Gitega,0.4955321282723043
