,EigCentralityValue
Meru,8.805174522962414e-10
Nairobi,5.851040464474547e-07
Kisumu,2.193555083630815e-06
Eldoret,2.29271578441494e-06
Nakuru,2.498141662713008e-06
Mulindi,0.0014717646903561644
Kabale,0.002710367273476227
Ruhengeri,0.01190045123027228
Gulu,0.029322258027548034
Kasese,0.055378338204099084
Masindi,0.05756067171968795
Lira,0.23865169823818866
Tororo,0.32743764469596054
Kampala,0.38625534160748504
Busia,0.5701039606647903
Soroti,0.5951699940797543
