Date,Arusha,Bujumbura,Busia,Dar es salaam,Dodoma,Eldoret,Gicumbi,Gitega,Gulu,Iringa,Kabale,Kamembe,Kampala,Kapchorwa,Kasese,Kicukiro,Kigali,Kigoma,Kisumu,Kitale,Kobero,Lira,Machakos,Makueni,Masindi,Mbale,Mbeya,Meru,Mombasa,Morogoro,Moshi,Mulindi,Musoma,Mwanza,Nairobi,Nakuru,Ngozi,Rubavu,Ruhengeri,Ruhuha,Songea,Soroti,Tanga,Tororo,Tunduma,Product
2016-06-15,887.1178896921867,,,,,1176.8362992645425,,,,,,,,,,,,,730.3693433731775,,,,376.6625734907214,377.1310592786452,1384.5704754411288,,,,423.97963807102343,,,,,,,471.2967026513255,,,,,,,,,,Cow Peas
2016-07-01,794.318797447487,,,,,1173.1229572681277,,,,,,,,,,,,,658.4806408232723,,,,376.4080826266365,376.4080826266365,,,,,423.1088372949537,,,,,,,,,,,,,,,,,Cow Peas
2016-07-15,794.6905884026851,,,,,1121.7849412504468,,,,,,,,,,,,,725.2155248574986,,,,374.8619674673778,374.39514060876337,,,,,421.07782647020514,,,,,,,467.76051233164696,,,,,,,,,,Cow Peas
2016-08-01,,,,,,936.559144792613,,,,,,,,,,,,,748.500681737594,,,,,374.71698717910726,1385.180386448413,,,,467.8129260859963,,,,,,,,,,,,,,,,,Cow Peas
2016-08-15,,,,,,841.3189415743731,,,,,,,,,,,,,747.2179303905285,,,,373.60896519526426,373.60896519526426,1500.534125995242,,,,467.2441297890898,,,,,,,,,,,,,,,,,Cow Peas
2016-09-01,,,,,,747.799766604624,,,,,,,,,,,,,747.799766604624,,,,373.899883302312,373.899883302312,1490.183368918643,,,,514.3448643437277,,,,,,,,,,,,,,,,,Cow Peas
2016-09-15,,,,,,838.6634086347217,,,,,,,,,,,,,745.478585453086,,,,,372.739292726543,1482.2496152700312,,,,512.748330541737,,,,,,,,,,,,,,,,,Cow Peas
2016-10-01,,,,,,836.5304123774185,,,,,,,,,,,,,604.0581486062354,,,,371.58588483505224,371.58588483505224,1470.1838148223383,,,,603.5959771076843,,,,,,,,,,,,,,,,,Cow Peas
2016-10-15,,,,,,739.6136086269746,,,,,,,,,,,,,555.4010037385625,,,,462.3736382699144,416.32048704781135,1443.0073760395223,,,,601.4541549606655,,,,,,,,,,,,,,,,,Cow Peas
2016-11-01,,,,,,634.6630198186124,,,,,,,,,,,,,552.5193607097682,,,,459.8209297601227,413.930617408813,1412.9827682246823,,,,597.4918668140516,,,,,,,,,,,,,,,,,Cow Peas
2016-11-15,,,,,,667.4543694934584,,,,,,,,,,,,,593.3943641113076,,,,457.160527050314,411.44447434528263,1365.5627568144837,,,,594.7658456924586,,,,,,,,,,,,,,,,,Cow Peas
2016-12-01,,,,,,763.3025485278476,,,,,,,,,,,,,569.0611780343351,,,,454.5202526436706,408.97714115632886,1356.4668099847381,,,,591.1495871056958,,,,,,,,,,,,,,,,,Cow Peas
2016-12-15,,,,,,608.1482466394972,,,,,,,,,,,,,541.9860677949617,,,,451.3529460901186,406.0363852376971,1369.2180187938247,,,,587.9823770601696,,,,,,,,,,,,,,,,,Cow Peas
2017-01-01,,,,,,673.6782594880955,,,,,,,,,,,,,625.4295488018664,,,,447.315149539619,404.02658668094614,1360.6922580073435,,,,595.8189693464548,,,,,,,,,,,,,,,,,Cow Peas
2017-01-15,,,,,,697.4324382443696,,,,,,,,,,,,,613.6064240323059,,,,,436.3423459785286,,,,,613.382887994407,,,,,,,,,,,,,,,,,Cow Peas
2017-02-01,,,,,,714.1350727577303,,,,,,,,,,,,,630.3538631045888,,,,,435.52930414926755,1640.1697307147929,,,,608.189521926509,,,,,,,,,,,,,,,,,Cow Peas
2017-02-15,,,,,,726.0400645921115,,,,,,,,,,,,,648.8859432866828,,,,518.7570549310879,432.59062885778854,1629.3321966345186,,,,605.3631056272102,,,,,,,,,,,,,687.62882105469,,,,Cow Peas
2017-03-01,,,,,,693.7116966280065,,,457.3620386786254,,,,,,762.6455669591858,,,,692.8396517548098,,,,519.738744425257,518.8666995520603,1625.0996970388794,,,,605.1991419985375,,,,,,,,,,,,,686.0430580179382,,,,Cow Peas
2017-03-15,,,,,,685.4103048241326,,,607.8702407812241,,,,,,759.83780097653,,,,684.5459790929546,,,,514.2738100508939,513.409484319716,1618.1397903636282,,,,600.0581388703077,,,,,,,,,,,,,682.5051963801021,,,,Cow Peas
2017-04-01,,,,,,742.7953541311978,,,577.5953167755232,,,,,,,,,,675.1127324744912,,,,507.1912914021558,506.3345493558684,1607.3972970925822,,,,633.9891142526948,,,,,,,,,,,,,578.0439344972906,,,,Cow Peas
2017-04-15,,,,,,798.9288480967048,,,625.3989126871764,,,,,,,,,,714.4267583941687,,,,588.9539585328272,588.9539585328272,1600.6275462050912,,,,756.2510250146158,,,,,,,,,,,,,625.3989126871764,,,,Cow Peas
2017-05-01,,,603.1198479702595,,,919.0638330332077,,,620.7405831735325,,,,,,,,,,713.4809677676255,,,,587.1973876561924,586.7721904167599,1587.8735938240668,,,,753.2369096545582,,,,,,,,,,,,,620.2944886114244,,,,Cow Peas
2017-05-15,,,,,,1010.7966297841677,,,625.5660438598851,,,,,,,,,,716.4978226358362,,,,674.1495931188525,674.1495931188525,1250.237143451015,,485.41543986841157,569.3484190616705,968.8761601612949,,,,,,185.647794044151,,,,,,,625.1185717255075,,,,Cow Peas
2017-06-01,,,,,,928.7031253881252,,,629.7481122458727,,,,,,,,,,635.2019523043896,,,,667.9088278972986,667.9088278972986,1262.8626612999021,,487.5654877375037,,973.4599025152637,,,,,,,,,,,,,505.4143794646134,,,,Cow Peas
2017-06-15,,,,,,930.8237678776596,,,380.6524270113032,,,,,,,,,,679.7932465057751,,,,593.7379945626141,593.3055561106383,1370.3037428639761,761.7547977897592,488.7970675876163,471.57413187948333,849.7415581322189,,,,,,,,,,,,,431.49607269957414,,,,Cow Peas
2017-07-01,,,,,,872.5635000482647,,,329.25522621182637,,,,,,,,,,639.6481434616761,,,,664.8516708535085,596.1937858895514,1292.2140042423048,760.4442621823825,474.07172911614225,566.6448227405066,638.1272409466518,,,,,,,,,,,,,457.12352296669314,,,,Cow Peas
2017-07-15,,,,,,848.2432444855286,,,456.51543561608685,,,,,,,,,,593.7269492172712,,,,593.9435588302655,593.510339604277,1217.2242760109089,760.7088403948219,469.29281967753985,509.24920014950914,678.4213078980275,,,,,,,,,,,,,557.0119234170616,,,,Cow Peas
2017-08-01,,,,,,758.8534376730177,,,503.1127051738864,,,,,,908.6647724113093,,,,549.3805194764249,,,,590.41129726751,590.41129726751,1210.577423502381,756.6953171641255,468.78300007855165,674.2004645461471,634.0334926032954,,,,,,,,,,,,,607.8778209887352,,,,Cow Peas
2017-08-15,,,,,,853.5182827102999,,,503.66157483933324,,,,,,,,,,597.311196070796,,,,596.6614739575936,595.5786037689228,1208.9670186090045,931.3706257149058,489.49245790246437,640.1928555421584,640.1928555421584,,,,,,314.4655027899912,,,,,,,604.4835093045023,,,,Cow Peas
2017-09-01,,,,,,858.809644134305,,,700.1197686415428,,,,,,,,,,601.2101909367112,,,,,,1200.4601383331421,924.8715924602292,487.8684726446306,642.0438310725862,642.9126319265409,,,,,,,,,,,,,600.2300691665711,,,,Cow Peas
2017-09-15,,,,,,858.476426500972,,,626.0414534639677,,,,,,,,,,643.203657622048,,,,,515.0858559005832,1198.2059397379355,874.4988724062822,324.8993713319002,667.1712735903493,694.6250882449489,,,,,,,,,,,,,499.5864230345461,,,,Cow Peas
2017-10-01,,,,,,946.8841613829495,,,622.2096487017217,,,,,,,,,,646.119478542936,,,,,709.0702261141016,1193.5132561198798,870.5155356612869,325.0042654552867,813.1138227942225,688.9609595288682,,,,,,,,,,,,,497.0563681661485,,,,Cow Peas
2017-10-15,,,,,,964.6096746122537,,,614.4741162322687,,,,,,,,,,645.1155446363258,,,,,730.8975302189036,1180.4488272007304,861.4206292727531,465.604102568333,849.9419183743179,688.0065374276147,,,,,,,,,,,,,368.8624492082192,,,,Cow Peas
2017-11-01,,,,,,945.1317913327778,,,493.39645839309674,,,,,,,,,,622.6389779711994,,,,,730.8668650640118,1185.3983503992993,866.5609278275869,463.7977073327132,813.2427467378932,687.9262458935842,,,,,,,,,,,,,297.46284675684893,,,,Cow Peas
2017-11-15,,,,,,946.5432696458147,,,617.4432335990147,,,,,,,,,,599.5648042262501,,,,,710.1259525274463,1185.37555706046,864.5537402497531,483.6369209322725,809.7620861743742,687.8389226327388,,,,,,,,,,,,,369.4446388740599,,,,Cow Peas
2017-12-01,,,,,,1046.0107438378527,,,738.1334596481744,,,,,,,,,,556.1290454737916,,,,,682.5220103541989,1180.924977133582,861.4508972678603,486.62377877147406,853.3704318477147,769.4716534357203,,,,,,,,,,,,,492.8269589612586,,,,Cow Peas
2017-12-15,,,,,,1054.744358327868,,,692.6579481399812,,,,,,,,,,550.7532117377044,,,,,627.3910407295076,1184.4362224595964,863.6052202321467,485.4751003680726,847.3459397568298,762.481451155737,,,,,,,,,,,,,493.773767768162,,,,Cow Peas
2018-01-01,,,,,,1034.973474352527,,,488.5060174126815,,,,,,903.2920358339948,,,,547.1680213534557,,,,,630.1895843418339,1172.4144417904356,854.4414340927266,480.78125799126656,756.2275012102007,756.6576647490006,,,,,,,,,,,,,561.3378236451176,,,,Cow Peas
2018-01-15,671.4671436330457,1178.762660660573,,,,1054.8799747396195,,,552.8836988223204,,,,,,886.3902512846197,,,,547.7343570741969,,,,589.6048461485115,585.3323472633773,984.9767421589611,860.6334203354673,375.9862134967647,590.4593459255383,669.9278251890333,,,,,,,,,,,,,566.65028088135,,,,Cow Peas
2018-02-01,667.5653611219481,1181.2672734506268,,,,1150.9062015604607,,,614.5931647701449,,,,,,885.9200604887566,,,,589.0331149579349,,,,591.5793676162546,509.67490710697393,983.6155057556871,860.1639885547476,372.97352300151056,606.0081326800656,592.8524939454144,,,,,,,,,,,,,613.7050243586274,,,,Cow Peas
2018-02-15,662.8828908977009,1188.8480239525288,,,,1082.258557798345,,,613.5727311904506,526.8957015380803,,,,,,,,,584.1161842322842,,,,529.3289519449849,502.7782162980629,982.1593827070245,856.786759655113,472.2384710880719,601.8166746635657,584.5376244806481,,,,,,,,,,,,,612.2436927835398,,,,Cow Peas
2018-03-01,658.2656511625045,,,,,1026.2732652633454,,,658.5210296525214,541.0283650055941,,,,,,,,,583.4522560265511,,,,540.7606275368034,500.16172593380816,1168.9853177388718,852.0996947450076,540.5941528346425,600.1940711205698,584.2893467812521,,,,,,,,,,,,,609.0214623229359,,,,Cow Peas
2018-03-15,577.9569648478212,,,,,970.3547155360251,,,727.3695194196318,538.9643660200072,,,,,,,,,580.3835402263458,,,,499.7285210258364,499.7285210258364,1164.3208690709885,848.7448943227864,539.8308682161809,598.6764311790387,581.21503526965,,,,,,,,,,,,,606.4355095161251,,,,Cow Peas
2018-04-01,575.8159679716287,,,,,1031.6410845833523,,,720.2201063168293,537.7740721897193,,,,,,,,,577.3555789621804,,,,536.0568966329829,515.4075554683842,1153.0574039931612,840.1098669766687,537.7740721897193,594.2880387171513,577.3555789621804,,,,,,,,,,,,,600.33034565699,,,,Cow Peas
2018-04-15,571.3920724787245,1167.6494849128092,,,,1046.4055588877366,,,838.0997987518355,532.4924608878885,,,,,,,,,577.8657564006904,,,,537.5877733798742,532.2447756322149,1149.4191363784355,838.0997987518355,,597.1827482576125,578.6877560541765,,,,,,,,,,,,,526.7804611252355,,,,Cow Peas
2018-05-01,607.5910472159262,1171.3512220966645,,,,1034.0325386643296,,,831.2739891087579,532.3984140611815,,,,,1045.3434913172403,,,,575.9168569776012,,,,534.604639254066,533.7865755367683,1140.5342330779793,831.7126561214802,,502.29112242080566,576.3258888362501,,,,,532.3984140611815,497.79177197566815,,,,,,,522.8910791649812,,,,Cow Peas
2018-05-15,609.6127549276713,,,,,1049.3381112921427,,,830.659191729093,457.2095661957535,,,,,998.3715655348612,,,,576.8483587526109,,,,514.3975392865163,495.49794918493507,1138.8636064192744,830.659191729093,,533.2971293880976,535.7622933143908,,,,,533.4111605617124,410.8606543822015,,,,,,,522.4547770389116,,,,Cow Peas
2018-06-01,611.6421688217062,1183.5509273028438,,,,1023.0978685351016,,,810.2699554967575,459.38230977460057,,,,,964.5024687176696,,,,495.247052134781,,,,371.8479949778647,288.8941137452889,1117.416755329856,696.023649407193,,313.65646635202796,412.70587677898413,,,,,574.3363344113042,607.0903447418857,,,,,,,516.7448306204918,,,,Cow Peas
2018-06-15,614.3848692874684,,,,,1067.8987875045661,,,797.1021854266369,460.5714013046085,,,,,847.0854907834226,,,,497.46837927231337,,,,413.727868761474,247.90507567070284,1095.2482173793942,981.2512051621635,,331.6455861815422,331.6455861815422,,,,,576.1487529527461,617.2753472803955,,,,,,,,,,,Cow Peas
2018-07-01,613.6548652712039,,,,,1071.877355376573,,,703.4926027752819,421.72451379276356,,,,,793.6166551208714,,,,498.8768732483039,,,,311.9021519724371,249.43843662415196,1098.98844413651,972.9897690125789,,333.13981519085405,332.3069656528769,,,,,575.3558382188168,664.6139313057538,,,,,,,317.1841648085071,,,,Cow Peas
2018-07-15,460.46468526270735,,,,,997.0468660964686,,,704.8595342589658,460.46468526270735,,,,,778.046432748154,,,,499.7707810875543,,,,215.37542812258997,187.10220589800286,1130.040563577106,939.6675002451109,,303.93713891431133,332.6261438186718,,,,,575.5808565783842,623.2582369802362,,,,,,,329.3410432013462,,,,Cow Peas
2018-08-01,460.47063611519434,1158.4718242946037,,,,915.3893615499205,,,707.9500693227138,460.47063611519434,,,,,778.2245247334243,,,,,,,,214.21356487970928,249.0855405578015,1132.1995593947813,1014.641674108963,,291.43008245262774,208.40156893336058,,,,,498.9160023183605,581.6147372024665,,,,,,,353.9750346613569,,,,Cow Peas
2018-08-15,383.3950838130474,1120.4631231682667,,,,925.2092482561685,,,725.3109874536276,,,,,,765.4860451267589,,,,,,,,196.6069652544358,247.8239057829023,1113.6698782938963,927.9142352890959,,247.8239057829023,206.5199214857519,,,,,498.6756101531892,456.8220663264832,,,,,,,348.1838331671375,,,,Cow Peas
2018-09-01,459.1541969421466,1031.9229089489224,,,,920.5466186095305,,,716.7160774860423,,,,,,804.477229831272,,,,513.2869315371892,,,,246.57498712755282,205.47915593962733,1100.4560181328309,845.3463939136093,,254.38319505325865,205.47915593962733,,,,,382.33752521038065,508.7663901065173,,,,,,,344.1613817459987,,,,Cow Peas
2018-09-15,459.7487701097641,1055.5040708931904,,,,891.2073777183435,,,,,,,,,830.0138847187683,,,,495.1152098435242,,,,206.29800410146842,,1092.0328057514844,797.2615195896788,,255.80952508582084,206.29800410146842,,,,,383.7066731524457,494.29001782711833,,,,,,,341.31412081893274,,,421.2906980853732,Cow Peas
2018-10-01,460.3448851368621,,,,,869.0898061399497,,,687.2747437600592,,,,,,859.9568401821846,,,,496.2676776719064,,,,,,1099.1215437268283,801.244927398662,,264.2894644029018,207.12340470446847,,,,,383.3290108173871,533.1356437093018,,,,,,,389.3981274318928,,,383.3290108173871,Cow Peas
2018-10-15,458.7722944929616,,,,,902.2128702772214,,,803.5702574696134,,,,,,940.9548498757085,,,,577.980120021345,,,,247.9426913721408,206.48070284837144,1102.100928389776,803.5702574696134,,264.5274867816486,206.48070284837144,,,,,420.32280695450385,495.8853827442816,,,,,,,458.81269539394054,,,381.8733194160461,Cow Peas
2018-11-01,458.07699817134784,,,,,832.4772291333234,,,807.6284536946746,,,,,,888.9101181992778,,,,571.0312399239546,,,,287.17559449664,246.5062183974048,1108.5435520734184,808.0608029739544,,296.3054544372846,205.83684229816967,,,,,609.896803279566,453.5880415965715,,,,,,,461.7490302708311,,,381.2945680016743,Cow Peas
2018-11-15,455.13496825152936,,,,,811.5599895465117,,,756.4410010011462,,,,,,863.762149884604,,,,567.5128978887941,,,,283.75644894439705,,1119.0826250508946,817.0255205321304,,284.17008808279996,243.6334525193147,,,,,605.686305741997,434.32109532305674,,,,,,,463.90432098010797,,,379.42418003377975,Cow Peas
2018-12-01,453.9442565479766,,,,,809.7443480421717,,,817.7769815617712,,,,,,865.8560307955406,,,,567.3157957770002,,,,311.69385291236347,283.6578978885001,1122.2776267089773,818.6432707371545,,307.57091835003064,243.25313917763816,,,,,604.9696879807642,486.5062783552763,,,,,,,421.0165392362509,,,378.43154083158277,Cow Peas
2018-12-15,452.69969410138185,,,,,744.9531727374533,,,658.5835417117045,,,,,,823.0130724938646,,,,567.5637708314631,,,,324.32215476083604,283.987673584996,1129.8039601900527,823.0130724938646,,324.32215476083604,243.653192409156,,,,,603.3110646054745,649.46746219873,,,,,,,423.1896871182963,,,377.39400884933553,Cow Peas
2019-01-01,451.46193733901674,,,,,909.647828405217,,,,,,,,,933.2814430580094,,,,569.0434698921524,,,,,,1120.4564615129043,,,,244.05185640139968,,,,,,365.66692289098603,,,,,,,455.6177123590282,,,376.36215043940973,Cow Peas
2019-01-15,447.2699581792287,1165.867292472225,,,,915.7693555740456,,,821.150413510323,,,,,,875.5483904305653,,,,567.9570444757709,,,,364.9983311760718,324.0792357527454,1125.9517762539024,,,324.8976176612119,243.05942681455903,,,,,558.8728268227982,388.7314065216011,,,,,,,493.0356320866398,,,372.5818845485321,Cow Peas
2019-02-01,443.1236910881781,,,,,885.1632626175642,,,757.1634126634771,,,,,,872.7213822499303,,,,572.9924250645927,,,,355.77694671507066,326.84205185050024,1134.0203731804925,,,318.69137724076205,246.15037321409244,,,,,553.2642617054709,393.2700499198662,,,,,,,567.441373043927,,,368.8428411369806,Cow Peas
2019-02-15,437.50891816567804,,,,,894.5666605253506,,,684.0598035540289,,,,,,872.4989192500444,,,,569.41675317346,,,,365.99585342470266,284.70837658673,1132.3555993422667,,,325.14990735189053,325.14990735189053,,,,,546.8861477070975,338.49561250439353,,,,,,,566.1777996711334,,,364.590765138065,Cow Peas
2019-03-01,431.97143713916284,1141.8254263020197,,,,955.600650595077,,,699.7107455875596,,,,,,722.032806182991,,,,565.8953873746572,,,,363.61788720669455,323.48346257019404,1119.5371929400953,,,307.4296927155939,323.48346257019404,,,,,539.753784027687,360.0057889894095,,,,,,,559.7685964700477,,,359.5551728234357,Cow Peas
2019-03-15,430.8778380864898,1178.978291468898,,,,978.2282373340172,,,812.4662738301008,,,,,,673.919393450652,,,,559.2731115775603,,,,361.3887725990811,300.6242887107401,1114.361636632233,697.0105401805602,,319.0135404137906,239.85980482239898,,,,,646.7367160362518,359.78970723359845,,,,,,,545.2076311228309,,,323.3683580181259,Cow Peas
2019-04-01,435.6543399164837,1117.8093405210666,,,,1014.615625692272,,,804.2313542219193,,,,,,691.7752750298713,,,,557.4811130177319,,,,278.74055650886595,238.92047700759937,1103.2622920735016,687.5155750604756,,357.58431392137373,238.92047700759937,,,,,435.6543399164837,358.3807155113991,,,,,,,550.3532360459321,,,326.74075493736274,Cow Peas
2019-04-15,436.5638353236888,,,,,1065.2048210940104,,,800.2504741462798,,,,,,824.0623904864453,,,,669.6706659242791,,,,433.2229663443796,395.137430841577,1097.0490028147724,685.0178075715497,,367.7634521989376,315.3958408825841,,,,,434.8911769508011,433.2229663443796,,,,,,,571.4859921639745,,,309.44179898422385,Cow Peas
2019-05-01,435.8004164665735,,,,,1075.1038540441536,,,794.5858887030167,,,,,,772.5140584612662,,,,713.8373383837285,,,,475.1010413827473,435.5751643958299,1105.2893451830425,681.6799878509854,,411.8596382036794,475.1010413827473,,,,,509.2686859092142,435.5751643958299,,,,,,,569.6230035467139,,,326.8503123499301,Cow Peas
2019-05-15,437.0080619882316,,,,,1098.5947226002568,,,797.5369781863232,,,,,,728.7398586622634,,,,710.4377362309021,,,,472.5732415350476,433.12639332677986,1116.0421611680817,682.8751123128901,,472.5732415350476,473.362178499213,,,,,510.5390552099608,546.733316166591,,,,,,,638.7090602727529,,,327.5471516240665,Cow Peas
2019-06-01,,,,,,1114.1182154698488,,,,,,,,,786.469722751195,,,,709.4137894970556,,,,473.2049805635188,433.4431643930401,1116.608552885003,,,512.5731153857749,473.2049805635188,,,,,546.9359207115526,536.1939962791287,,,,,,,638.1834271055078,,,328.6633285009789,Cow Peas
2019-06-15,,,,,,1128.1841183587628,,,,,,,,,793.6042952998006,,,,702.8547747823931,,,,470.92842292466827,467.7836588316822,1128.246449862914,,,522.8170304589389,468.5698498549287,,,,,548.7569089332632,452.8460293899982,,,,,,,644.5906132424346,,,346.8478783181236,Cow Peas
2019-07-01,,,,,,,,,,,,,810.5802393592253,,,,,,,,,,,,,,,,458.4533338859894,,,,,,,,,,,,,,,,365.9372298301589,Cow Peas
2019-07-15,,,,,,576.4051040946446,,,,,,,,,,,1256.664305724724,,730.1131318532165,499.55109021535867,,,496.02207937396287,479.16124979840527,,,,537.1938725235804,460.3398586442944,,,,,,626.2033681898962,698.7441465963651,,,1117.0349384219771,,,,,,,Cow Peas
2019-08-01,,,,,,611.0738808691101,1013.4678580523994,,695.5826743944527,551.7447671227071,,,928.859942716111,928.859942716111,,,1289.868182975781,551.7447671227071,,535.0813597866695,,696.4325005085572,,,,,,,657.2961359604915,,,,,,764.6257791387839,687.849830003947,,,1104.5590661907988,,,,,,,Cow Peas
2019-08-15,588.2497459280141,,,478.1111636559828,,610.6101952543132,822.8402151023406,,693.2760557154415,441.39830289863903,,,924.9327462935396,924.0857382841132,,,1276.8495398170994,570.5262959072276,,534.6753376393538,,693.2760557154415,538.198088765821,501.0134935420006,694.5465677295809,,,537.0238383903319,657.9716270657054,,,,,,837.6319345155323,687.7193032447618,,,1187.1227424918693,,,,,,,Cow Peas
2019-09-01,588.9002560006403,,,405.2646923015159,,608.1916127584003,991.3008571688692,,695.6278313435128,404.84254158036845,754.300324399792,,696.4720398766966,696.4720398766966,,,1081.120835538742,515.8681812421379,,532.7054511748819,,695.6278313435128,496.33129041183923,458.00152960777285,695.6278313435128,,,,654.7348937347666,,,,,,571.0352119789483,685.2422543747379,,,1080.3005617636748,,,,,,,Cow Peas
2019-09-15,589.5258320422324,,,405.4045836393575,,608.3550728185598,982.6122124814337,,694.5442942650664,441.7220775903833,810.5125279765983,,694.5442942650664,694.5442942650664,,,1115.82705223327,497.46520784079496,,532.4083066675908,,694.5442942650664,494.33730564075535,486.91834133809,694.5442942650664,,,631.0024375319595,654.6910603931015,,,1070.6073359872337,,,570.8697794998296,682.935187650617,,,1070.6073359872337,,,,,,,Cow Peas
2019-10-01,592.2640514223758,,,,,606.5688632328798,797.1988391392839,,693.0415151921568,481.16173649792154,807.6356137528052,,692.1989115262696,692.1989115262696,,,1148.8566011758512,,,530.9426682025593,,692.1989115262696,,,692.1989115262696,,,629.1787565924601,654.1276044375144,,,,,,569.1455914652985,682.9747097583582,,,1061.8526669550665,,,,,,,Cow Peas
2019-10-15,590.4399254516702,,,406.26987018944334,,541.0148108634374,954.2512379106585,,688.9752477440162,442.9353045322665,804.2250755107198,,688.9752477440162,688.9752477440162,,,1128.5817803337875,,,529.3550089051737,,688.9752477440162,512.2539660330535,455.1209364375612,688.9752477440162,,,630.4066258767928,,,,,,,568.2210154327195,681.3210944278777,,,1043.6006047562257,,,,,,,Cow Peas
2019-11-01,587.7835273489873,,,586.9426353213063,,648.6772324226954,930.9009240431312,,687.0218243064978,477.62667172278225,801.2455016973092,,687.0218243064978,687.0218243064978,,,1120.3556347152257,550.7842781310253,,672.3148137714317,,687.0218243064978,498.3267149913897,,687.0218243064978,,,629.3021657434034,,,,,,,572.7269710398708,687.4273657812794,,,1034.5942430529608,,,,,,,Cow Peas
2019-11-15,585.9961850893849,,,585.9961850893849,,650.2454037351508,935.3222071708399,,686.4843753369164,476.1742963244215,800.8984378930692,,686.4843753369164,686.4843753369164,,,1273.447055286156,549.109443824817,,671.8687663296689,,686.4843753369164,,,686.4843753369164,,,634.0278817892623,,,,,,,574.9497661292397,689.6308141751659,,,1103.6019348208235,,,,,,,Cow Peas
2019-12-01,584.219679838589,,,583.8017830718946,,650.26344172835,1206.93921213727,,686.7855976325455,474.312830197996,800.9710228174937,,688.876905786116,686.7855976325455,,,1294.1594286393774,547.4447643694932,,673.3497177660429,,686.7855976325455,,,686.7855976325455,,,629.8705645617213,,,,,,,611.7863149988618,688.7405684578381,,,1120.8976472095153,,,,,,,Cow Peas
2019-12-15,582.1410582662234,,,582.1410582662234,,651.5103439027279,1025.109348835464,,689.92105659846,472.8853582191241,804.489765391174,,782.3286647852841,689.92105659846,,,1266.8210002121828,546.2785002354962,,678.3688386454787,,689.92105659846,,,689.92105659846,,,423.5968313713849,,,,,,,613.9084512628766,689.8796221066576,,,,,,,,,,Cow Peas
2020-01-01,582.2905810095973,,,580.9035143564062,,,1014.140311009971,,685.948493502864,473.54455539941995,804.2443031685011,,800.482245617297,685.948493502864,,,1186.5165521267961,545.3252547020561,,673.0291529292579,,685.948493502864,,,685.948493502864,,,,,,,,,,614.488243095161,687.1861049806407,,,1103.6812875168803,,,,,,,Cow Peas
2020-01-15,576.0063463982001,,,576.0063463982001,,649.9638270718448,1007.236263037055,,687.314074183328,468.4189541111799,801.7272311251456,,801.7272311251456,687.314074183328,,,1171.914502547191,540.419747410955,,672.0870089792197,,687.314074183328,,,687.314074183328,,,,485.94713362061634,,,,,,633.9435918975387,633.9435918975387,,,1088.9886432214219,,,,,,,Cow Peas
