Date,Arusha,Babati,Bujumbura,Bukavu,Busia,Dar es salaam,Dodoma,Eldoret,Gicumbi,Gitega,Goma,Gulu,Iringa,Juba,Kabale,Kamembe,Kampala,Kapchorwa,Kasese,Kasumbalesa,Kicukiro,Kigali,Kigoma,Kimironko,Kisumu,Kitale,Kiyanzi,Kobero,Kolwezi,Likasi,Lira,Lubumbashi,Machakos,Magwi,Makueni,Masindi,Mbale,Mbeya,Meru,Mombasa,Morobo,Morogoro,Moshi,Mulindi,Musoma,Mwanza,Nairobi,Nakuru,Ngozi,Owino,Rubavu,Ruhengeri,Ruhuha,Songea,Soroti,Tanga,Tororo,Tunduma,Uvira,Yei,Product
2016-12-01,562.5,,664.0,,301.25,422.0,,379.0,,546.0,,,,468.75,363.5,,336.0,,532.0,,,,,491.5,349.5,,,,,,251.25,,,,,419.5,336.0,,,399.5,,,,338.0,,,579.0,333.0,575.5,,,491.0,,,,,279.5,,,,Red Sorghum
2016-12-15,516.0,,606.0,,304.5,421.0,,389.0,,574.75,,,,,365.75,,338.5,,532.0,,,,,514.5,349.0,,,,,,253.75,,,,,423.5,337.25,,,399.0,,,,306.75,,,578.0,332.0,603.25,,,490.5,,,,,282.25,,,,Red Sorghum
2017-01-01,468.5,,665.0,,331.5,421.0,,357.0,,575.25,,,,497.0,378.0,,337.0,,532.0,,,,,490.75,347.0,,,,,,266.75,,,,,421.0,336.75,,,397.0,,,,270.0,,,575.0,330.0,606.0,,441.0,490.0,,,,,336.25,,,,Red Sorghum
2017-01-15,464.0,,665.0,,365.5,547.75,,354.0,,543.5,,,,554.5,394.0,,338.0,,,,,,,452.5,343.0,,,,,,310.0,,,,,,338.0,,,392.0,,,,257.5,,,568.0,328.25,604.5,,429.0,,,,,,337.0,,,,Red Sorghum
2017-02-01,503.75,,722.0,,351.75,549.5,,393.0,,601.5,,,,545.0,395.75,,339.5,,,,,,,439.75,343.5,,,,,,297.0,,,,,508.75,339.5,,,392.0,,,,244.5,,,569.5,343.5,661.75,,384.25,427.25,,,,,339.25,,,,Red Sorghum
2017-02-15,,,780.25,,348.25,547.5,,393.0,,599.5,,281.5,,588.75,394.5,,339.25,,,,,,,421.25,393.5,,,,,,310.0,,,,,507.0,338.0,,,393.0,,,,243.5,,,610.0,467.25,600.5,,340.5,426.0,,,310.0,,338.0,,,,Red Sorghum
2017-03-01,,,717.5,,353.25,686.5,,401.5,,572.5,,254.0,,555.5,395.25,,338.5,,564.25,,,,,439.0,496.25,,,,,,310.5,,,,,507.0,,,,495.0,,,,257.0,,,635.75,496.5,540.25,,330.5,453.0,,,310.0,,338.0,,,,Red Sorghum
2017-03-15,594.25,,771.0,,390.5,686.0,,417.0,,537.0,,364.0,,514.0,422.0,474.5,371.75,,548.5,,,,,440.0,494.5,,,,,,350.0,,,,,506.5,,,,494.5,,,,305.75,,,629.5,494.0,542.0,,344.75,453.0,509.0,,364.25,,364.0,,,,Red Sorghum
2017-04-01,593.75,,745.5,,418.75,685.75,,438.25,,539.25,,364.0,,505.0,420.0,451.5,364.5,,496.5,,,,,433.0,493.0,,,,,,364.0,,,,,504.5,,,,492.5,,,,362.0,,,641.0,467.0,658.5,,368.0,452.5,488.0,,392.0,,392.25,,,,Red Sorghum
2017-04-15,588.5,,731.5,,488.0,702.0,,432.0,,538.0,,365.0,,620.0,446.0,433.0,432.75,,516.0,,,,,439.0,516.75,,,,,,405.75,,,,,643.0,,,,492.0,,,,362.0,,,688.0,541.5,657.75,,365.75,487.0,512.0,,419.5,,412.25,,,,Red Sorghum
2017-05-01,588.0,,745.0,,491.75,678.0,,444.0,,529.0,,389.5,,628.0,444.75,474.0,500.75,,501.5,,,,,432.5,589.5,,,,,,472.25,,,,,638.75,,,,443.25,,,,371.5,,,691.0,542.0,650.5,,365.5,487.0,510.5,,417.0,,431.0,,,,Red Sorghum
2017-05-15,588.25,,732.75,,442.25,631.0,,459.5,,536.75,,391.0,,652.25,420.0,508.0,502.75,,559.0,,,,,429.5,591.0,,,,,,363.0,,,,,642.5,,,547.0,443.0,,,,485.25,,,803.0,542.0,655.5,,423.5,488.5,516.0,,377.5,,447.5,,,,Red Sorghum
2017-06-01,543.0,,706.75,,456.0,634.25,274.0,464.0,,499.75,,310.0,,855.0,421.25,519.0,464.5,,563.0,,,,,419.75,590.0,,,,,,367.0,,,,,563.5,,,547.0,443.0,,,,500.0,,,847.0,492.0,529.5,,424.75,546.0,499.5,,366.75,,423.0,,,,Red Sorghum
2017-06-15,452.0,,764.0,,328.25,456.0,272.0,471.0,,499.5,,310.0,,846.5,381.0,485.5,366.5,,562.0,,,,,420.5,589.5,,,,,,338.5,,,,,507.75,,,544.5,442.0,,,,425.0,,,835.5,491.0,529.0,,413.0,545.25,485.0,,309.75,,367.5,,,,Red Sorghum
2017-07-01,361.75,,705.75,,264.5,444.5,181.5,499.5,,529.0,,281.0,,816.5,421.25,427.5,323.5,,562.0,,,,,427.5,588.0,,,,,,309.5,,,,,505.5,,248.5,545.0,297.0,,,,386.0,,,804.0,441.0,441.5,,414.75,366.5,525.0,,253.0,,211.5,,,,Red Sorghum
2017-07-15,361.0,,731.5,,261.5,452.0,181.0,479.5,,469.5,,281.5,,811.25,421.5,457.75,338.25,,563.0,,,,,415.5,489.5,,,,,,338.5,,,,,618.0,,249.0,500.5,440.5,,,,402.5,,,822.25,489.5,498.5,,426.5,427.5,493.0,,247.5,,253.0,,,,Red Sorghum
2017-08-01,549.0,,703.0,,250.0,361.5,180.5,478.0,,524.1666666666667,,320.5,,,378.0,438.41666666666663,307.5,,560.5,,,,,423.5,440.0,,,,,,307.5,,,,,616.0,,248.5,412.0,342.75,,,,385.0,,,803.0,439.0,469.0,,414.25,427.5,485.0,,224.25,,252.25,,,,Red Sorghum
2017-08-15,497.0,,701.0,,267.0,361.5,203.0,497.25,,554.5,,281.0,,,281.0,450.0,281.0,,,,,,,525.75,394.0,,,,,,253.0,,,,,618.5,,248.5,416.0,345.0,,,,388.25,,,827.75,444.0,525.5,,389.0,429.0,511.0,,239.0,,253.0,,,,Red Sorghum
2017-09-01,496.0,,697.0,,269.0,361.0,208.0,492.75,,580.0,,252.25,,,307.5,439.0,309.0,,,,,,,528.75,395.0,,,,,,253.0,,,,445.0,617.0,,225.0,416.5,414.5,,,,383.25,,,848.0,443.5,580.0,,401.0,426.0,512.0,,244.25,,252.0,,,,Red Sorghum
2017-09-15,497.0,,751.0,,257.0,360.0,208.0,492.0,,578.0,,252.0,,,365.0,450.0,336.0,,561.0,,,,,520.0,394.0,,,,,,253.0,,,,,617.0,,225.0,416.5,413.0,,,,450.0,,,728.0,394.0,580.0,,414.0,426.5,522.0,,252.0,,259.5,,,,Red Sorghum
2017-10-01,,,724.0,,262.0,360.0,207.0,499.5,,580.0,,335.75,,499.25,364.0,507.0,301.0,,600.5,,,,,531.0,374.0,,,,,,252.0,,,,,532.0,,203.0,460.0,394.0,,,,347.0,,,729.0,441.0,636.5,,398.5,511.0,533.0,,231.0,,252.0,,,,Red Sorghum
2017-10-15,,,693.5,,260.0,360.25,186.0,481.0,,636.0,,332.0,,498.0,331.5,470.0,304.0,,580.0,,,,,523.5,374.0,,,,,,235.0,,,,,497.5,,225.0,474.5,393.0,,,,369.0,,,706.0,441.0,636.0,,365.75,504.5,538.5,,235.0,,248.5,,,,Red Sorghum
2017-11-01,,,693.0,,251.5,359.0,180.0,471.0,,635.0,,332.0,,,304.5,490.5,249.5,,553.0,,,,,527.5,344.0,,,,,,221.25,,,,,499.0,,225.0,490.0,392.0,,,,420.0,,,765.0,441.0,636.0,,358.5,502.0,540.0,,222.5,,221.25,,,,Red Sorghum
2017-11-15,,,708.5,,221.5,360.25,186.5,453.0,,579.0,,278.0,,,305.5,491.5,278.0,,528.5,,,,,528.0,343.75,,,,,,222.0,,,,,500.25,,225.75,491.0,392.5,,,,426.5,,,728.0,492.0,691.0,,384.0,504.0,524.5,,195.0,,222.5,,,,Red Sorghum
2017-12-01,,,687.0,,212.0,359.0,188.25,451.0,,573.75,,167.0,,461.0,305.0,497.5,250.25,,500.0,,,,,525.5,343.0,,,,,,222.0,,,,,500.0,,224.75,490.0,392.0,,,,435.5,,,746.25,393.0,631.25,,477.5,537.5,488.5,,181.0,,222.0,,,,Red Sorghum
2017-12-15,,,688.5,,213.0,359.75,202.0,464.5,,630.5,,167.0,,477.75,334.0,500.0,251.0,,473.0,,,,,524.5,342.0,,,,,,222.5,,,,,335.0,,225.0,489.0,391.5,,,,453.0,,,724.5,489.0,631.0,,477.0,536.5,478.0,,195.0,,223.0,,,,Red Sorghum
2018-01-01,,,687.0,,239.0,359.0,201.75,460.0,,573.0,,192.0,,,330.0,500.0,235.0,,358.5,,,,,530.5,342.0,,,,,,179.0,,,,,330.0,,224.0,480.0,391.0,,,,405.0,,,742.0,440.0,630.0,,477.0,357.0,477.0,,207.0,,220.5,,,,Red Sorghum
2018-01-15,536.0,,630.0,,247.0,357.25,201.0,453.5,,573.0,,221.5,,518.0,332.0,444.0,249.0,,388.0,,,,,543.0,343.0,,,,,,166.0,,,,,388.0,,268.0,470.0,394.0,,,,370.0,,,698.5,443.0,632.0,,476.0,417.0,444.0,,194.0,,244.0,,,,Red Sorghum
2018-02-01,535.0,,629.0,,236.5,357.0,156.0,505.5,,629.0,,214.5,,560.0,332.0,443.0,249.0,,388.0,,,,,527.0,349.0,,,,,,180.0,,,,,387.0,,,435.0,398.5,,,,347.0,,,651.0,421.5,458.0,,383.0,417.5,455.0,,166.0,,250.0,,,527.0,Red Sorghum
2018-02-15,535.0,,573.0,,217.0,357.0,156.0,519.0,,574.0,,221.0,,537.0,332.0,439.0,276.5,,,,,,,522.0,349.0,,,,,,194.0,,,,,388.0,,,427.0,368.0,,,,355.5,,,716.0,446.0,458.0,,357.0,415.0,438.0,,202.0,,249.0,,,537.0,Red Sorghum
2018-03-01,980.0,,615.0,,216.5,357.0,147.0,479.0,,629.0,,220.0,,534.0,330.0,414.5,262.0,,,,,,,499.0,349.0,,,,,,207.0,,,,,413.0,,,379.0,368.5,,,,391.0,,,,448.0,427.5,206.0,379.0,415.0,403.0,,201.0,,248.0,,,496.0,Red Sorghum
2018-03-15,978.0,,527.0,,202.5,356.0,142.0,460.0,,598.5,,220.0,,530.0,288.5,437.0,233.5,,,,,,,567.0,349.0,,,,,,192.0,,,,,412.0,,267.0,380.0,320.0,,,,402.0,,,,436.75,429.0,,390.0,367.5,415.0,,201.0,,220.0,,,540.0,Red Sorghum
2018-04-01,977.0,,572.0,,193.0,355.0,147.0,480.0,,601.0,,218.0,,519.0,286.0,437.0,232.0,,,,,,,591.0,399.0,,,,,,172.0,,,,,300.0,,288.5,380.0,320.0,,,,390.0,,,,400.0,401.0,,448.0,413.0,425.0,,191.0,,177.0,,,,Red Sorghum
2018-04-15,528.0,,544.0,,224.5,352.0,154.0,473.0,,458.0,,218.0,,519.0,300.0,460.0,245.0,,,,,,,537.5,402.0,,,,,,191.0,,,,,300.0,,286.0,382.0,322.0,,,,384.0,,,,402.5,429.0,,413.0,413.0,430.5,,177.0,,191.0,,,,Red Sorghum
2018-05-01,703.0,,572.0,,209.0,341.0,163.0,482.5,,458.0,,217.0,,597.0,298.0,453.0,230.0,,311.5,,,,,581.0,402.0,,,,,,190.0,,,,,298.0,,264.0,392.0,322.0,,,,383.0,,351.0,503.0,403.0,372.0,,424.0,412.0,436.0,,176.0,,190.0,,,,Red Sorghum
2018-05-15,704.0,,544.0,,206.0,330.0,154.0,503.0,,515.0,,162.0,,597.0,270.0,469.0,216.0,,297.0,,,,,532.5,351.0,,,,,,184.0,,,,,297.0,,264.0,382.0,321.0,,,,400.0,,308.0,501.0,402.0,343.0,,399.0,412.0,435.5,,189.0,,189.5,,,,Red Sorghum
2018-06-01,706.0,,487.0,,166.5,353.0,154.0,469.0,,515.0,,159.5,,612.0,238.5,383.0,211.5,,319.0,,,,,525.0,349.0,,,,,,159.0,,,,,291.5,,,380.0,300.0,,,,394.5,,353.0,484.5,449.0,315.5,,369.0,468.5,430.0,,174.0,,185.5,,,,Red Sorghum
2018-06-15,707.0,,486.0,,186.0,353.0,146.0,485.0,,568.0,393.1,104.0,,629.0,181.5,329.0,156.0,,286.0,,,,,517.5,350.0,,,,,,104.0,,,,,286.0,,220.5,369.5,300.0,,,,390.0,,221.0,549.0,450.0,315.0,,388.0,441.5,411.0,,143.0,,130.0,,,,Red Sorghum
2018-07-01,705.0,,487.0,524.0,174.0,309.0,141.0,464.5,,572.0,377.5,105.0,,572.0,171.0,336.0,157.0,,249.0,,,,,449.0,349.0,,,,,,104.0,,,,,329.0,,,360.0,300.0,,,,328.5,,220.0,469.5,450.0,372.0,,377.0,324.5,401.0,,143.0,,129.0,,,,Red Sorghum
2018-07-15,529.0,,487.0,525.0,177.5,308.0,136.0,451.0,,515.0,315.0,108.0,,615.0,161.0,336.5,215.5,,268.0,,,,,446.0,300.0,,,,,,108.0,,,,,297.0,,,350.0,300.5,,,,327.0,,220.0,406.0,449.5,427.5,,388.0,293.0,404.0,,135.0,,135.0,,,,Red Sorghum
2018-08-01,703.0,,484.5,,153.0,439.0,132.0,461.0,,457.0,338.0,,,,163.0,338.0,191.0,,204.0,,,,,409.0,251.0,,,,,,122.0,,,,,299.0,,220.0,321.0,251.0,,,,332.0,,220.0,408.5,,428.0,,468.0,352.0,409.0,,136.0,,136.0,,,,Red Sorghum
2018-08-15,702.0,,486.0,636.0,158.0,285.0,127.0,445.5,,401.0,306.0,,,440.0,161.0,315.0,188.0,,322.0,,,,,350.0,250.0,,,,,,134.0,,,,,295.0,,175.0,350.0,250.0,,,,395.0,,220.0,422.0,400.0,343.0,,419.0,466.5,406.0,,121.0,,134.0,,,,Red Sorghum
2018-09-01,701.5,,477.0,636.0,158.0,263.0,116.0,440.0,,400.0,334.0,,,,160.0,325.0,147.0,,345.0,394.0,,,,348.25,320.0,,,,,,107.0,,,,,294.0,,131.0,350.0,250.0,,,,384.0,,,421.5,397.0,372.0,,405.0,416.16666666666663,396.0,,120.0,,133.5,,,,Red Sorghum
2018-09-15,614.5,,448.5,634.0,139.0,285.0,,429.0,,397.0,290.0,,,,158.5,325.5,132.0,,382.5,,,,,349.0,320.0,,,,,,106.0,,,,,396.0,,,310.0,250.0,,,,383.5,,307.0,410.0,347.0,370.0,,407.0,407.0,395.0,,119.0,,106.0,,,,Red Sorghum
2018-10-01,526.0,,493.0,634.0,148.0,263.0,,439.0,,369.0,340.0,,,400.5,154.0,324.0,133.0,,424.0,,,,,349.0,299.0,,,,,,106.0,,,,,398.0,,,299.0,250.0,,,,389.0,,307.0,419.0,347.0,426.5,,425.5,407.0,,,119.0,,107.5,,,317.0,Red Sorghum
2018-10-15,525.0,,482.0,634.0,157.0,262.0,,434.0,,396.0,318.0,,,367.0,159.0,371.0,146.0,,372.5,,,,,348.0,299.0,,,,,,107.0,,,,,399.0,,,299.0,199.0,,,,403.0,,306.5,420.0,349.0,425.0,,397.0,406.0,,,154.0,,133.0,,,300.0,Red Sorghum
2018-11-01,525.0,,481.0,,189.0,262.0,114.0,435.5,,398.0,284.0,,,329.0,160.0,358.0,160.0,,280.5,,,,,346.0,297.5,,,,,,120.0,,,,,401.0,,,357.0,247.0,,,,433.5,,262.0,396.0,396.5,454.0,,448.0,404.0,,,155.0,,147.0,,,329.0,Red Sorghum
2018-11-15,523.0,,483.0,,183.0,261.0,,374.0,,399.0,287.0,,,329.0,189.0,367.5,189.0,,404.0,,,,,345.5,295.0,,,,,,148.0,,,,,404.0,,,372.5,245.0,,,,393.0,,261.0,398.0,343.0,427.0,,402.5,404.0,,,155.0,,162.0,,,,Red Sorghum
2018-12-01,523.0,,483.5,,170.0,261.0,,383.0,,398.0,288.0,,,328.0,189.0,347.0,189.0,,405.0,,,,,364.0,295.0,,,,,,148.0,,,,,243.0,,,393.0,245.5,,,,416.5,,261.0,424.0,344.0,427.0,,405.0,415.5,,,148.0,,162.0,,,,Red Sorghum
2018-12-15,523.0,,481.5,,175.0,304.0,,424.0,,398.0,287.5,108.0,,327.0,177.0,357.0,163.0,,354.0,,,,,378.0,295.0,,,,,,131.0,,,,,245.0,,,394.0,246.0,,,,393.5,,261.5,425.0,345.0,482.5,,402.5,413.0,,,149.5,,136.0,,,,Red Sorghum
2019-01-01,523.0,,463.0,,205.0,262.0,,417.0,,452.0,326.0,,,453.0,189.0,339.0,203.0,,405.0,,,,,345.0,297.0,,,,,,162.0,,,,,243.0,,,,247.5,,,,430.5,,,418.0,,482.0,,373.0,315.5,,,155.5,,175.0,,,324.5,Red Sorghum
2019-01-15,521.0,,453.0,,216.0,304.0,,426.0,,453.0,269.0,,,388.0,217.0,334.0,217.0,,448.0,,,,,367.5,297.0,,,,,,190.0,,,,,245.0,,,367.0,248.0,,,,379.0,,304.0,422.0,347.0,425.0,232.0,401.0,298.5,,,177.0,,196.0,,,323.0,Red Sorghum
2019-02-01,519.0,,449.0,,228.5,303.0,112.0,452.5,,453.0,266.0,,,323.0,219.0,332.0,233.0,,458.0,,,,,423.0,301.0,,,,,,192.0,,,,,247.0,,,382.0,251.0,,,,389.0,,259.0,431.0,350.5,424.5,,343.0,345.0,,,192.0,,199.0,,,,Red Sorghum
2019-02-15,516.0,,445.5,,249.0,258.0,109.5,463.0,,451.0,273.5,,,322.0,246.0,322.0,247.0,,452.0,,,,,346.0,302.0,,,,,,219.5,,,,,302.0,,,382.0,302.0,,,,378.5,,301.0,447.0,352.0,423.0,,345.5,343.0,,,206.0,,233.0,,,,Red Sorghum
2019-03-01,513.0,,529.0,,229.0,257.0,123.0,454.0,,501.0,333.0,,,386.0,244.0,330.5,244.0,,434.0,,,,,343.0,302.0,,,,,,217.0,,,,,299.0,,,362.0,302.0,,,,387.5,,299.0,441.5,352.5,527.5,,365.0,365.0,,,204.0,,231.0,,,,Red Sorghum
2019-03-15,513.0,,528.0,,238.0,258.0,150.0,479.5,,500.0,291.0,,,385.0,231.0,328.0,244.0,,488.0,,,,,396.0,300.0,,,,,,204.0,,,,,299.0,,,350.0,300.0,,,,379.0,,299.0,443.0,349.5,528.0,,374.0,350.5,,,210.5,,217.0,,,,Red Sorghum
2019-04-01,606.0,,552.5,,248.0,281.5,165.0,480.0,,497.0,275.0,108.0,,384.0,242.0,338.0,256.0,,487.0,,,,,451.0,300.0,,,,,,215.5,,,,,297.0,,,365.0,300.0,,,,383.5,,217.0,452.5,350.0,525.0,,407.0,361.0,,,215.0,,229.0,,,,Red Sorghum
2019-04-15,520.0,,608.0,,314.0,326.0,165.0,496.0,,497.0,408.0,108.0,,447.0,283.0,359.0,262.5,,511.0,,,,,473.0,347.0,,,,,,229.0,,,,,296.0,,,388.0,398.0,,,,376.5,,217.0,460.5,397.5,525.0,,461.0,361.0,,,228.5,,229.0,,,,Red Sorghum
2019-05-01,870.0,,,,385.0,347.0,,501.5,,498.0,410.0,160.0,,445.0,401.0,352.0,415.0,,482.0,,,,,447.0,351.5,,,,,,351.0,,,,,294.0,,,411.0,401.0,,,,396.0,,349.0,451.0,551.0,526.0,,385.5,374.0,,,228.0,,374.0,,,,Red Sorghum
2019-05-15,655.0,,470.0,,328.0,327.0,,520.0,,498.0,395.5,161.0,,,349.0,324.5,402.5,,510.0,,,,,502.0,350.5,,,,,,349.0,,,,,348.0,,,420.0,300.0,,,,414.0,,348.0,455.5,550.0,552.5,,391.0,390.5,,,295.0,,349.0,,,,Red Sorghum
2019-06-01,,,,,294.0,349.0,166.0,502.0,,496.5,,214.0,,,349.0,345.0,416.0,,589.0,,,,,500.0,401.0,,,,,,375.0,,,,,349.0,,,439.0,400.0,,,,425.0,,305.0,444.0,600.5,508.0,,423.0,390.0,,,241.0,,415.5,,,,Red Sorghum
2019-06-15,,,,,301.0,,166.0,517.0,,441.0,,,,,351.0,324.0,351.0,,522.0,,,,,500.0,348.0,,,,,,300.0,,,,,353.0,,,447.0,397.0,,,,443.0,,349.0,397.0,,467.0,,390.5,,,,297.0,,275.0,,,,Red Sorghum
2019-07-01,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0,,,,,,,,535.0,468.0,,,,,,,,,,,,Red Sorghum
2019-07-15,,,,,,,,539.0,,,,,,,,,,,,,,,,443.0,426.0,372.0,,,,,273.0,,,,,,,,440.0,389.0,,,,,,,784.0,549.0,,,,,,,,,,,,,Red Sorghum
2019-08-01,,,632.5,,,,,585.0,364.0,495.0,,,392.5,,,,266.5,409.0,,,,,436.0,442.0,,390.0,,,,,,,,,,,,,,293.0,,,,,,,732.0,624.0,468.0,,,441.0,,,,,,,,,Red Sorghum
2019-08-15,327.0,,604.5,,,392.0,,584.5,382.0,604.0,,137.0,479.5,502.0,410.0,,219.0,410.0,,,,,567.0,440.0,,389.0,,577.0,,,191.0,,,,,,,,,293.0,,,,377.0,,,778.0,623.5,576.5,,,385.0,,349.0,,,,,,,Red Sorghum
2019-09-01,392.0,,604.0,,,436.5,,584.0,373.0,603.0,,165.0,458.0,629.0,412.0,,226.5,412.0,,,,,523.0,406.0,428.0,389.0,,548.0,,,192.0,,,,,274.5,,,,,,,,395.0,,,701.0,458.5,603.0,,,406.0,,349.0,,,,,,,Red Sorghum
2019-09-15,393.0,,655.0,,,436.0,,584.0,373.0,710.0,,165.0,523.0,626.0,412.0,,234.0,412.0,,,,,,438.0,428.75,389.58333333333337,,602.0,,,192.0,,,,,275.0,,,,,,,,400.5,,,701.6666666666666,429.0,602.0,,,405.0,,349.0,,,,,,,Red Sorghum
2019-10-01,438.0,,656.5,,,437.0,,584.0,385.5,711.0,,192.0,526.0,,411.0,,246.5,411.0,,,,,1271.0,421.0,428.0,292.0,,711.5,,,192.0,,,,,274.0,,,,,,,,406.0,,,700.0,428.0,602.0,,,391.0,,,,,,,,,Red Sorghum
2019-10-15,,,707.5,,,415.0,,585.0,373.5,708.0,,205.0,526.0,,355.0,,252.0,409.5,,,,,,421.0,,292.0,,764.0,,,218.0,,,,,273.0,,,,,,,,405.0,,,702.0,429.0,651.0,,,404.0,,349.0,,,,,,,Red Sorghum
2019-11-01,438.0,,731.5,,,415.0,,591.0,398.0,705.0,,218.0,524.0,,354.0,,286.0,409.0,,,,,655.0,420.0,,296.0,,787.0,,,245.0,,,,,273.0,,,,,,,,,,,709.0,374.0,704.5,,,396.0,,,,,,,,,Red Sorghum
2019-11-15,437.0,,784.0,,,415.0,,595.0,422.5,744.5,,219.0,524.0,,355.0,,295.0,410.0,,,,,655.0,444.5,,297.0,,893.5,,,246.0,,,,,274.0,,,,,,,,,,,711.0,377.0,703.0,,,416.0,,,,,,,,,Red Sorghum
2019-12-01,458.5,,758.0,,,415.0,,596.0,439.0,811.0,,248.0,524.0,,358.0,,301.0,413.0,,,,,655.0,467.0,,298.0,,891.0,,,281.0,,,,,287.0,,,,,,,,,,,656.0,378.0,703.0,,,428.0,,,,,,,,,Red Sorghum
2019-12-15,436.0,,755.0,,,,,600.0,440.0,811.0,,275.0,524.0,,412.0,,316.5,440.0,,,,,655.0,429.0,,400.0,,863.0,,,247.0,,,,,289.0,,,551.0,,,,,,,,583.0,379.0,730.0,,,,,,,,,,,,Red Sorghum
2020-01-01,436.75,,751.0,,,415.5,,,406.75,806.0,,300.5,525.5,,410.5,,328.5,438.0,,,,,656.5,430.0,,401.0,,753.0,,,273.0,,,,,328.0,,,,,,,,,,,579.5,379.0,699.0,,,400.0,,,,,,,,,Red Sorghum
2020-01-15,435.0,,753.0,,,413.0,,601.0,397.0,805.5,,302.0,522.0,,411.0,,274.0,357.0,,,,,653.0,429.25,,401.0,,752.5,,,247.0,,,,,329.0,,,,441.0,,,,,,,581.0,401.0,699.0,,,407.0,,,,,,,,,Red Sorghum
2020-02-01,435.0,,751.5,,,414.0,,602.0,355.0,805.0,,261.0,522.0,,329.0,,261.0,274.0,,,,,653.0,380.0,441.0,401.0,,804.5,,,220.0,,,,,275.0,,,,382.0,,,,,,,582.0,401.0,666.0,,,376.0,,,,,,,,,Red Sorghum
2020-02-15,,,752.0,,,,,601.0,357.0,804.5,,220.0,523.0,,330.0,,233.0,275.0,,,,,654.5,372.5,439.0,400.5,,416.5,,,220.0,,,,,275.0,,,,371.0,,,,,,,581.0,300.0,633.5,,,357.0,,,,,,,,,Red Sorghum
2016-01-01,880.5,,,,,930.0,,1512.5,,1007.5,,,837.5,,840.0,,923.5,,980.5,,,,,952.75,1094.5,,,,,,868.0,,,,,834.5,896.0,,,1000.0,,,,925.0,,,,,973.5,925.5,,,,,,,840.0,,,,Rice
2016-01-15,835.25,,976.0,,,929.0,,1506.25,,1027.0,,,836.0,,,,886.0,,971.0,,,,,951.75,1094.5,,,,,,,,,,,856.5,,,,1194.0,,,,924.5,,,,,911.0,909.5,,924.5,,,,,,,,,Rice
2016-02-01,837.0,,907.0,,,929.5,,1480.0,,943.0,,,837.0,,840.0,,900.0,,999.75,,,,,956.0,1050.0,,,,,,812.0,,,,,,840.0,,,1200.0,,,,922.25,,,,620.0,957.25,914.5,,925.0,,,,,840.0,,,,Rice
2016-02-15,871.5,,907.5,,,917.0,,1436.5,,896.0,,,825.0,,840.0,,889.0,,973.0,,,,,923.0,1045.25,,,,,,812.0,,,,,,840.0,,,1200.0,,,,900.5,,,,614.0,958.5,916.0,,913.5,,,,,854.0,,,,Rice
2016-03-01,865.0,,961.0,,,910.0,,1380.0,,942.0,,,819.0,,888.0,,919.25,,888.5,,,,,949.0,1035.0,,,,,,858.0,,,,,891.0,888.0,,,1182.0,,,,889.0,,,,650.25,947.75,947.75,,898.0,,,,,888.0,,,,Rice
2016-03-15,866.0,,989.5,,,912.0,,1576.0,,955.0,,,820.0,,,,923.5,,857.0,,,,,958.5,1083.0,,,,,,,,,,,892.75,,,,1162.0,,,,889.0,,,,649.0,957.0,952.25,,,,,,,,,,,Rice
2016-04-01,820.25,,967.5,,,911.0,,1575.5,,878.0,,,774.5,,,,917.5,,858.5,,,,,949.0,1085.75,,,,,,,,,,,887.75,,,,1163.25,,,,878.0,,,,612.5,962.5,920.0,,929.0,,,,,,,,,Rice
2016-04-15,858.0,,979.25,,,930.0,,1629.5,,880.0,,,746.0,,878.5,,942.0,,959.25,,,,,961.0,1106.0,,,,,,,,,,,910.75,,,,1186.5,,,,894.5,,,,623.5,915.5,942.0,,934.5,,,,,,,,,Rice
2016-05-01,839.0,,993.5,,,931.0,,1571.5,,815.5,,,791.75,,910.0,,971.5,,971.25,,,,,976.0,1112.0,,,,,,,,,729.0,,911.5,,,,1213.5,,,,906.0,,,,667.25,847.25,1001.5,,956.5,,,,,,,,,Rice
2016-05-15,792.25,,975.5,,,885.0,,1514.5,,799.25,,,745.0,493.0,960.5,,992.0,,962.0,,,,,960.0,1110.5,,,,,,900.5,,,,,902.0,900.5,,,1191.0,,,,895.0,,,985.25,668.75,846.0,992.0,,932.5,,,,,989.0,,,,Rice
2016-06-01,747.5,,820.5,,,894.0,,1411.5,,770.0,,,699.0,,,,875.5,,940.25,,,,,978.0,957.25,,,,,,877.75,,,,,905.5,905.5,,,1188.0,,,,909.5,,,987.0,664.25,847.25,877.75,,950.5,,,,,907.75,,,,Rice
2016-06-15,745.5,,766.0,,,922.25,,1458.5,,730.5,,,699.25,,905.5,,843.5,,937.5,,,,,952.0,955.5,,,,,,875.75,,,,,905.5,904.5,,,1187.5,,,,901.5,,,986.0,671.0,796.25,845.5,,944.5,,,,,905.5,,,,Rice
2016-07-01,742.5,,759.0,,,908.75,,1488.0,,759.0,,,698.75,,893.75,,865.5,,984.0,,,,,951.75,954.25,,,,,,892.0,,,,,893.75,892.5,,,1188.0,,,,909.75,,,985.0,675.0,848.5,862.5,,1018.25,,,,,894.0,,,,Rice
