Date,Arusha,Babati,Bujumbura,Bukavu,Busia,Dar es salaam,Dodoma,Eldoret,Gicumbi,Gitega,Goma,Gulu,Iringa,Juba,Kabale,Kamembe,Kampala,Kapchorwa,Kasese,Kasumbalesa,Kicukiro,Kigali,Kigoma,Kimironko,Kisumu,Kitale,Kiyanzi,Kobero,Kolwezi,Likasi,Lira,Lubumbashi,Machakos,Magwi,Makueni,Masindi,Mbale,Mbeya,Meru,Mombasa,Morobo,Morogoro,Moshi,Mulindi,Musoma,Mwanza,Nairobi,Nakuru,Ngozi,Owino,Rubavu,Ruhengeri,Ruhuha,Songea,Soroti,Tanga,Tororo,Tunduma,Uvira,Yei,Product
2018-11-15,175.0,,611.0,370.0,177.0,262.0,179.0,157.0,,398.0,301.0,135.0,131.0,329.0,178.0,230.0,178.0,,121.0,207.0,,,,247.5,304.0,,,,485.0,459.0,164.0,434.0,275.0,,,135.0,162.0,109.0,245.0,236.0,,,,179.0,,200.0,243.0,174.0,370.0,,242.0,224.5,,,130.0,,162.0,131.0,402.0,,Maize
2018-12-01,196.0,,596.0,332.0,177.5,283.0,177.0,177.0,,370.0,282.5,135.0,131.0,393.0,189.0,231.0,181.0,,121.0,383.0,,,,260.0,295.0,,,,447.0,485.0,157.0,434.0,256.5,,245.0,148.0,162.0,109.0,245.0,255.0,,,,193.5,,218.0,218.0,174.0,384.0,,242.0,231.0,,,162.0,,162.0,152.0,402.0,328.0,Maize
2018-12-15,207.0,,476.0,330.0,179.0,283.0,178.0,197.0,,398.0,288.5,136.0,153.0,361.0,179.5,230.0,174.0,,125.0,583.0,,,,264.0,316.0,,,,,,150.0,431.0,256.0,,246.0,150.0,163.0,,256.0,256.0,,,,219.0,,218.0,258.0,174.0,496.5,,244.0,233.0,,,163.0,,141.0,131.0,399.5,,Maize
2019-01-01,214.0,,482.0,,192.0,283.0,173.0,188.0,,439.5,252.0,,153.0,388.0,196.0,202.0,189.0,,162.0,,,,,253.0,346.0,,,,,,175.5,,,,,162.0,195.0,,,257.0,,,,218.5,,,262.0,,539.0,,248.0,218.0,,,175.0,,175.0,131.0,369.0,453.0,Maize
2019-01-15,208.0,,481.0,348.0,196.0,282.0,178.0,218.0,,453.0,262.0,177.0,174.0,388.0,204.0,229.0,204.0,,182.0,,,,,286.0,297.0,,,,633.0,,195.0,557.0,258.0,,248.0,163.0,196.0,108.0,228.0,258.0,,,,229.0,,247.0,275.0,175.0,538.0,199.0,263.5,206.5,,,177.0,,190.0,130.0,369.0,388.0,Maize
2019-02-01,195.0,,481.0,348.0,199.0,292.5,179.0,220.5,,453.0,266.0,192.0,151.0,387.0,186.0,229.0,191.0,,178.0,364.0,,,,286.0,282.0,,,,569.0,557.0,179.5,557.0,261.0,,260.0,178.0,197.0,108.0,201.0,261.0,,,,229.0,,246.0,279.0,178.0,353.5,,275.0,219.0,,,192.0,,178.0,121.0,373.0,,Maize
2019-02-15,206.0,,479.0,348.0,239.0,279.0,183.0,181.0,,451.0,266.0,219.0,150.5,322.0,241.0,173.0,239.0,,178.0,380.0,,,,252.5,281.5,,,,558.0,556.0,233.0,446.0,261.0,,251.5,219.0,228.0,107.0,191.0,251.0,,,,229.5,,245.0,268.0,189.0,417.5,,252.5,229.0,,,226.0,,233.0,120.0,347.5,,Maize
2019-03-01,201.0,,390.0,341.0,229.0,257.0,188.0,192.0,,278.0,241.0,217.0,150.0,386.0,244.0,171.0,236.0,,138.0,464.0,,,,255.0,282.0,,,,558.0,545.0,221.0,446.0,262.0,,252.0,217.0,231.0,107.0,191.0,261.0,,,,228.0,,244.0,250.0,189.5,278.5,,228.0,263.0,,,258.0,,217.0,128.0,347.5,,Maize
2019-03-15,201.0,,347.5,340.0,238.0,257.0,199.0,200.5,,250.0,300.0,217.0,150.0,385.0,217.0,170.0,192.0,,130.0,463.5,,,,283.0,299.0,,,,526.0,520.0,190.0,446.0,261.0,,251.0,217.0,231.0,107.0,190.0,260.0,,,,226.0,,244.0,277.0,200.0,250.0,,272.0,248.0,,,217.0,,217.0,137.0,347.0,,Maize
2019-04-01,204.0,,276.0,340.0,284.5,303.0,256.0,230.0,,221.0,315.0,215.5,173.0,384.0,243.0,192.0,252.0,,124.0,401.0,,,,282.0,300.0,,,,556.0,506.0,252.0,444.5,200.0,,240.0,236.0,230.0,108.0,259.5,300.0,,,,226.0,,195.0,280.0,260.0,249.0,,271.0,271.0,,,215.0,,251.5,177.5,346.0,,Maize
2019-04-15,221.5,,276.0,340.0,332.0,262.5,273.0,288.0,,221.0,296.0,268.0,217.0,447.0,323.0,225.0,323.0,,,370.0,,,,301.0,348.0,,,,556.0,507.0,296.0,444.5,299.0,,299.0,301.5,322.0,217.0,279.0,398.0,,,,236.0,,195.0,331.0,358.5,249.0,,281.0,281.5,,,296.0,,302.5,195.0,346.0,,Maize
2019-05-01,226.0,,,343.0,316.0,252.0,,291.0,,222.0,339.0,269.0,218.0,445.0,348.5,223.0,321.0,,255.0,,,,,284.5,452.0,,,,529.0,510.0,296.0,448.0,261.0,,271.0,307.5,321.5,217.0,301.0,421.0,,,,246.0,,231.0,334.0,352.0,305.0,,279.0,279.0,,,295.0,,307.0,166.0,324.0,,Maize
2019-05-15,220.0,,304.0,337.0,298.0,227.0,,360.0,,249.0,334.0,322.0,218.0,,322.0,223.5,295.0,,268.0,215.0,,,,279.0,451.0,,,,551.5,466.0,294.0,441.0,350.0,,350.0,294.0,321.0,218.0,300.0,390.0,,,,257.0,,231.0,337.0,346.0,249.0,,302.0,279.0,,,483.0,,294.0,174.0,315.5,,Maize
2019-06-01,,,,,306.5,255.0,267.5,401.0,,276.0,,321.0,174.0,,321.0,202.0,302.0,,295.0,,,,,279.0,451.0,,,,,,288.0,439.0,350.0,,350.0,282.0,,174.0,301.0,390.0,,,,257.0,,218.0,392.0,355.0,276.0,,301.0,290.0,,,,,288.0,175.0,,,Maize
2019-06-15,,,,,330.0,,268.0,397.0,,358.0,,,174.0,,325.0,195.0,327.0,,302.0,,,,,278.0,397.0,,,,,,309.0,,350.0,,347.0,299.0,,174.5,298.0,397.0,,,,256.0,,262.0,392.0,,332.0,,311.0,,,,297.0,,311.0,196.0,,,Maize
2019-07-01,,,,,,,,341.0,,369.0,,,,,,,312.0,,,,,,,,,,,,,,,439.0,,,,,,,,409.0,,,,,,,428.0,292.0,385.0,,,,,,,,,196.0,,,Maize
2019-07-15,,,467.0,,,,,326.0,354.0,,,,,,,,,,,,,,,,480.0,348.0,,,,,300.0,390.0,344.0,,342.0,,,,314.0,408.5,,,,,,,441.0,376.5,385.0,,,332.0,,,,,,,,,Maize
2019-08-01,,,481.5,,,,,341.0,310.0,385.0,,245.0,327.0,,327.0,,249.0,327.5,,,,,305.5,386.0,,371.0,,,,,214.5,,,,,,,,,400.0,,,,,,,402.25,390.0,468.0,,,331.0,,,,,,,,,Maize
2019-08-15,349.0,,480.0,,,349.0,,341.0,299.0,412.0,,232.0,349.0,502.0,273.0,,241.5,327.5,,,,,392.0,363.0,,360.5,,413.0,,,191.0,,368.0,,374.0,191.0,,,392.0,400.0,,,,288.0,,,400.0,389.0,495.0,,,325.0,,218.0,,,,,,,Maize
2019-09-01,371.0,,519.0,,,370.5,,341.0,286.0,439.0,,196.0,331.5,629.0,233.0,,236.0,281.0,,,,,392.0,330.0,389.0,292.0,,439.0,,,159.0,608.5,390.0,,390.0,189.5,,,,399.0,,,,296.0,,,428.0,322.0,493.0,,,297.0,,240.0,,,,,,,Maize
2019-09-15,349.0,,519.0,,,393.0,,321.5,307.0,464.5,,247.0,349.0,626.0,261.0,,261.0,275.0,,,,,393.0,351.0,389.75,357.25,,438.0,,,233.0,632.0,389.5,,399.5,220.0,,,370.0,399.83333333333337,,,,302.0,,,428.83333333333337,313.5,492.0,,,329.0,,262.0,,,,,,,Maize
2019-10-01,394.0,,575.0,,,415.0,,321.0,295.0,492.0,,266.5,364.0,,274.0,,279.0,301.5,,,,,569.5,352.0,389.0,350.0,,520.0,,,259.5,632.0,,,,261.0,,,370.0,399.0,,,,316.0,,,399.0,302.0,601.5,,,318.0,,,,,,,,,Maize
2019-10-15,350.5,,599.0,,,376.0,,321.5,296.5,490.0,,281.0,339.5,,301.0,,299.0,284.0,,,,,,350.5,,293.0,,545.5,,,268.0,634.0,390.5,,380.5,260.0,,,371.5,,,,,333.5,,,408.0,302.0,651.0,,,330.0,,218.0,,,,,,,Maize
2019-11-01,402.0,,625.0,,,502.0,,394.0,341.0,542.0,,294.0,437.0,,273.0,,300.0,294.0,,,,,611.0,374.0,,296.0,,541.0,,,286.0,,395.0,,,286.0,,,372.0,,,,,,,,394.0,305.0,649.0,,,352.0,,287.5,,,,,,,Maize
2019-11-15,381.0,,649.0,,,367.5,,292.5,423.5,568.5,,301.0,360.0,,301.0,,315.0,300.0,,,,,611.0,471.5,,296.0,,541.0,,,287.0,,,,,300.0,,,389.0,,,,,,,,396.0,307.0,649.0,,,434.5,,276.0,,,,,,,Maize
2019-12-01,386.5,,703.0,,,364.0,,268.0,450.0,621.5,,315.0,301.0,,328.0,,342.0,301.0,,,,,524.5,489.0,,298.0,,595.0,,,301.0,,,,,302.0,,,364.0,,,,,,,,393.5,308.0,649.5,,,409.5,,297.0,,,,,,,Maize
2019-12-15,393.0,,703.0,,,371.0,,270.0,450.0,649.0,,289.0,371.0,,289.0,,346.0,302.0,,,,,698.0,483.0,,329.0,,593.0,,,302.0,,,,,303.0,,,360.0,,,,,,,,362.0,309.5,697.0,,,,,305.5,,,,,,,Maize
2020-01-01,426.5,,684.5,,,393.0,,,423.75,645.0,,302.0,393.0,,328.0,,357.0,301.0,,,,,573.0,450.0,,330.5,,617.5,,,325.0,,,,,328.0,,,,,,,,,,,370.0,309.0,645.0,,,387.0,,,,,,,,,Maize
2020-01-15,402.5,,685.5,,,370.0,,350.0,349.5,645.0,,222.5,339.0,,261.0,,254.0,206.0,,,,,579.0,429.0,,325.5,,484.0,,,202.0,,,,,203.0,,,,371.0,,,,,,,366.0,311.0,591.5,,,386.0,,,,,,,,,Maize
2020-02-01,511.5,,617.0,,,385.5,,351.0,304.0,590.5,,233.0,322.0,,274.0,,261.0,219.0,,,,,535.0,343.0,482.0,331.0,,429.0,,,219.0,,,,,219.0,,,,353.0,,,,,,,371.0,311.0,618.0,,,326.0,,,,,,,,,Maize
2020-02-15,413.0,,510.0,,,349.0,,331.0,281.0,483.0,,240.0,330.0,,274.5,,247.0,233.0,,,,,385.0,323.0,479.0,320.0,,308.5,,,233.0,,,,,233.0,,,,361.0,,,,,,,361.0,310.0,360.0,,,303.0,,,,,,,,,Maize
2016-01-01,372.5,,,,,,,,,,,,,,,,461.5,,375.0,,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,,,,475.5,,,,,,,,,,,Maize Meal
2016-01-15,371.0,,,,,,,,,,,,,,,,399.5,,371.5,,,,,,,,,,,,,,,,,428.25,,,,,,,,,,,,,,401.0,,,,,,,,,,,Maize Meal
2016-02-01,372.5,,,,,,,,,,,,,,,,400.0,,371.5,,,,,,,,,,,,,,,,,428.5,,,,,,,,,,,,,,414.0,,,,,,,,,,,Maize Meal
2016-02-15,435.5,,,,,,,,,,,,,,,,413.5,,372.75,,,,,,,,,,,,,,,,,429.0,,,,,,,,,,,,,,417.0,,,,,,,,,,,Maize Meal
2016-03-01,432.0,,,,,,,,,,,,,,,,444.25,,385.0,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,,,,458.75,,,,,,,,,,,Maize Meal
2016-03-15,433.0,,,,,,,,,,,,,,,,446.5,,399.0,,,,,,,,,,,,,,,,,446.5,,,,,,,,,,,,,,460.0,,,,,,,,,,,Maize Meal
2016-04-01,410.0,,,,,,,,,,,,,683.5,,,444.0,,389.0,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,,,,473.5,,,,,,,,,,,Maize Meal
2016-04-15,372.5,,,,,,,,,,,,,,,,485.75,,425.0,,,,,,,,,,,,,,,,,455.5,,,,,,,,,,,,,,486.0,,,,,,,,,,,Maize Meal
2016-05-01,373.0,,,,,,,,,,,,,,,,486.0,,395.0,,,,,,,,,,,,,,,,,455.5,,,,,,,,,,,,,,486.0,,,,,,,,,,,Maize Meal
2016-05-15,372.5,,,,,,,,,,,,,,,,487.0,,390.5,,,,,,,,,,,,509.0,,,,,451.0,510.5,,,,,,,,,,,,,487.5,,,,,,,509.0,,,,Maize Meal
2016-06-01,373.0,,,,,,,,,,,,,,,,513.0,,363.5,,,,,,,,,,,,514.5,,,,,453.0,514.5,,,,,,,,,,,,,531.5,,,,,,,545.0,,,,Maize Meal
2016-06-15,413.5,,,,,,,,,,,,,,538.75,,482.0,,363.0,,,,,,704.5,,,,,,514.0,,,,,543.3333333333334,513.0,,,,,,,,,,,,,513.0,,,,,,,533.0,,,,Maize Meal
2016-07-01,419.5,,,,,,,,,,,,,,536.5,,477.0,,386.75,,,,,812.0,,,,,,,522.0,,,,,536.5,506.5,,,,,,,,,,,,,506.5,,,,,,,508.5,,,,Maize Meal
2016-07-15,419.25,,,,,,,,,,,,,,509.0,,479.25,,389.5,,,,,,,,,,,,509.0,,,,,480.0,509.0,,,,,,,,,,,,,509.0,,,,,,,510.0,,,,Maize Meal
2016-08-01,419.5,,,,,882.6666666666666,,,,,,,,,507.5,,478.5,,389.0,,,,,,,,,,,,508.5,,,,,478.5,508.5,,,,,,,,,,,,,508.5,,,,,,,508.25,,,,Maize Meal
2016-08-15,420.0,,,,,,,,,,,,,,508.0,,477.5,,419.5,,,,,,,,,,,,510.25,,,,,480.5,479.75,,,,,,,,,,,,,480.5,,,,,,,481.0,,,,Maize Meal
2016-09-01,420.5,,,,,,,,,,,,,,,,479.0,,389.5,,,,,,,,,,,,508.25,,,,,479.0,479.25,,,,,,,,,,,,,508.5,,,,,,,508.0,,,,Maize Meal
2016-09-15,421.0,,,,,,,,,,,,,,,,478.0,,388.75,,,,,,,,,,,,507.75,,,,,478.0,478.0,,,,,,,,,,,,,508.0,,,,,,,,,,,Maize Meal
2016-10-01,421.5,,,,,,,,,,,,,,,,494.75,,388.0,,,,,,,,,,,,532.5,,,,,535.75,492.75,,,,,,,,,,,,,523.75,,,,,,,,,,,Maize Meal
2016-10-15,421.0,,,,,,,,,,,,,632.5,,,511.5,,381.0,,,,,,,,,,,,526.25,,,,,527.5,498.0,,,,,,,,,,,,,527.0,,,,,,,,,,,Maize Meal
2016-11-01,418.0,,,,,,,,,,,,,618.0,,,523.5,,400.0,,,,,,,,,,,,517.25,,,,,518.0,525.0,,,,,,,,,,,,,542.0,,,,,,,,,,,Maize Meal
2016-11-15,468.0,,,,,,,,,,,,,617.5,,,560.0,,,,,,,,,,,,,,,,,,,585.5,561.0,,,,,,,,,,,,,560.0,,,,,,,,,,,Maize Meal
2016-12-01,469.5,,,,,,,,,,,,,718.0,,,560.5,,,,,,,739.0,,,,,,,613.5,,,,,588.5,573.0,,,,,,,,,,,,,573.25,,,,,,,,,,,Maize Meal
2016-12-15,492.5,,,,,,,,,,,,,,579.0,,566.75,,,,,,,,,,,,,,,,,,,592.75,581.0,,,,,,,,,,,,,579.5,,,,,,,,,,,Maize Meal
2017-01-01,515.5,,,,,,,,,,,,,718.0,,,590.0,,,,,,,,,,,,,,,,,,,590.0,590.0,,,,,,,,,,,,,589.5,,,,,,,,,,,Maize Meal
2017-01-15,548.0,,,,,,,,,,,,,,,,591.5,,,,,,,,,,,,,,,,,,,,590.5,,,,,,,,,,,,,591.5,,,,,,,,,,,Maize Meal
2017-02-01,595.0,,,,,,,,,,,,,,,,591.5,,,,,,,,,,,,,,,,,,,593.75,593.75,,,,,,,,,,,,,593.75,,,,,,,,,,,Maize Meal
2017-02-15,,,,,,,,,,,,,,,,,563.25,,,,,,,,,,,,,,590.0,,,,,591.5,566.0,,,,,,,,,,,,,591.75,,,,,,,,,,,Maize Meal
2017-03-01,,,,,,,,,,,,,,,,,592.25,,409.0,,,,,,,,,,,,619.5,,,,,591.5,619.5,,,,,,,,,,,,,593.0,,,,,,,633.75,,,,Maize Meal
2017-03-15,,,,,,,,,,,,,,,676.5,,699.5,,423.0,,,,,,,,,,,,689.0,,,,,705.5,727.5,,,,,,,,,,,,,699.5,,,,,,,700.25,,,,Maize Meal
2017-04-01,,,,,,,,,,,,,,,700.0,,699.75,,,,,,,,,,,,,,699.5,,,,,755.75,727.75,,,,,,,,,,,,,699.75,,,,,,,700.0,,,,Maize Meal
2017-04-15,,,,,,,,,,,,,,,727.5,,699.0,,,,,,,,,,,,,,673.0,,,,,838.75,727.0,,,,,,,,,,,,,712.75,,,,,,,700.25,,,,Maize Meal
2017-05-01,,,,,,,,,,,,,,,723.25,,737.0,,,,,,,,,,,,,,723.75,,,,,806.0,723.25,,,,,,,,,,,,,737.5,,,,,,,709.5,,,,Maize Meal
2017-05-15,,,,,,,,,,,,,,,727.5,,754.5,,,,,,,,,,,,,,643.5,,,,,810.0,726.5,,,,,,,,,,,,,782.5,,,,,,,726.5,,,,Maize Meal
2017-06-01,,,,,,,,,,,,,,,730.5,,759.5,,,,,,,,,,,,,,698.75,,,,,815.5,731.5,,,,,,,,,,,,,786.75,,,,,,,731.5,,,,Maize Meal
2017-06-15,,,,,,,,,,,,,,,732.5,,732.0,,,,,,,,,,,,,,649.5,,,,,817.0,647.75,,,,,,,,,,,,,733.25,,,,,,,648.5,,,,Maize Meal
2017-07-01,,,,,,,,,,,,,,,,,646.0,,,,,,,,,,,,,,648.0,,,,,730.0,505.0,,,,,,,,,,,,,674.0,,,,,,,,,,,Maize Meal
2017-07-15,,,,,,,,,,,,,,,,,618.0,,,,,,,,,,,,,,365.5,,,,,731.25,422.0,,,,,,,,,,,,,646.0,,,,,,,,,,,Maize Meal
2017-08-01,,,,,,,,,,,,,,,,,560.0,,448.5,,,,,,,,,,,,365.0,,,,,727.0,420.25,,,,,,,,,,,,,587.5,,,,,,,,,,,Maize Meal
2017-08-15,,,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,449.5,,,,,674.5,422.0,,,,,,,,,,,,,506.0,,,645.0,,,,,,,,Maize Meal
2017-09-01,,,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,505.0,,,,,617.0,505.0,,,,,,,,,,,,,561.5,,,657.0,,,,,,,,Maize Meal
2017-09-15,,,,,,,,,,,,,,,,,561.0,,450.0,,,,,,,,,,,,504.5,,,,,561.0,532.0,,,,,,,,,,,,,586.0,,,657.0,,,,,,,,Maize Meal
2017-10-01,,,,,,,,,,,,,,,,,504.0,,560.0,,,,,,,,,,,,480.0,,,,,532.0,502.0,,,,,,,,,,,,,532.0,,,658.0,,,,476.0,,,,Maize Meal
2017-10-15,,,,,,,,,,,,,,,496.0,,456.25,,442.25,,,,,,,,,,,,443.0,,,,,525.25,469.75,,,,,,,,,,,,,497.25,,,,,,,497.0,,,,Maize Meal
2017-11-01,,,,,,,,,,,,,,,456.75,,470.0,,444.0,,,,,,,,,,,,498.0,,,,,527.0,417.0,,,,,,,,,,,,,484.0,,,,,,,443.25,,,,Maize Meal
2017-11-15,,,,,,,,,,,,,,,445.5,,453.5,,445.5,,,,,,,,,,,,472.5,,,,,528.0,390.0,,,,,,,,,,,,,473.0,,,,,,,445.0,,,,Maize Meal
2017-12-01,,,,,,,,,,,,,,814.0,416.75,,444.5,,444.0,,,,,,,,,,,,444.5,,,,,416.5,389.0,,,,,,,,,,,,,472.5,,,,,,,444.5,,,,Maize Meal
2017-12-15,,,,,,,,,,,,,,768.0,501.0,,446.0,,375.0,,,,,,,,,,,,501.0,,,,,417.0,389.75,,,,,,,,,,,,,474.0,,,,,,,445.0,,,,Maize Meal
2018-01-01,,,,,,,,,,,,,,,441.0,,467.0,,469.0,,,,,,,,,,,,440.0,,,,,385.0,385.0,,,,,,,,,,,,,481.0,,,,,,,440.0,,,,Maize Meal
2018-01-15,312.0,,,,,,,,,,,,,883.0,443.0,,410.0,,194.0,,,,,,,,,,,,443.0,,,,,388.0,415.0,,,,,,,,,,,,,416.0,,,,,,,443.0,,,,Maize Meal
2018-02-01,312.0,,,,,,,,,,,,,1200.0,,,387.5,,166.0,,,,,,,,,,,,443.0,,,,,387.0,387.5,,,,,,,,,,,,,415.0,,,,,,,415.0,,,,Maize Meal
2018-02-15,312.0,,,,,,,,,,,,,920.0,,,421.0,,,,,,,,,,,,,,442.0,,,,,388.0,386.5,,,,,,,,,,,,,443.0,,,,,,,429.0,,,843.0,Maize Meal
2018-03-01,312.0,,,,,,,,,,,,,1069.0,,,441.0,,,,,,,,,,,,,,441.0,,,,,441.0,386.0,,,,,,,,,,,,,455.0,,,,,,,496.0,,,914.5,Maize Meal
2018-03-15,311.0,,,,,,,,,,,,,1128.5,,,453.0,,,,,,,,,,,,,,467.0,,,,,439.5,412.0,,,,,,,,,,,,,467.0,,,,,,,439.0,,,,Maize Meal
2018-04-01,311.0,,,,,,,,,,,,,889.0,,,409.0,,,,,,,,,,,,,,490.0,,,,,436.0,382.0,,,,,,,,,,,,,436.0,,,,,,,436.0,,,,Maize Meal
2018-04-15,309.0,,,,,,,,,,,,,852.0,,,408.0,,,,,,,,,,,,,,436.0,,,,,436.0,381.0,,,,,,,,,,,,,408.5,,,,,,,409.0,,,,Maize Meal
2018-05-01,308.0,,,,,,,,,,,,,1044.5,,,406.0,,,,,,,,,,,,,,433.0,,,,,433.0,352.0,,,,,,,,,330.0,,,,433.0,,,,,,,,,,,Maize Meal
2018-05-15,308.0,,,,,,,,,,,,,1150.0,,,379.0,,,,,,,,,,,,,,432.0,,,,,432.0,351.0,,,,,,,,,528.0,,,,405.0,,,,,,,,,,,Maize Meal
2018-06-01,309.0,,,,,,,,,,,,,940.0,,,371.0,,,,,,,,,,,,,,424.0,,,,,424.0,356.0,,,,,,,,,529.5,,,,410.5,,,,,,,,,,,Maize Meal
2018-06-15,265.0,,,,,,,,,,267.0,,,961.0,,,369.5,,,223.0,,,,,,,,,418.0,,415.0,1081.0,,,,416.0,338.0,,,,,,,,,530.0,,,,395.5,,,,,,,,,555.5,,Maize Meal
2018-07-01,176.0,,,318.0,,,,,,,251.0,,,929.0,,,359.5,,,122.0,,,,,,,,,,378.0,414.5,,,,,408.0,340.0,,,,,,,,,529.0,,,,368.0,,,,,,,374.0,,498.0,,Maize Meal
2018-07-15,181.5,,,310.0,,,,,,,254.0,,,1001.0,,,299.0,,,,,,,,,,,,407.0,356.0,272.0,,,,,404.0,322.5,,,,,,,,,528.0,,,,324.0,,,,,,,348.0,,520.0,,Maize Meal
2018-08-01,198.0,,,315.0,,,,,,,214.0,,,,,,273.0,,,,,,,,,,,,407.0,356.0,272.0,,,,,381.0,272.0,,,,,,,,,526.0,,,,273.0,,,,,,,272.0,,578.0,,Maize Meal
2018-08-15,176.0,,,312.0,,,,,,,242.5,,,577.5,,,268.5,,,,,,,,,,,,441.5,381.0,269.0,,,,,376.0,268.5,,,,,,,,,527.0,,,,269.0,,,,,,,269.0,,579.0,,Maize Meal
2018-09-01,175.0,,,306.0,,,,,,,262.0,,,,,,267.0,,,235.0,,,,,,,,,,394.0,267.0,,,,,346.5,266.0,,,,,,,,,438.0,,,,266.5,,,,,,,267.0,,516.0,,Maize Meal
2018-09-15,175.0,,,296.0,,,,,,,244.0,,,,,,264.5,,,325.0,,,,,,,,,431.0,380.0,265.0,304.0,,,,343.0,264.5,,,,,,,,,439.0,,,,269.0,,,,,,,264.5,,514.0,,Maize Meal
2018-10-01,197.0,,,296.0,,,,,,,261.0,,,567.0,,,265.0,,,491.0,,,,,,,,,539.0,583.0,265.0,380.0,,,,292.0,265.0,,,,,,,,,438.5,,,,292.0,,,,,,,265.0,,514.0,1001.0,Maize Meal
2018-10-15,219.0,,,276.0,,,,,,,251.0,,,565.5,,,266.0,,,510.0,,,,,,,,,539.0,598.0,266.0,383.0,,,,319.0,266.0,,,,,,,,,437.0,,,,266.0,,,,,,,266.0,,577.5,1001.0,Maize Meal
2018-11-01,262.0,,,360.5,,,,,,,271.0,,,560.0,,,267.0,,,446.0,,,,,,,,,542.0,612.0,294.0,383.0,,,,294.0,267.0,,,,,,,,,437.0,,,,280.0,,,,,,,267.0,,580.0,988.0,Maize Meal
2018-11-15,262.0,,,351.0,,,,,,,332.0,,,560.0,,,312.0,,,383.0,,,,,,,,,574.0,663.0,,,,,,297.0,323.5,,,,,,,,,435.0,,,,318.0,,,,,,,,,599.5,,Maize Meal
2018-12-01,348.0,,,341.0,,,,,,,312.5,,,590.0,,,318.0,,,733.5,,,,,,,,,510.0,714.0,270.0,,,,,324.0,324.0,,,,,,,,,436.0,,,,324.0,,,,,,,,,601.25,983.0,Maize Meal
2018-12-15,305.0,,,339.0,,,,,,,306.0,,,588.0,,,299.0,,,888.0,,,,,,,,,,,272.0,,,,,326.0,326.0,,,,,,,,,436.0,,,,319.5,,,,,,,326.0,,602.0,,Maize Meal
2019-01-01,305.0,,,,,,,,,,286.0,,,647.0,,,298.0,,,,,,,,,,,,,,271.0,,,,,324.0,365.5,,,,,,,,,,,,,325.0,,,,,,,270.0,,543.5,973.0,Maize Meal
2019-01-15,305.0,,,388.0,,,,,,,263.0,,,679.0,,,325.5,,,,,,,,,,,,648.5,,272.5,633.0,,,,353.0,367.0,,,,,,,,,399.0,,,,339.0,,,,,,,273.0,,543.0,,Maize Meal
2019-02-01,389.0,,,388.0,,,,,,,263.0,,,711.0,329.0,,329.0,,,601.0,,,,,,,,,633.0,671.0,260.0,633.0,,,,356.0,370.0,,,,,,,,,397.0,,,,342.0,,,,,,,274.0,,538.0,,Maize Meal
2019-02-15,344.0,,,388.0,,,,,,,263.0,,,740.0,,,373.0,,,569.0,,,,,,,,,620.0,670.0,315.0,632.0,,,,370.0,384.0,,,,,,,,,395.5,,,,384.0,,,,,,,302.0,,470.0,,Maize Meal
2019-03-01,342.0,,,380.0,,,,,,,276.0,,,770.0,,,353.0,,,681.5,,,,,,,,,620.0,644.0,326.0,471.0,,,,380.0,420.0,,,,,,,,,393.0,,,,380.0,,,,,,,299.0,,470.0,,Maize Meal
2019-03-15,300.0,,,380.0,,,,,,,319.0,,,769.0,353.0,,380.0,,,665.0,,,,,,,,,582.0,644.0,326.0,471.0,,,,380.0,421.0,,,,,,,,,355.0,,,,380.0,,,,,,,299.0,,470.0,,Maize Meal
2019-04-01,347.0,,,367.0,,,,,,,315.0,,,767.0,379.0,,403.0,,,618.0,,,,,,,,,525.0,617.5,352.0,469.0,,,,510.0,420.0,,,,,,,,,329.0,,,,431.0,,,,,,,390.5,,469.0,,Maize Meal
2019-04-15,391.0,,,367.0,,,,,,,318.5,,,957.0,,,431.0,,,617.0,,,,,,,,,525.0,617.5,404.0,469.0,,,,511.0,537.0,,,,,,,,,329.0,,,,457.0,,,,,,,457.0,,469.0,,Maize Meal
2019-05-01,392.0,,,370.0,,,,,,,327.0,,,954.0,,,524.0,,,,,,,,,,,,591.0,623.0,481.0,473.0,,,,562.0,562.0,,,,,,,,,366.0,,,,534.0,,,,,,,508.0,,461.0,,Maize Meal
2019-05-15,392.0,,,364.0,,,,,,,346.5,,,,,,497.0,,,399.0,,,,,,,,,572.5,613.0,483.0,270.0,,,,563.0,589.0,,,,,,,,,366.0,,,,534.0,,,,,,,483.0,,457.5,,Maize Meal
2019-06-01,,,,,,,,,,,,,,,483.0,,483.0,,,,,,,,,,,,,,483.0,268.0,,,,563.0,,,,,,,,,,357.5,,,,497.5,,,,,,,483.0,,,,Maize Meal
2019-06-15,,,,,,,,,,,,,,,516.0,,489.0,,,,,,,,,,,,,,503.0,,,,,572.0,,,,,,,,,,367.0,,,,516.0,,,,,,,489.0,,,,Maize Meal
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maize Meal
